EpisodesSoFar,MinD2w0t,MeanEntropy,InitialReturnMean,Iteration,MaxIW,EpLenMean,EpThisIter,Bound,InitialReturnStd,MaxD2w0t,EntropyCoefficient,J_sample_variance,TimestepsSoFar,StdD2w0t,MinIW,InitialReturnMax,EmpiricalD2,ReturnStepMax,StdIW,TimeElapsed,ReturnStepMaxmin,InitialReturnMin,MeanD2w0t,EpRewMean,Weights,MeanIW,ReturnMeanIW,InitialBound
15200,,0.06156359,9.07898e-06,152,1634.4453,17.37,100,5448.3623,2.256504,122141.84,,6030555000.0,414592,909.12964,7.2073426e-06,8.081223,8645.137,100.0,160.68463,1667.6661458015442,86.66386,-3.217865,25.214476,-110.29631769381794,[ 1.338  0.207  0.253 -0.022 -1.353],16.682703,8180.0615,467.32483
15300,,0.06741275,1.0986329e-05,153,22.501284,16.64,100,587.82556,2.20517,11.4847,,954160.75,416256,0.41855022,0.022016665,8.051964,2.7336216,100.0,1.8485695,1681.1754631996155,86.271416,-3.366768,0.05918961,-109.50368174290253,[ 1.313  0.166  0.248 -0.018 -1.357],1.2577462,702.59607,491.1364
15400,,0.072998054,-3.8146973e-06,154,38.42707,16.53,100,701.654,2.3575346,104.79476,,3288172.0,417909,1.2710098,0.007835261,6.864609,15.439029,100.0,3.6169293,1690.0115540027618,86.158356,-3.8537292,0.103432566,-109.23815349220928,[ 1.311  0.174  0.262  0.006 -1.352],1.5846535,859.1731,491.76666
15500,,0.10803358,2.5939942e-06,155,127.36632,17.32,100,772.8666,2.8041034,210.79727,,30369698.0,419641,4.4511023,0.0008135654,8.288231,76.93079,100.0,12.473158,1699.3470890522003,86.721565,-4.182625,0.3161065,-109.52290706240886,[ 1.325  0.2    0.262  0.022 -1.346],2.0713305,1018.3414,465.36627
15600,,0.10037946,-2.2888185e-06,156,4.486586,17.22,100,504.03137,2.4130018,2.6589606,,121964.97,421363,0.2369284,0.13397858,8.151825,1.4887974,100.0,0.6886,1710.273624420166,86.62185,-3.5337906,0.04416632,-110.18499568303997,[ 1.384  0.209  0.27   0.021 -1.311],1.0871179,586.81934,472.9546
15700,,0.10424802,1.3275147e-05,157,10.493529,16.75,100,660.0209,2.3382301,15.156038,,770768.3,423038,0.5005404,0.055213,7.6349564,3.7811134,100.0,1.7045352,1719.0292568206787,86.31456,-3.5774841,0.077697,-109.61314953812733,[ 1.386  0.207  0.256  0.018 -1.319],1.4336345,780.9169,489.1292
15800,,0.10587384,-8.087158e-06,158,5.7956514,17.55,100,471.82016,2.794988,1.6438885,,87339.13,424793,0.20626539,0.26638553,9.506744,1.3859153,100.0,0.63034517,1727.571263551712,86.81795,-3.6984177,0.039020788,-110.08549298411275,[ 1.381  0.209  0.28   0.02  -1.315],1.035318,545.37775,460.00995
15900,,0.0922225,1.1749267e-05,159,8.506305,16.78,100,515.4911,2.6859703,4.31585,,287675.22,426471,0.2819478,0.061183624,8.969101,1.8354149,100.0,1.0210423,1735.6392395496368,86.39323,-4.1003265,0.050227646,-109.34349744106949,[ 1.379  0.199  0.277  0.019 -1.313],1.1099972,610.64215,484.19855
16000,,0.088439494,-8.010864e-06,160,9.625832,16.79,100,554.1807,2.3331182,5.213369,,305675.66,428150,0.2710228,0.11298184,7.564392,2.018524,100.0,1.0849085,1744.9365210533142,86.35204,-3.7667923,0.047045756,-109.78662071838015,[ 1.377  0.2    0.295  0.02  -1.327],1.1657706,640.94696,485.32468
16100,,0.08225106,-8.850097e-06,161,50.92955,16.87,100,939.6714,2.4915226,1350.2783,,9012038.0,429837,11.398032,0.0015460948,8.654037,56.638668,100.0,6.05149,1754.131315946579,86.34909,-3.4479828,0.31911868,-109.95853932366748,[ 1.388  0.204  0.29   0.004 -1.331],2.208305,1162.9794,483.93445
16200,,0.07623125,2.1362305e-06,162,45.00101,16.84,100,815.5146,2.3023465,99.40701,,8144357.5,431521,2.115228,0.008758034,8.392303,25.04773,100.0,5.8771205,1764.6548800468445,86.3884,-3.899109,0.19088879,-109.34306682033204,[ 1.358  0.198  0.275 -0.034 -1.337],1.9859216,1034.2601,480.4579
16300,,0.09497697,9.689331e-06,163,42.980724,16.72,100,566.5904,2.3142931,52.113895,,5489973.5,433193,1.3283676,0.005025688,7.7826767,5.5873504,100.0,4.663791,1774.6723098754883,86.29654,-4.12735,0.13406175,-109.31881517427448,[ 1.369  0.22   0.284 -0.041 -1.343],1.4835516,794.7149,478.66
16400,,0.08722506,-4.043579e-06,164,19.518785,16.81,100,609.059,2.2371392,24.422287,,1943350.6,434874,0.7888497,0.0074722455,7.47641,7.523889,100.0,2.757396,1784.2991943359375,86.31395,-4.132988,0.10291043,-109.58183845921104,[ 1.364  0.216  0.302 -0.058 -1.324],1.4135098,762.87775,479.4502
16500,,0.073813975,6.713867e-06,165,4.4180813,16.34,100,534.9411,2.5181537,2.7772741,,150721.75,436508,0.21393418,0.20760965,7.814316,1.5942351,100.0,0.76842093,1793.5734655857086,86.04316,-4.1655807,0.03845443,-109.10040159521245,[ 1.372  0.226  0.32  -0.064 -1.332],1.1045285,623.1219,490.23703
16600,,0.06739209,6.8664554e-07,166,160.06532,17.57,100,892.7073,2.6788948,389.26306,,52338836.0,438265,6.3241496,7.711123e-05,9.097557,62.050602,100.0,15.727605,1803.2988312244415,86.85079,-3.8549576,0.40162876,-110.16122588053315,[ 1.382  0.232  0.329 -0.055 -1.345],2.4035254,1184.626,454.8687
16700,,0.06969529,-5.340576e-07,167,7.7524886,16.75,100,508.21582,2.827678,3.5462618,,264148.78,439940,0.25460255,0.06785463,11.165802,1.9133658,100.0,1.021844,1814.3197705745697,86.36825,-3.9483948,0.04477789,-108.81854626359518,[ 1.383  0.261  0.333 -0.064 -1.352],1.079161,592.17084,484.2918
16800,,0.074301995,-8.163453e-06,168,16.847086,16.54,100,538.002,2.8833363,23.818092,,1035650.2,441594,0.4296994,0.0033061204,11.202911,4.434672,100.0,2.0167413,1822.0611019134521,86.19973,-4.172798,0.055172704,-109.04113984194733,[ 1.39   0.267  0.334 -0.073 -1.349],1.1615773,638.7722,491.85614
16900,,0.07743068,-3.5095215e-06,169,8.624587,17.75,100,493.70453,3.0737927,3.3587458,,193244.25,443369,0.2552798,0.09652909,9.133514,1.9182904,100.0,0.9168667,1831.8346347808838,87.02169,-4.696266,0.04755888,-109.5365291749601,[ 1.363  0.258  0.332 -0.091 -1.345],1.1252017,583.45264,447.00262
17000,,0.05037502,1.9073486e-06,170,8.246607,16.08,100,558.8855,2.298079,4.5245576,,148687.97,444977,0.22728983,0.020661943,6.622139,1.8910203,100.0,0.75051135,1841.2368369102478,85.92916,-4.1330185,0.03940648,-108.4950319516475,[ 1.373  0.262  0.346 -0.085 -1.342],1.1064503,632.676,512.3933
17100,,0.048755057,2.7465821e-06,171,6.3065467,16.93,100,509.8473,2.9796863,5.2252603,,115600.48,446670,0.22202015,0.08594603,11.411041,1.5809282,100.0,0.6908937,1851.512451171875,86.48698,-4.4574203,0.03999986,-109.0826977392906,[ 1.387  0.272  0.347 -0.071 -1.369],1.0914918,591.18524,477.3025
17200,,0.032287885,-4.5013426e-06,172,25.648575,17.07,100,549.0503,2.5388112,15.915063,,1407097.2,448377,0.5522936,0.035053153,7.535774,3.500229,100.0,2.3747075,1859.7320942878723,86.5618,-4.621414,0.078398444,-109.20318546460857,[ 1.373  0.269  0.339 -0.082 -1.37 ],1.2693965,677.8098,471.29242
17300,,0.038402494,-7.781982e-06,173,9.894927,16.4,100,521.62885,2.6496253,7.117945,,291393.78,450017,0.24266241,0.077139504,10.063416,1.5407634,100.0,1.0217903,1870.2535066604614,86.15729,-3.6696243,0.04161103,-108.43360191154073,[ 1.393  0.254  0.347 -0.108 -1.387],1.0932721,613.8827,494.16528
17400,,0.03703389,3.0517577e-07,174,12.857355,16.65,100,536.9303,2.8016636,6.222193,,548905.3,451682,0.3408816,0.01874775,10.109756,3.2539532,100.0,1.4722879,1880.2273616790771,86.35097,-3.7198334,0.05524782,-108.4792009559708,[ 1.392  0.257  0.333 -0.115 -1.381],1.1646278,641.40607,483.28003
17500,,0.028095927,-1.1444092e-06,175,41.325645,16.13,100,594.24805,2.4489758,23.79237,,3076751.2,453295,0.8086526,0.0024163711,6.919739,9.501703,100.0,3.395573,1889.851982831955,86.02514,-4.2095337,0.0972149,-108.21980821925892,[ 1.394  0.24   0.336 -0.11  -1.382],1.303453,731.8254,505.41205
17600,,0.008256114,-1.2207031e-06,176,433.1413,17.52,100,1150.3582,3.1685417,711.0939,,160156480.0,455047,9.054376,0.00020153236,8.823891,81.978645,100.0,27.7091,1897.415133714676,86.86757,-4.080757,0.5144286,-109.34786009763948,[ 1.387  0.221  0.334 -0.103 -1.391],3.7507107,1798.1017,449.77127
17700,,-0.007108133,1.2969971e-06,177,6.3509645,16.63,100,552.6727,2.632427,5.6443415,,300489.66,456710,0.28743464,0.067374334,10.185608,2.1634324,100.0,1.0638078,1909.7481887340546,86.263016,-3.5339584,0.050558545,-108.95959017393038,[ 1.367  0.258  0.35  -0.087 -1.411],1.199722,662.64575,484.4187
17800,,-0.003725666,-8.850097e-06,178,119.01904,16.52,100,748.3642,2.3750618,112.86382,,13268277.0,458362,2.326156,0.008065697,9.132828,9.968265,100.0,6.6277323,1920.1514596939087,86.132835,-3.1521606,0.19646113,-109.16349316616423,[ 1.362  0.266  0.366 -0.08  -1.426],1.8370872,1027.8007,491.07297
17900,,-0.016739003,5.7983398e-06,179,24320.86,16.93,100,86393.945,3.266548,50696210.0,,1054805200000.0,460055,255652.31,1.4913417e-06,8.8337555,876677.44,100.0,2361.9775,1929.7823133468628,86.57903,-4.5644684,2022.9175,-108.17612778701974,[ 1.361  0.258  0.387 -0.097 -1.423],232.6219,103151.6,472.01688
18000,,-0.012964604,1.9073486e-06,180,12.866867,16.69,100,564.9031,2.9962533,93.87468,,627744.56,461724,1.0229671,0.0027594022,8.211189,6.0951576,100.0,1.5219501,1945.1400136947632,86.42289,-4.483917,0.07376289,-107.96226591626535,[ 1.345  0.213  0.379 -0.135 -1.436],1.2381132,671.3097,484.76956
18100,,-0.017662084,5.4931643e-06,181,40.12857,16.36,100,646.34827,2.5704165,427.11163,,5242760.0,463360,3.242547,0.0018075567,12.959709,20.94022,100.0,4.533307,1954.3917853832245,86.105125,-3.7282715,0.16682559,-108.78311085501257,[ 1.328  0.205  0.397 -0.133 -1.432],1.5332298,835.16925,496.80698
18200,,-0.009579529,1.8310546e-06,182,78.372986,16.13,100,608.4018,2.483547,111.57988,,1621280.6,464973,1.1151376,0.01920106,8.061989,4.35753,100.0,2.2610273,1964.0314390659332,85.97168,-3.9239197,0.08030866,-108.01595891934241,[ 1.342  0.218  0.385 -0.152 -1.437],1.2861164,739.0883,508.78522
18300,,0.009712026,1.7547608e-06,183,25.955553,16.48,100,620.8552,2.9484527,16.947153,,1232736.5,466621,0.5815733,0.023574721,8.852928,4.577531,100.0,2.2150824,1973.5061049461365,86.21136,-4.3756332,0.07695349,-108.34360015677399,[ 1.342  0.213  0.399 -0.13  -1.429],1.3472637,738.9612,496.63892
18400,,0.025003273,5.4931643e-06,184,11.780191,16.18,100,545.97705,3.0556645,7.9883814,,742679.0,468239,0.32332653,0.026423708,12.036453,3.9003522,100.0,1.703634,1983.1347942352295,85.99858,-3.9898148,0.050718766,-108.27967590606602,[ 1.353  0.194  0.414 -0.117 -1.409],1.1127108,630.9442,508.13147
18500,,0.0045166016,-6.8664554e-07,185,701.21295,17.4,100,2320.6226,2.9866927,7318.816,,1064389600.0,469979,105.51874,2.2058928e-05,11.674187,560.46265,100.0,68.73816,1992.127379655838,86.779076,-4.0934906,5.0317645,-109.31008806426843,[ 1.381  0.201  0.419 -0.112 -1.394],7.772776,3764.0583,459.31088
18600,,0.00032818023,-2.2888183e-07,186,15.109713,16.02,100,574.7,2.5815513,9.514082,,667737.44,471581,0.4608367,0.019837782,8.339386,2.8366761,100.0,1.5068742,2005.9858253002167,85.86994,-3.948677,0.06586083,-108.21858858485633,[ 1.377  0.205  0.412 -0.156 -1.414],1.2017653,687.9707,509.89917
18700,,0.0076557985,9.07898e-06,187,29.685461,16.65,100,529.17975,2.7688112,22.606155,,1297356.5,473246,0.44467396,0.016334867,10.079384,4.150297,100.0,2.235784,2015.304699420929,86.34085,-3.6052628,0.06307937,-108.45663273249272,[ 1.378  0.203  0.426 -0.17  -1.419],1.1691612,640.95184,482.44778
18800,,-0.013104504,-1.2283325e-05,188,34.07081,16.99,100,621.87695,2.9411867,69.78363,,3086081.2,474945,0.93178844,0.0026234663,9.82309,9.604153,100.0,3.6356936,2025.6695086956024,86.60532,-4.4567566,0.080131926,-108.44159114939197,[ 1.388  0.215  0.418 -0.18  -1.411],1.4562359,765.93585,471.15457
18900,,-0.015922077,-3.4332274e-06,189,13.976199,16.09,100,641.3102,2.8670526,16.062393,,1100785.5,476554,0.5616844,0.016603272,12.252289,5.961458,100.0,2.0489464,2035.362458705902,85.89292,-3.7406082,0.07446936,-108.51884414874694,[ 1.403  0.235  0.423 -0.157 -1.432],1.3496034,758.605,510.3172
19000,,-0.0253906,-1.586914e-05,190,31.776033,15.93,100,684.35156,2.6901686,64.63987,,3093090.5,478147,0.9477565,0.024504183,8.634911,6.9297895,100.0,3.3767393,2044.7644963264465,85.882385,-4.41098,0.07582216,-107.41704424554433,[ 1.415  0.247  0.428 -0.165 -1.435],1.4773744,830.2257,511.00574
19100,,-0.03228389,-1.0681152e-06,191,26.442383,16.44,100,556.0962,2.9594715,24.450846,,1191291.5,479791,0.566969,0.019437417,10.986107,5.2903175,100.0,2.0958254,2055.618927717209,86.14942,-3.9425583,0.071485326,-108.55474930306512,[ 1.408  0.237  0.41  -0.186 -1.444],1.1836668,659.9291,497.41006
19200,,-0.04021921,-6.4849855e-06,192,5.677046,16.83,100,500.48276,2.7633283,4.782828,,207080.67,481474,0.23535801,0.073320605,8.316963,1.7672673,100.0,0.9344745,2065.7657911777496,86.478294,-4.309952,0.04199365,-108.51556819628635,[ 1.405  0.25   0.427 -0.169 -1.451],1.0836476,588.30255,475.95743
19300,,-0.038311742,-5.41687e-06,193,38.766098,15.91,100,735.7141,2.7758477,135.30212,,4650162.5,483065,1.3153988,0.0076692947,9.862236,16.883503,100.0,4.2992473,2074.1425528526306,85.791,-4.067917,0.121125996,-107.97785319093217,[ 1.403  0.262  0.435 -0.157 -1.459],1.6133063,900.92664,517.59827
19400,,-0.004908074,1.6784668e-06,194,209.39453,16.2,100,803.98914,3.0079122,249.52138,,20306494.0,484685,5.1195545,0.0016389099,12.716866,86.83475,100.0,9.008896,2084.4148519039154,86.09934,-4.1408386,0.419334,-107.81578085408792,[ 1.389  0.239  0.44  -0.155 -1.457],2.0740662,1109.4358,500.45404
19500,,-0.022818308,-6.6375733e-06,195,11.001963,17.45,100,519.155,3.232936,3.9715369,,418627.47,486430,0.30981255,0.09138432,12.144417,2.1161315,100.0,1.4077486,2094.5455663204193,86.92413,-5.192894,0.056416485,-108.81756192715646,[ 1.361  0.223  0.431 -0.152 -1.424],1.2143401,626.42004,453.18134
19600,,-0.032755904,-6.1035155e-07,196,20.244875,16.19,100,583.8027,2.8835208,8.405581,,1192656.5,488049,0.4518944,0.013546551,10.768707,4.1949024,100.0,2.0585089,2104.309494495392,86.00444,-4.608551,0.07184404,-108.32746288109799,[ 1.366  0.224  0.448 -0.153 -1.442],1.2617835,710.74536,501.96234
19700,,-0.038684312,3.8146973e-07,197,64.24599,15.9,100,633.2788,2.4792976,21.227299,,4421231.0,489639,0.7362108,0.0031138542,9.492882,5.0796914,100.0,3.9340763,2113.41029381752,85.70201,-3.647972,0.08799012,-108.47304143876755,[ 1.367  0.233  0.464 -0.153 -1.452],1.3483682,774.8198,520.6395
19800,,-0.049954746,6.942749e-06,198,16.141918,17.11,100,493.55194,3.1245108,7.6490135,,512845.8,491350,0.24320734,0.11479296,10.620186,2.105673,100.0,1.6718313,2122.8990290164948,86.67657,-4.5665894,0.04258582,-108.57624234437128,[ 1.364  0.237  0.456 -0.179 -1.458],1.110545,580.15875,466.73895
19900,,-0.048726905,1.0223389e-05,199,6.934499,16.15,100,552.1189,3.1892169,5.4010916,,294192.66,492965,0.23304199,0.09618273,12.852043,1.7958053,100.0,1.0624229,2132.1296594142914,86.03368,-4.2155533,0.04083506,-107.78233580706404,[ 1.359  0.224  0.454 -0.189 -1.469],1.1258966,635.4089,504.8635
20000,,-0.06289921,6.790161e-06,200,38.256485,16.62,100,684.6859,2.8674972,79.17674,,3740361.8,494627,1.3321861,0.0009400421,8.496819,15.547138,100.0,3.805495,2141.9064598083496,86.32972,-3.949646,0.11763933,-108.62156418068714,[ 1.322  0.229  0.453 -0.196 -1.468],1.5084928,817.94305,493.63522
20100,,-0.06985418,-2.7465821e-06,201,14.214089,16.78,100,609.8794,2.8250835,10.216973,,1238371.5,496305,0.4886351,0.012897942,8.390671,5.950064,100.0,2.2928329,2151.9424426555634,86.42102,-5.608841,0.07152481,-108.53246850675822,[ 1.338  0.243  0.468 -0.185 -1.482],1.3613468,722.5489,480.89545
20200,,-0.06777251,7.6293944e-08,202,39.77277,16.74,100,595.49536,3.2223527,138.05661,,3436949.8,497979,1.0658841,0.0024979576,10.496407,5.0291433,100.0,3.861161,2162.022921562195,86.419945,-5.2063065,0.073788285,-108.36543882823456,[ 1.325  0.23   0.466 -0.181 -1.489],1.3751725,731.96954,484.06232
20300,,-0.07116751,-2.5177003e-06,203,2.9571142,16.8,100,497.42682,2.8303795,2.608745,,55706.22,499659,0.20248261,0.1937994,7.0716934,1.242271,100.0,0.46762136,2171.2695841789246,86.48503,-4.9220657,0.037423942,-108.35919680095859,[ 1.336  0.239  0.447 -0.182 -1.487],1.0534025,574.23773,479.2881
20400,,-0.07739254,2.0599366e-06,204,32.01937,16.16,100,580.8558,3.1054785,19.79293,,2236993.2,501275,0.73282784,0.024039794,10.619431,4.9412293,100.0,2.8553002,2179.2709324359894,86.053505,-4.2465057,0.08811258,-107.7261990366549,[ 1.339  0.242  0.442 -0.189 -1.49 ],1.286847,721.02277,506.03693
20500,,-0.066580445,7.93457e-06,205,28.100021,16.75,100,536.1101,3.1644452,100.38096,,1222782.0,502950,0.7940953,0.07642598,12.731018,3.936203,100.0,2.1265812,2188.7989296913147,86.44446,-4.062462,0.06733279,-108.22353892859364,[ 1.324  0.254  0.432 -0.208 -1.496],1.2049476,656.08984,482.109
20600,,-0.04836789,2.2888185e-06,206,2.3739254,16.09,100,531.2446,2.8993533,1.4927862,,34447.402,504559,0.18865038,0.3788201,9.193756,1.123677,100.0,0.34905726,2198.189939022064,85.954605,-4.289139,0.034302365,-107.89682183550642,[ 1.339  0.253  0.417 -0.225 -1.486],1.0422877,595.87915,510.75717
20700,,-0.04342646,-2.2888183e-07,207,4.5447164,16.8,100,520.2236,2.940227,2.9782202,,130248.13,506239,0.2108668,0.18399888,11.032555,1.5897418,100.0,0.7446626,2207.5125308036804,86.4888,-5.3972015,0.038619567,-108.32764729276745,[ 1.351  0.245  0.413 -0.233 -1.467],1.1052415,598.12445,479.92615
20800,,-0.04576592,9.613037e-06,208,40.630028,16.9,100,717.97363,3.452781,79.2235,,6301982.5,507929,1.0964826,0.0029226523,11.351746,13.803911,100.0,5.2620244,2215.785141468048,86.561,-4.7574997,0.09677,-108.12600639038982,[ 1.352  0.255  0.416 -0.228 -1.462],1.7369874,895.7855,476.04236
20900,,-0.059182122,5.340576e-06,209,5.8742514,15.93,100,530.5147,2.6707559,3.936368,,120355.17,509522,0.20990978,0.101275936,9.253792,1.3630643,100.0,0.6499217,2226.2016644477844,85.800285,-3.637848,0.037040886,-107.8224935204235,[ 1.338  0.235  0.411 -0.24  -1.465],1.050865,606.22095,513.1681
21000,,-0.04251097,-1.3656616e-05,210,9.189797,16.51,100,534.6984,2.9016297,5.902819,,264331.1,511173,0.2471949,0.035028987,10.846252,2.138083,100.0,1.0180323,2234.2322289943695,86.235855,-4.4417953,0.04226917,-108.35373413066617,[ 1.333  0.228  0.421 -0.242 -1.478],1.1093248,613.8963,493.65005
21100,,-0.044095024,-1.335144e-05,211,55.195316,16.48,100,752.0827,3.054637,74.326454,,8853913.0,512821,2.1292324,0.0013679345,9.678604,14.178633,100.0,5.8086753,2244.8223066329956,86.19799,-4.0001755,0.20735727,-108.58301175164682,[ 1.328  0.216  0.421 -0.255 -1.461],1.7517979,950.9967,495.96848
21200,,-0.038819365,3.3569336e-06,212,41.89722,16.57,100,596.97253,3.2454438,40.347862,,4883994.5,514478,0.9214077,0.018559195,13.403534,15.1257105,100.0,4.4803185,2254.413260936737,86.38062,-4.9415817,0.10565701,-107.53259789032887,[ 1.33   0.22   0.437 -0.269 -1.463],1.3942047,748.27466,486.23712
21300,,-0.0375245,6.1798096e-06,213,14099.613,16.7,100,41150.5,3.235062,6571619.0,,332934940000.0,516148,52604.57,2.1633505e-07,13.712013,224240.0,100.0,1194.0026,2264.291302204132,86.41109,-4.115608,1377.9641,-108.30835352539816,[ 1.358  0.237  0.436 -0.268 -1.458],118.6675,57956.625,481.97693
21400,,-0.051483106,-6.1798096e-06,214,5.200536,16.09,100,572.2434,2.8765132,4.4545465,,163415.0,517757,0.24573451,0.054836385,13.573212,1.6802421,100.0,0.75208735,2278.356429338455,85.94948,-3.826645,0.04221838,-107.94705421495624,[ 1.351  0.251  0.46  -0.294 -1.456],1.1523497,657.43335,505.59637
21500,,-0.052945748,3.0517577e-07,215,68.74477,16.71,100,660.5049,3.0348225,357.8383,,15929453.0,519428,2.7383022,0.00016035429,9.813866,23.575735,100.0,8.3434925,2288.163843154907,86.42735,-3.9734344,0.17497566,-108.37375397935786,[ 1.344  0.25   0.447 -0.305 -1.47 ],1.8209708,941.9435,477.74078
21600,,-0.064046785,-2.7465821e-06,216,7.815683,16.44,100,602.20105,3.0559287,7.8689423,,449690.8,521072,0.36671418,0.0391376,11.006355,2.2884421,100.0,1.2847941,2298.0189678668976,86.16855,-3.9409485,0.05919126,-108.3565373316877,[ 1.359  0.215  0.458 -0.306 -1.472],1.2673128,699.08716,497.30768
21700,,-0.06728253,6.866455e-06,217,12.743013,16.92,100,511.28314,3.2328434,5.639924,,381580.78,522764,0.24888405,0.05436024,9.08522,2.2509112,100.0,1.2693925,2307.5175700187683,86.56389,-4.9156876,0.044222284,-108.07222317616147,[ 1.382  0.208  0.442 -0.307 -1.483],1.1355882,609.94617,469.08453
21800,,-0.08902748,-3.4332274e-06,218,7.4495807,16.0,100,596.3725,2.7583013,19.712227,,338219.12,524364,0.38185218,0.054156713,9.444374,2.5985475,100.0,1.0689102,2317.3604142665863,85.83435,-3.450966,0.049530897,-108.45616738074997,[ 1.382  0.223  0.441 -0.303 -1.486],1.1889926,681.72473,515.45447
21900,,-0.088339515,-4.8828124e-06,219,12.600791,16.28,100,554.61194,2.6461961,52.975525,,636501.06,525992,0.7116307,7.310185e-05,8.9567795,3.9303195,100.0,1.4985068,2327.19548869133,86.09319,-3.8449707,0.0699084,-108.10956655970291,[ 1.378  0.233  0.428 -0.312 -1.508],1.1842986,665.5207,498.79724
22000,,-0.08718007,6.2561035e-06,220,47.944427,16.25,100,550.79767,2.6606586,26.414463,,3122469.2,527617,0.6982981,0.011605049,10.593895,4.300191,100.0,3.2994375,2335.5233380794525,86.10872,-3.950737,0.0868916,-107.91283053593924,[ 1.365  0.235  0.434 -0.29  -1.507],1.263192,707.67535,499.79547
22100,,-0.08370169,2.5177003e-06,221,21.59392,16.7,100,631.9011,3.4771054,282.5725,,985506.3,529287,2.3262699,0.0015025276,12.605186,9.621247,100.0,1.9651842,2344.8106405735016,86.44494,-5.019394,0.09919215,-107.72950283360116,[ 1.376  0.235  0.431 -0.27  -1.506],1.4156641,761.9221,479.05225
22200,,-0.06786407,-5.41687e-06,222,53.9791,16.42,100,559.1123,2.8354423,15.558535,,745150.25,530929,0.37527493,0.00699548,10.703781,3.4767158,100.0,1.6993798,2354.199034690857,86.14364,-3.9448318,0.05155712,-108.38525248803245,[ 1.378  0.242  0.416 -0.283 -1.503],1.1793848,657.23883,498.21936
22300,,-0.07170936,-4.8065185e-06,223,5.023587,16.61,100,543.1532,2.8375978,4.0836883,,158667.23,532590,0.22401817,0.16941062,10.373772,1.7847867,100.0,0.8125749,2363.7873809337616,86.37468,-3.9454575,0.04019033,-108.09324799487781,[ 1.382  0.258  0.42  -0.268 -1.487],1.1363133,619.1674,488.46115
22400,,-0.07568526,-6.8664554e-07,224,25.678047,17.01,100,620.32983,2.8767767,91.0975,,2031342.4,534291,1.0017474,0.024375549,11.545868,4.8657794,100.0,2.8783777,2373.1278562545776,86.62542,-3.9368362,0.091324806,-108.72811920536023,[ 1.393  0.267  0.414 -0.269 -1.491],1.4362653,762.4297,474.99768
22500,,-0.08926684,7.858276e-06,225,55.49022,16.37,100,652.3714,2.8363526,402.93066,,7595584.5,535928,2.6952145,0.006218551,12.666389,13.213073,100.0,5.4153395,2382.598645210266,86.1472,-3.9020767,0.10258606,-108.37863254066478,[ 1.39   0.264  0.437 -0.264 -1.495],1.4758193,805.0345,498.32922
22600,,-0.10444947,2.4414062e-06,226,54.417328,16.55,100,632.9674,2.92407,93.851944,,7025652.5,537583,0.9585161,0.024882052,9.391724,6.055346,100.0,5.3552027,2393.7892899513245,86.24742,-4.4125977,0.09949773,-108.65021670290326,[ 1.378  0.252  0.455 -0.264 -1.508],1.5130004,807.6031,492.72943
22700,,-0.10982067,5.4931643e-06,227,183.86073,16.7,100,877.1763,2.5678904,525.9905,,74162900.0,539253,8.262926,0.0015355399,6.676796,90.0307,100.0,17.981152,2403.769856929779,86.42541,-4.1306458,0.57036155,-108.50186239965187,[ 1.362  0.25   0.455 -0.288 -1.523],2.5189574,1288.125,480.07303
22800,,-0.105223484,-2.8991699e-06,228,12.952231,17.03,100,564.13226,2.9593637,7.920346,,723098.5,540956,0.47265553,0.0067199785,10.494766,3.6570086,100.0,1.7068423,2413.391966819763,86.65614,-4.1930466,0.07873783,-108.29705256463156,[ 1.356  0.228  0.453 -0.278 -1.529],1.2757292,681.7031,472.12317
22900,,-0.107488714,5.340576e-06,229,2.7612703,16.82,100,490.2602,3.2165225,2.3077872,,41008.785,542638,0.19942124,0.2689001,7.9523315,1.2016116,100.0,0.41328627,2421.3752031326294,86.55321,-4.2051163,0.036910277,-107.74051819322163,[ 1.359  0.223  0.436 -0.277 -1.524],1.062139,577.409,466.91043
23000,,-0.12211215,-3.5858154e-06,230,28.951694,15.94,100,613.72626,3.0205767,30.022125,,2244301.5,544232,0.43561006,0.039571665,12.830284,3.831154,100.0,2.988663,2429.447678089142,85.825516,-3.8202515,0.05299909,-107.98502684487957,[ 1.355  0.222  0.431 -0.285 -1.526],1.291476,728.3842,511.91638
23100,,-0.12329102,-3.0517577e-07,231,16.120308,16.32,100,585.6742,2.969112,7.5833817,,387067.03,545864,0.35061944,0.027023422,10.992607,2.55372,100.0,1.1750222,2438.8785967826843,86.15045,-4.1813583,0.055521186,-107.98129687404453,[ 1.348  0.204  0.442 -0.29  -1.541],1.2215531,681.70764,500.04822
23200,,-0.11467961,-6.4849855e-06,232,32.873795,16.61,100,620.8781,2.8759007,36.055378,,3475481.5,547525,1.1340859,0.004775285,11.043358,8.36397,100.0,3.9142253,2448.6060972213745,86.32067,-4.8011093,0.12376235,-108.41218991207884,[ 1.344  0.21   0.438 -0.304 -1.542],1.4946637,790.5871,485.91016
23300,,-0.10906953,6.713867e-06,233,13.616017,16.49,100,555.2163,2.8683958,123.07298,,706802.44,549174,1.0592483,0.010940768,10.011078,4.4349995,100.0,1.6120046,2459.2708044052124,86.19178,-3.637947,0.0705085,-108.69323076150849,[ 1.36   0.207  0.44  -0.326 -1.534],1.18828,660.42126,495.26434
