MeanEntropy,VarianceInitializer,MeanD2-0,EpisodesSoFar,ReturnStepMax,EmpiricalD2Arithmetic,Weights,OptimizationReturnMax,InitialReturnStd,EmpiricalD2Harmonic,ESSRenyiHarmonic,OptimizationReturnMean,MinTargetPdf,Iteration,Epsilon,ESSRenyiArithmetic,InitialReturnMean,OptimizationReturnMin,MaxIW,InitialReturnMin,InitialReturnMax,EpLenMean,Bound,TimeElapsed,MinIW,Inner Iteration,MeanIW,WReturnMean,MinBehavPdf,DivergenceHarmonic,ReturnStepMaxmin,EpRewMean,StdIW,InitialBound,TimestepsSoFar,LearnableVariance,Penalization,StdWReturnMean,ReturnMeanIW,EpThisIter
0.4189424,-1.0,1.0,1900,0.86358666,1.0,[0.312 1.428],65.81373,15.641349,1.0,100.0,40.087425,-80.38806,19,2.0,100.0,-76.50414,,65320554000.0,-116.59157,-50.77784,109.48,-9.279124e+18,210.67336654663086,0.26574495,1,754840400.0,1851.6533,-80.38806,4.1303842e+33,0.86358666,-76.5041444028914,6513711600.0,-1996.0344,483484,,True,,327665400000.0,100
0.4189424,-1.0,1.0,2000,0.85862756,1.0,[0.3   1.553],67.880264,14.6081705,1.0,100.0,45.051548,-81.519226,20,2.0,100.0,-73.65574,,84264696.0,-118.70729,-50.827023,105.93,-1.4491576e+18,224.37318587303162,0.10685502,1,1661639.0,2243.041,-81.519226,8.902246e+31,0.85862756,-73.65573778554797,9215833.0,-2396.6313,494077,,True,,3463979300.0,100
0.4189424,-1.0,1.0,2100,0.86386293,1.0,[0.282 1.676],69.84631,13.49208,1.0,100.0,48.901127,-83.79611,21,2.0,100.0,-71.81135,,30750.105,-120.71248,-50.866165,103.57,-3400051.0,236.07872915267944,0.0020512142,1,374.94815,2573.3567,-83.79611,388689500.0,0.86386293,-71.8113497184217,3065.0266,-2735.9724,504434,,True,,194024.27,100
0.4189424,-1.0,1.0,2200,0.86385065,1.0,[0.292 1.615],89.05466,13.8546295,1.0,100.0,55.31361,-75.71216,22,2.0,100.0,-73.75432,,1755.6265,-129.06793,-40.01328,106.49,-5255378.0,251.08373761177063,0.099233486,1,54.465004,3251.5464,-75.71216,371278240.0,0.86385065,-73.75432009786367,191.24878,-3515.9006,515083,,True,,161579.69,100
0.4189424,-1.0,1.0,2300,0.85893977,1.0,[0.301 1.676],62.530163,12.683384,1.0,100.0,40.473766,-70.17762,23,2.0,100.0,-72.4262,,3604054500.0,-112.89996,-50.3698,104.44,-98695180000000.0,266.09199595451355,0.01590198,1,37264524.0,1798.9939,-70.17762,5.7329184e+23,0.85893977,-72.42619764536619,358555620.0,-1929.3273,525527,,True,,11406853000.0,100
0.4189424,-1.0,1.0,2400,0.853258,1.0,[0.531 1.578],95.57001,15.2044,1.0,100.0,73.16433,-79.957664,24,2.0,100.0,-73.300415,,2363055600.0,-146.46475,-50.894745,104.96,-1.0249896e+20,281.5375826358795,0.120863855,1,27431208.0,5584.1934,-79.957664,1.1334308e+35,0.853258,-73.30041917860508,235907970.0,-5888.646,536023,,True,,147935840000.0,100
0.4189424,-1.0,1.0,2500,0.8646488,1.0,[0.514 1.702],56.718136,13.13814,1.0,100.0,34.513744,-75.07863,25,2.0,100.0,-72.78369,,1063.1853,-107.29744,-50.579304,105.24,-991637.9,294.1580171585083,0.14241786,1,37.395817,1363.8093,-75.07863,78392580.0,0.8646488,-72.7836933170259,124.01311,-1471.04,546547,,True,,42213.973,100
0.4189424,-1.0,1.0,2600,0.8592607,1.0,[0.499 1.763],93.72133,14.220928,1.0,100.0,74.554886,-66.19446,26,2.0,100.0,-70.12698,,632060600.0,-144.68187,-50.960537,101.77,-7.965433e+18,308.58235454559326,0.040847942,1,8406505.0,5760.665,-66.19446,7.401291e+32,0.8592607,-70.12698733583093,63884036.0,-6053.451,556724,,True,,41977356000.0,100
0.4189424,-1.0,1.0,2700,0.86482686,1.0,[0.497 1.888],55.04232,12.460462,1.0,100.0,36.916172,-77.1669,27,2.0,100.0,-69.39142,,2102001900.0,-106.30759,-51.265266,100.4,-1.2225933e+17,321.4014596939087,0.74507844,1,26479856.0,1518.0669,-77.1669,1.4656137e+30,0.86482686,-69.3914137519896,214626080.0,-1619.0546,566764,,True,,10077458000.0,100
0.4189424,-1.0,1.0,2800,0.8539402,1.0,[0.476 1.765],55.89288,12.102421,1.0,100.0,35.866512,-74.06755,28,2.0,100.0,-70.55477,,5043941000.0,-106.42129,-50.528408,102.17,-5.443733e+17,333.26300621032715,0.14301127,1,50890092.0,1432.8754,-74.06755,2.7328145e+31,0.8539402,-70.55477384746075,501823230.0,-1537.0077,576981,,True,,591132300.0,100
0.4189424,-1.0,1.0,2900,0.8679555,1.0,[0.489 1.889],60.881123,12.242481,1.0,100.0,42.58059,-76.24949,29,2.0,100.0,-68.86069,,99563.664,-111.44128,-50.560154,100.13,-1508568.8,345.586389541626,0.124916635,1,1055.5428,1962.9854,-76.24949,86487000.0,0.8679555,-68.86068225994705,9903.6,-2086.5352,586994,,True,,359570.22,100
0.4189424,-1.0,1.0,3000,0.86450654,1.0,[0.507 1.829],70.20537,12.931029,1.0,100.0,51.262596,-79.943375,30,2.0,100.0,-69.50429,,6363649000.0,-120.766884,-50.561516,100.4,-1.8357682e+17,362.0500204563141,0.14995344,1,74041570.0,2795.0652,-79.943375,1.2485227e+30,0.86450654,-69.50428674936295,637915000.0,-2959.3564,597034,,True,,88890180000.0,100
0.4189424,-1.0,1.0,3100,0.8609874,1.0,[0.496 1.705],81.51992,13.280048,1.0,100.0,61.284462,-69.409164,31,2.0,100.0,-70.70774,,1517009900.0,-131.9922,-50.472282,102.37,-6.4962825e+18,374.4881634712219,0.22929107,1,17496174.0,3932.145,-69.409164,8.600373e+32,0.8609874,-70.70774097383023,151108900.0,-4153.6587,607271,,True,,60536107000.0,100
0.4189424,-1.0,1.0,3200,0.8653752,1.0,[0.479 1.581],64.04442,13.329857,1.0,100.0,32.193317,-68.86404,32,2.0,100.0,-72.56078,,10614.474,-104.7541,-40.709675,105.07,-1728628.8,388.08778142929077,0.05247301,1,186.26021,1214.0947,-68.86404,139252530.0,0.8653752,-72.56077936068178,1164.5306,-1350.8165,617778,,True,,115225.805,100
0.4189424,-1.0,1.0,3300,0.86377084,1.0,[0.49  1.642],72.15611,13.63879,1.0,100.0,50.79382,-77.6584,33,2.0,100.0,-72.854904,,1110859300.0,-123.64873,-51.49261,104.72,-7.3097006e+19,401.36151146888733,0.051038556,1,11621882.0,2766.0288,-77.6584,1.773982e+35,0.86377084,-72.85490623176098,110500720.0,-2939.5774,628250,,True,,7838167600.0,100
0.4189424,-1.0,1.0,3400,0.8685215,1.0,[0.532 1.524],68.21362,14.909277,1.0,100.0,42.59041,-71.084114,34,2.0,100.0,-76.55515,,3251.34,-119.14557,-50.93195,110.7,-5841845.0,414.3286123275757,0.07143376,1,67.970665,2036.2296,-71.084114,1374332800.0,0.8685215,-76.55515845149756,336.75858,-2191.3318,639320,,True,,91857.75,100
0.4189424,-1.0,1.0,3500,0.8602566,1.0,[0.532 1.587],85.742805,13.712894,1.0,100.0,62.46272,-79.70216,35,2.0,100.0,-74.79667,,2377.6243,-137.25938,-51.51658,107.53,-6979191.5,427.2644431591034,0.098183684,1,84.940285,4089.6348,-79.70216,739467460.0,0.8602566,-74.79666701257229,254.99954,-4334.694,650073,,True,,315211.3,100
0.4189424,-1.0,1.0,3600,0.86513495,1.0,[0.425 1.651],59.568626,14.05185,1.0,100.0,36.380043,-79.35753,36,2.0,100.0,-74.01638,,7804285400.0,-110.39642,-50.827797,106.09,-1.0817044e+20,439.3226737976074,0.19845909,1,78522080.0,1520.9622,-79.35753,8.363525e+35,0.86513495,-74.01637891247869,776469760.0,-1639.2417,660682,,True,,16432468000.0,100
0.4189424,-1.0,1.0,3700,0.864737,1.0,[0.417 1.527],73.1022,16.055473,1.0,100.0,48.21085,-76.4458,37,2.0,100.0,-75.82486,,2190.7378,-124.03571,-50.93351,108.64,-10557511.0,454.1270377635956,0.0737812,1,88.76433,2582.064,-76.4458,3426959000.0,0.864737,-75.82486606553196,292.29578,-2760.1934,671546,,True,,129675.65,100
0.4189424,-1.0,1.0,3800,0.865039,1.0,[0.309 1.59 ],62.71128,13.385941,1.0,100.0,39.06061,-87.69516,38,2.0,100.0,-73.98247,,263962940.0,-113.043076,-50.331795,107.07,-2.918631e+18,467.0520236492157,0.07228683,1,4991216.5,1704.9148,-87.69516,4.9569916e+32,0.865039,-73.98246314048767,28668242.0,-1836.0034,682253,,True,,4524251000.0,100
0.4189424,-1.0,1.0,3900,0.8595706,1.0,[0.363 1.477],63.07648,12.333918,1.0,100.0,39.172005,-86.67397,39,2.0,100.0,-74.75496,,132110.9,-113.92696,-50.850483,107.84,-11239054000.0,480.28151845932007,0.009722243,1,3688.8547,1686.5715,-86.67397,7173655700000000.0,0.8595706,-74.7549590344727,14730.999,-1819.1921,693037,,True,,6360016.5,100
0.4189424,-1.0,1.0,4000,0.8592647,1.0,[0.456 1.394],109.909386,14.897027,1.0,100.0,85.30779,-95.23906,40,2.0,100.0,-75.28325,,1391792.2,-160.59103,-50.68165,108.18,-761226660000.0,497.234646320343,0.21917868,1,16403.957,7499.3403,-95.23906,3.5726302e+18,0.8592647,-75.2832439905405,138385.34,-7902.0073,703855,,True,,125588580.0,100
0.4189424,-1.0,1.0,4100,0.8567621,1.0,[0.545 1.481],80.61215,13.593138,1.0,100.0,58.664536,-79.60578,41,2.0,100.0,-73.663574,,94001200.0,-132.32811,-51.71596,105.84,-1.654105e+18,513.9447064399719,0.4109428,1,4159622.0,3626.301,-79.60578,5.831317e+31,0.8567621,-73.66357171565295,16481118.0,-3842.9104,714439,,True,,14904165000.0,100
0.4189424,-1.0,1.0,4200,0.8664597,1.0,[0.58  1.601],83.714584,14.886074,1.0,100.0,60.415092,-81.00116,42,2.0,100.0,-73.99748,,185113.25,-134.41258,-50.697994,106.4,-335321920.0,529.5988168716431,0.003390716,1,3920.4863,3871.579,-81.00116,1937604500000.0,0.8664597,-73.99748477652669,23600.205,-4105.182,725079,,True,,10149601.0,100
0.4189424,-1.0,1.0,4300,0.85903966,1.0,[0.476 1.532],90.58168,15.144257,1.0,100.0,68.729546,-73.292435,43,2.0,100.0,-73.03082,,36962804.0,-141.76036,-51.17868,104.51,-2.1510103e+17,541.8254795074463,0.2815126,1,765904.56,4953.098,-73.292435,6.1853745e+29,0.85903966,-73.03081960275769,4033745.8,-5226.5977,735530,,True,,3513652500.0,100
0.4189424,-1.0,1.0,4400,0.8561305,1.0,[0.447 1.654],64.41296,14.135043,1.0,100.0,40.654957,-76.0514,44,2.0,100.0,-74.99747,,50881794000.0,-115.65243,-51.23947,108.19,-2.8030774e+18,557.7422397136688,0.054076344,1,513225920.0,1852.625,-76.0514,4.1078986e+32,0.8561305,-74.99746896922588,5062313500.0,-1990.9247,746349,,True,,11617870000.0,100
0.4189424,-1.0,1.0,4500,0.87057436,1.0,[0.429 1.531],68.93283,13.836456,1.0,100.0,46.735794,-76.30892,45,2.0,100.0,-72.41205,,7245.9014,-119.14784,-50.21501,104.7,-10897405.0,569.7777593135834,0.068095,1,124.23224,2375.6816,-76.30892,4521248300.0,0.87057436,-72.41204935476183,731.4855,-2534.0718,756819,,True,,247144.97,100
0.4189424,-1.0,1.0,4600,0.85703003,1.0,[0.441 1.592],63.35921,12.830704,1.0,100.0,41.937042,-74.71489,46,2.0,100.0,-72.15315,,619514000.0,-114.09019,-50.730976,104.34,-6.333683e+17,585.5014886856079,0.1777687,1,8003817.5,1923.3424,-74.71489,2.240351e+31,0.85703003,-72.15314538434149,61726396.0,-2057.1543,767253,,True,,7453644300.0,100
0.4189424,-1.0,1.0,4700,0.866009,1.0,[0.427 1.716],88.17897,15.217207,1.0,100.0,53.709282,-83.5768,47,2.0,100.0,-74.770454,,3230.8655,-128.47974,-40.300766,108.06,-2526612.5,601.137845993042,0.024846703,1,94.79161,3116.2502,-83.5768,81414620.0,0.866009,-74.77045419484377,346.79596,-3375.4314,778059,,True,,187990.62,100
0.4189424,-1.0,1.0,4800,0.8687433,1.0,[0.42  1.778],48.434624,11.35638,1.0,100.0,29.2474,-68.917046,48,2.0,100.0,-69.57165,,6232395.5,-98.819046,-50.384422,100.81,-575859600000.0,615.4336590766907,0.0048272014,1,88218.57,984.37775,-68.917046,5.422032e+19,0.8687433,-69.57164474591613,623956.9,-1062.5739,788140,,True,,59575972.0,100
0.4189424,-1.0,1.0,4900,0.8625407,1.0,[0.491 1.675],66.06458,11.898725,1.0,100.0,46.28001,-64.568436,49,2.0,100.0,-70.81879,,18914753000.0,-117.0988,-51.034218,102.07,-3.1705072e+18,627.9631552696228,0.06280676,1,331774300.0,2283.419,-64.568436,4.7492494e+32,0.8625407,-70.81878742948174,2336739300.0,-2428.9016,798347,,True,,421181880000.0,100
0.4189424,-1.0,1.0,5000,0.85821176,1.0,[0.478 1.8  ],51.614388,12.822593,1.0,100.0,33.60244,-68.84912,50,2.0,100.0,-68.56321,,2251439900.0,-102.16566,-50.55127,98.63,-2.613071e+16,643.8465397357941,0.61979246,1,32427642.0,1293.5427,-68.84912,8.658861e+28,0.85821176,-68.56321814134716,238416860.0,-1382.3435,808210,,True,,30018160000.0,100
0.4189424,-1.0,1.0,5100,0.8563477,1.0,[0.513 1.92 ],52.599823,12.451078,1.0,100.0,33.625587,-72.31239,51,2.0,100.0,-70.20976,,1148379900.0,-103.83535,-51.235527,101.3,-3.7127656e+17,656.2919652462006,0.010556052,1,12890889.0,1285.7091,-72.31239,1.6206916e+31,0.8563477,-70.20976614117622,114344456.0,-1377.9331,818340,,True,,1014022100.0,100
0.4189424,-1.0,1.0,5200,0.86955607,1.0,[0.494 1.796],68.31558,11.75868,1.0,100.0,47.16075,-75.295685,52,2.0,100.0,-71.69295,,3455.0183,-118.8537,-50.538116,103.92,-2450706.5,668.8047971725464,0.03413676,1,129.64766,2362.4033,-75.295685,200276640.0,0.86955607,-71.69294324859976,386.089,-2517.9688,828732,,True,,249131.77,100
0.4189424,-1.0,1.0,5300,0.86972696,1.0,[0.601 1.731],64.10071,13.345948,1.0,100.0,34.049046,-69.91708,53,2.0,100.0,-71.03325,,1312572200.0,-105.0823,-40.981586,102.18,-1.4577734e+17,681.1988184452057,0.061160464,1,14954685.0,1337.4518,-69.91708,1.1328464e+30,0.86972696,-71.0332542912662,130985560.0,-1474.414,838950,,True,,15509972000.0,100
0.4189424,-1.0,1.0,5400,0.85875386,1.0,[0.564 1.851],60.011635,14.438009,1.0,100.0,39.445595,-82.384056,54,2.0,100.0,-71.24802,,217739.3,-110.69362,-50.681984,102.92,-18455732000.0,693.5540227890015,0.032419316,1,3362.7441,1764.411,-82.384056,2.3624665e+16,0.85875386,-71.24802198410035,22398.13,-1884.456,849242,,True,,4195524.5,100
0.4189424,-1.0,1.0,5500,0.8629396,1.0,[0.321 1.909],67.36409,13.426931,1.0,100.0,49.34499,-76.9913,55,2.0,100.0,-68.827644,,1382708200.0,-118.17263,-50.80854,99.72,-2.932279e+17,709.7841358184814,2.099596,1,19393528.0,2615.2102,-76.9913,3.757848e+30,0.8629396,-68.82764333248139,139829520.0,-2766.4717,859214,,True,,35526230000.0,100
0.4189424,-1.0,1.0,5600,0.85157484,1.0,[0.322 2.034],62.130844,11.897506,1.0,100.0,44.625675,-65.97131,56,2.0,100.0,-67.55165,,128836800.0,-112.17732,-50.04648,97.61,-3531991300000000.0,721.8641474246979,0.07983434,1,1396953.9,2133.0015,-65.97131,7.534469e+26,0.85157484,-67.55164705276489,12818073.0,-2261.6743,868975,,True,,386444350.0,100
0.4189424,-1.0,1.0,5700,0.857586,1.0,[0.294 2.156],55.38006,11.677274,1.0,100.0,40.27154,-68.08313,57,2.0,100.0,-65.63123,,622261440.0,-105.90277,-50.522713,95.4,-7.77925e+17,733.2245554924011,1.3023169,1,8628334.0,1758.1556,-68.08313,5.7903436e+31,0.857586,-65.63123159453272,62534170.0,-1860.3865,878515,,True,,2611612400.0,100
0.4189424,-1.0,1.0,5800,0.851187,1.0,[0.281 2.032],69.500656,12.583468,1.0,100.0,42.79578,-71.2045,58,2.0,100.0,-67.350136,,8084028400.0,-110.14592,-40.645267,97.64,-2.8202166e+16,747.6233155727386,0.13883035,1,85289990.0,1989.8225,-71.2045,3.0679723e+28,0.851187,-67.35013756260275,804617150.0,-2150.8315,888279,,True,,12563068000.0,100
0.4189424,-1.0,1.0,5900,0.87101716,1.0,[0.323 1.915],54.35978,11.77833,1.0,100.0,37.01011,-76.67579,59,2.0,100.0,-68.20843,,161292080.0,-105.21854,-50.858757,99.03,-4.5160263e+16,758.882887840271,0.08510552,1,1742967.9,1508.4772,-76.67579,2.102058e+29,0.87101716,-68.20842934668065,16052689.0,-1606.975,898182,,True,,1837159800.0,100
0.4189424,-1.0,1.0,6000,0.85470444,1.0,[0.272 2.028],55.397366,10.632558,1.0,100.0,40.85988,-64.72936,60,2.0,100.0,-65.35174,,1198287700.0,-106.21162,-50.81425,94.8,-6.131058e+17,769.5800657272339,0.09132614,1,17386978.0,1782.5814,-64.72936,3.5921705e+31,0.85470444,-65.3517336410284,123356530.0,-1884.8759,907662,,True,,20440728000.0,100
0.4189424,-1.0,1.0,6100,0.8682969,1.0,[0.262 1.904],71.80894,12.229119,1.0,100.0,44.103256,-75.252174,61,2.0,100.0,-68.37377,,1176375600.0,-112.477036,-40.6681,99.57,-2.9468884e+17,783.6074326038361,0.04784251,1,30588840.0,2094.649,-75.252174,2.93938e+30,0.8682969,-68.37377486616373,157086740.0,-2266.531,917619,,True,,30768407000.0,100
0.4189424,-1.0,1.0,6200,0.862685,1.0,[0.248 1.78 ],69.86075,13.834512,1.0,100.0,49.998642,-78.92149,62,2.0,100.0,-69.97879,,19409.094,-119.977425,-50.11668,101.09,-1340593300.0,795.2765257358551,0.04338333,1,762.2056,2691.2573,-78.92149,67720080000000.0,0.862685,-69.97878780335188,2564.343,-2853.94,927728,,True,,1829684.6,100
0.4189424,-1.0,1.0,6300,0.8582572,1.0,[0.341 1.696],91.881775,14.480306,1.0,100.0,67.89945,-88.047485,63,2.0,100.0,-73.95021,,251289760.0,-141.84966,-49.96788,106.59,-2.2712524e+19,808.056919336319,0.38306853,1,3120657.5,4820.0137,-88.047485,6.514119e+33,0.8582572,-73.95020761564373,25014512.0,-5101.4194,938387,,True,,10581427000.0,100
0.4189424,-1.0,1.0,6400,0.8557868,1.0,[0.328 1.82 ],86.21952,14.249425,1.0,100.0,65.43512,-83.165245,64,2.0,100.0,-71.36062,,635876860.0,-136.79575,-50.576225,102.98,-5.702583e+19,820.5532977581024,0.51318735,1,11513693.0,4484.8013,-83.165245,5.296188e+34,0.8557868,-71.36062300994992,66809760.0,-4732.592,948685,,True,,29316723000.0,100
0.4189424,-1.0,1.0,6500,0.85944796,1.0,[0.343 1.944],56.881958,12.151321,1.0,100.0,39.078503,-68.33664,65,2.0,100.0,-68.38991,,203065.33,-107.46841,-50.58645,98.62,-31812129000.0,831.6338877677917,0.06877531,1,5279.9316,1674.7838,-68.33664,8.696155e+16,0.85944796,-68.38990540966391,24985.838,-1782.6345,958547,,True,,7418750.0,100
0.4189424,-1.0,1.0,6600,0.8599978,1.0,[0.099 1.887],64.494896,13.218955,1.0,100.0,45.368183,-76.88677,66,2.0,100.0,-69.807594,,500871600.0,-115.17578,-50.680885,100.89,-2.530305e+16,845.2907757759094,0.032406952,1,5144257.5,2233.013,-76.88677,3.330325e+28,0.8599978,-69.80759515702725,49826684.0,-2371.6643,968636,,True,,5494430000.0,100
0.4189424,-1.0,1.0,6700,0.866531,1.0,[0.051 2.002],67.97303,12.884976,1.0,100.0,49.598354,-73.17773,67,2.0,100.0,-68.46063,,357622400.0,-118.05898,-50.085953,99.19,-4.663534e+17,860.5882959365845,0.100213416,1,6634190.0,2626.0193,-73.17773,9.169088e+30,0.866531,-68.46062962964177,41277956.0,-2780.0273,978555,,True,,18460488000.0,100
