InitialBound,MeanIW,MinIW,InitialReturnStd,EpRewMean,Iteration,Bound,EpLenMean,J_sample_variance,EpisodesSoFar,TimestepsSoFar,Weights,EmpiricalD2,EpThisIter,InitialReturnMin,TimeElapsed,InitialReturnMax,InitialReturnMean,StdIW,ReturnMeanIW,MaxIW
1549.5482,10.116705,4.2980922e-05,2.4093077,-123.00208012290209,51,15902.14,29.08,22244063000.0,5100,118730,[-0.369 -0.6   -0.861  2.007 -1.139],2692.5193,100,-3.1661224,673.8205721378326,7.383461,3.967285e-06,98.065544,15902.14,1033.0673
1616.5203,1.7613138,3.7528866e-05,2.407066,-122.15954091658837,52,2857.8042,27.99,167578750.0,5200,121529,[-0.423 -0.607 -0.851  1.959 -1.158],683.7528,100,-2.6427994,689.3353772163391,7.956032,5.0354006e-06,8.034981,2857.8042,135.68396
1704.4468,1.2909273,0.015817046,2.2815564,-121.26151653863059,53,2205.9163,26.7,11005968.0,5300,124199,[-0.43  -0.59  -0.835  2.009 -1.155],10.139034,100,-2.8001251,703.4336574077606,6.778778,8.7738035e-06,1.9655249,2205.9163,12.751709
1613.8064,2.959605,1.3374828e-10,2.3990774,-121.83275539594868,54,4780.397,27.96,765115000.0,5400,126995,[-0.481 -0.585 -0.834  1.995 -1.132],3.1812022e+17,100,-3.303978,716.8657402992249,6.8320084,-1.0147095e-05,17.249466,4780.397,162.00117
1633.1862,2.8237987,2.6732216e-05,2.7047598,-121.05021488651327,55,4643.5254,27.55,983067800.0,5500,129750,[-0.519 -0.642 -0.868  1.948 -1.13 ],2269.2844,100,-3.9188766,732.2254478931427,7.2113647,5.340576e-07,19.38652,4643.5254,230.75877
1790.8025,1.5078281,0.00075920444,2.495,-119.65464407560972,56,2706.5159,25.4,52293644.0,5600,132290,[-0.522 -0.655 -0.915  1.948 -1.175],61.115265,100,-3.319046,746.0278751850128,7.946251,-1.2588501e-05,4.1023216,2706.5159,78.76693
1635.1218,4.197711,1.4702021e-13,2.7037892,-121.48999110546947,57,6877.2617,27.61,4109263000.0,5700,135051,[-0.523 -0.665 -0.899  1.908 -1.171],2.596528e+23,100,-3.4643402,759.6877474784851,7.4524612,-1.5258789e-06,39.32801,6877.2617,656.70135
1677.7369,2.2742302,5.208872e-05,2.7326963,-120.94856060072885,58,3825.8306,26.97,790898800.0,5800,137748,[-0.579 -0.696 -0.972  1.886 -1.151],304.7104,100,-3.3134613,773.6661841869354,8.444237,1.9836425e-06,16.881233,3825.8306,272.7897
1719.8472,1.0298517,0.12702863,2.210643,-120.84131705054037,59,1771.3483,26.44,531995.5,5900,140392,[-0.594 -0.729 -0.961  1.93  -1.179],1.2518978,100,-2.8031235,788.369163274765,7.27433,-7.400513e-06,0.42518,1771.3483,2.902022
1775.4243,3.0328379,8.412896e-07,2.4000144,-120.11332524986697,60,5405.9224,25.66,2119082900.0,6000,142958,[-0.603 -0.731 -0.968  1.925 -1.203],120302.34,100,-2.9016876,799.8837370872498,8.196129,7.705688e-06,26.131733,5405.9224,268.42633
1725.9303,1.7867082,0.0008811756,2.2369199,-120.51265113352359,61,3091.556,26.31,68704950.0,6100,145589,[-0.585 -0.725 -1.014  1.928 -1.179],318.91162,100,-2.9344177,813.5160226821899,6.271553,2.1362305e-06,4.833958,3091.556,51.697544
1593.2823,1.0929388,0.03665253,2.6421828,-121.68764225227518,62,1742.0768,28.21,8224886.5,6200,148410,[-0.57  -0.724 -0.991  1.964 -1.172],3.8188605,100,-3.3810196,827.6830878257751,8.703697,-4.4250487e-06,1.8167428,1742.0768,16.42534
1647.0494,3.0297737,7.368851e-06,2.4537947,-121.275775561086,63,5029.7803,27.42,977332740.0,6300,151152,[-0.592 -0.738 -0.988  1.992 -1.185],5750.7812,100,-3.0882874,841.2707321643829,7.8567123,2.5939942e-06,19.189377,5029.7803,272.1288
1682.4095,46.85671,8.001788e-06,2.46323,-121.05082769485747,64,79675.25,26.93,618226060000.0,6400,153845,[-0.611 -0.795 -1.021  2.024 -1.176],1530083.9,100,-3.1676254,855.392787694931,6.9627,-3.0517577e-07,473.52502,79675.25,7508.535
1578.0928,4.7191505,4.830447e-24,2.5703876,-122.80328453157406,65,7448.38,28.63,5470362600.0,6500,156708,[-0.593 -0.791 -0.979  2.05  -1.143],inf,100,-3.5707474,871.4077258110046,6.920517,4.5776366e-07,46.866287,7448.38,774.5881
1514.4781,1.3131353,0.023946986,2.788233,-123.77084610229888,66,1994.9874,29.73,14515920.0,6600,159681,[-0.569 -0.764 -0.858  2.089 -1.125],9.41974,100,-3.6120987,886.579127073288,8.52108,-9.002685e-06,2.5474331,1994.9874,30.538553
1601.9907,1.8185496,0.0007568438,2.396543,-122.94040402980889,67,2923.4548,28.33,111659384.0,6700,162514,[-0.609 -0.742 -0.849  2.097 -1.021],6614.83,100,-3.174263,899.8674848079681,6.2214584,-6.3323973e-06,6.6352468,2923.4548,69.82361
1626.9305,10.278047,4.308328e-12,2.1717596,-122.34769358252606,68,16851.672,27.88,23655946000.0,6800,165302,[-0.588 -0.758 -0.85   2.011 -0.995],2.0803342e+24,100,-2.8538895,913.8698446750641,6.0525055,-5.41687e-06,95.55888,16851.672,987.6619
1637.9476,5.5016227,1.5855738e-05,2.5370438,-122.2791095396432,69,9110.872,27.72,5305575000.0,6900,168074,[-0.763 -0.803 -0.918  2.048 -0.99 ],2643.682,100,-3.445282,930.250953912735,6.5039825,1.0375977e-05,45.520542,9110.872,1078.6125
1595.6964,20.578651,7.1789963e-10,2.7839236,-122.50047029850916,70,33134.434,28.32,105311150000.0,7000,170906,[-0.817 -0.835 -0.912  2.018 -1.047],881020440000.0,100,-3.5851898,945.9960927963257,8.218178,-2.2125244e-06,205.92024,33134.434,2546.7666
1624.8407,2.0206938,0.003801268,2.3670743,-123.13473221194445,71,3306.0012,28.05,260770140.0,7100,173711,[-0.805 -0.877 -0.859  2.001 -1.046],52.60932,100,-2.6540833,962.019273519516,9.224701,-6.790161e-06,10.092445,3306.0012,121.30602
1566.2994,3.8813262,4.093679e-07,2.7032502,-123.55599336440864,72,6091.3735,28.93,1687028900.0,7200,176604,[-0.839 -0.858 -0.869  2.038 -1.082],50345.68,100,-3.613884,975.991325378418,8.800934,1.2207031e-06,26.34505,6091.3735,261.21313
1606.3583,3.0635822,7.029497e-15,2.4349241,-123.42934296276715,73,4963.359,28.36,1721199700.0,7300,179440,[-0.809 -0.855 -0.919  2.053 -1.104],1.6358418e+21,100,-2.7266464,991.3886995315552,8.580986,3.2806397e-06,26.396841,4963.359,890.324
1568.691,1.4664334,1.7439983e-05,2.6424408,-123.36862382174778,74,2308.8582,28.87,56250680.0,7400,182327,[-0.729 -0.806 -0.901  2.105 -1.104],1031.2505,100,-2.9945831,1006.3921451568604,7.7697144,3.967285e-06,4.8488865,2308.8582,77.89925
1538.9639,5.5114446,1.6163406e-09,2.8484359,-123.27718360067814,75,8545.636,29.27,5894601700.0,7500,185254,[-0.769 -0.787 -0.909  2.155 -1.096],434520350.0,100,-3.4781952,1020.548499584198,7.369766,-1.5640258e-05,50.37143,8545.636,651.4231
1569.5415,2.5516922,1.7491702e-05,2.7931297,-123.26437036622563,76,4031.2773,28.83,586519600.0,7600,188137,[-0.755 -0.818 -0.861  2.2   -1.141],2237.6162,100,-3.4648132,1035.9864315986633,8.198639,8.926391e-06,15.511702,4031.2773,199.5286
1560.0754,1.5022423,0.00036199036,2.6569006,-124.07513253092294,77,2353.7551,29.12,50947250.0,7700,191049,[-0.758 -0.807 -0.826  2.236 -1.165],113.53014,100,-2.952118,1050.393887758255,8.403252,-7.6293944e-08,4.630894,2353.7551,52.414722
1541.4767,1.1838075,0.049779616,2.3480616,-124.23133747131733,78,1827.2812,29.42,2886611.5,7800,193991,[-0.797 -0.785 -0.817  2.279 -1.212],2.573729,100,-3.3427963,1064.6978316307068,7.777321,1.4495849e-06,1.1064328,1827.2812,7.5372987
1401.1096,5.1825213,5.0722057e-05,2.8868604,-126.82475087882436,79,7339.8135,32.16,3231025700.0,7900,197207,[-0.802 -0.795 -0.833  2.32  -1.245],28822.742,100,-3.4238815,1078.6868968009949,6.962799,7.6293946e-07,40.845272,7339.8135,457.60052
1466.2479,1.0864397,0.24450798,2.9294553,-124.68638020959976,80,1594.1387,30.65,766247.94,8000,200272,[-0.757 -0.801 -0.865  2.273 -1.217],1.4103945,100,-3.7069702,1094.1076400279999,8.235466,3.6621093e-06,0.60356426,1594.1387,3.6558008
1521.7039,1.1025017,0.02377788,2.6181278,-123.80929612600623,81,1679.1161,29.63,3117048.2,8100,203235,[-0.747 -0.792 -0.864  2.27  -1.231],2.969966,100,-3.7917023,1107.769804239273,7.463875,1.3732911e-06,1.1717082,1679.1161,7.425188
1556.7832,1.7390369,0.0029861587,2.363373,-123.76770984192082,82,2720.3816,29.11,128156500.0,8200,206146,[-0.719 -0.797 -0.876  2.266 -1.23 ],210.5777,100,-3.5879517,1121.0674538612366,7.642502,-1.1138916e-05,7.355986,2720.3816,75.65029
1522.1936,1.1097755,0.003464657,2.8502564,-124.10279717946547,83,1689.7014,29.68,4027974.2,8300,209114,[-0.676 -0.791 -0.854  2.255 -1.258],2.5075486,100,-3.3399048,1134.896624326706,7.72908,2.3651123e-06,1.3222696,1689.7014,17.686165
1482.5365,1.6383021,3.164981e-06,2.7722843,-124.78808788595059,84,2438.3667,30.42,132771416.0,8400,212156,[-0.686 -0.775 -0.842  2.266 -1.256],742963.8,100,-3.7794952,1148.6746933460236,7.1266327,-3.890991e-06,7.8052087,2438.3667,99.12372
1504.5977,1.6926626,1.5089902e-06,2.9118285,-124.33578933185261,85,2564.7444,29.99,251658260.0,8500,215155,[-0.704 -0.811 -0.875  2.259 -1.274],5084.037,100,-3.3244553,1163.0259101390839,8.573967,7.3242186e-06,10.663157,2564.7444,111.96468
1545.3602,4.437243,3.7588482e-10,2.7321148,-123.03156632359827,86,6898.634,29.13,4452366300.0,8600,218068,[-0.692 -0.779 -0.86   2.27  -1.279],6406738000.0,100,-3.6522827,1177.682635307312,7.4178467,-2.3651123e-06,43.415382,6898.634,447.36316
1513.5419,1.4880906,0.0008083828,2.4421244,-124.1217145677096,87,2259.835,29.82,83504984.0,8700,221050,[-0.679 -0.825 -0.942  2.335 -1.276],107.391495,100,-3.8361588,1192.9435858726501,5.8204575,5.340576e-07,6.086381,2259.835,95.70383
1586.9321,3.9406478,6.9524213e-09,2.7122037,-122.52910228194696,88,6298.282,28.45,2805027000.0,8800,223895,[-0.666 -0.814 -0.916  2.348 -1.295],236320170000000.0,100,-3.61895,1205.741854429245,7.8624954,1.9073486e-06,33.60586,6298.282,625.393
1503.5715,2.2183425,2.5533516e-05,2.6830473,-124.35143581487246,89,3355.2456,30.01,158751600.0,8900,226896,[-0.647 -0.773 -0.874  2.367 -1.237],216.9644,100,-3.6089706,1221.5476627349854,6.5032043,-4.272461e-06,8.434244,3355.2456,65.08937
1649.995,1.1346104,0.00087136653,2.4649787,-122.65762823230513,90,1873.1736,27.64,8299585.5,9000,229660,[-0.632 -0.791 -0.913  2.367 -1.25 ],144.06502,100,-2.9683151,1235.02179646492,8.15538,7.019043e-06,1.7517847,1873.1736,19.124453
1588.4095,1.1024697,0.010734072,2.29154,-123.12800363245589,91,1752.0894,28.55,2230841.0,9100,232515,[-0.609 -0.788 -0.894  2.386 -1.237],2.317598,100,-2.8712082,1247.7755649089813,6.339676,-5.340576e-06,0.94982326,1752.0894,7.3537607
1477.7441,8.984603,6.3245466e-06,2.8396618,-124.60718868475534,92,13427.118,30.46,8355264500.0,9200,235561,[-0.612 -0.809 -0.903  2.387 -1.247],1037.9443,100,-3.5463867,1260.358214378357,7.890747,-7.400513e-06,62.330948,13427.118,574.7986
1555.3679,4.806963,3.1971106e-06,2.658797,-123.39717859860737,93,7539.471,29.06,2900035000.0,9300,238467,[-0.634 -0.824 -0.884  2.453 -1.274],76480.13,100,-3.4001465,1276.1952867507935,7.252144,-5.1116945e-06,34.94487,7539.471,483.6021
1476.1697,3.105513,6.5943495e-06,2.5590963,-124.93475847488948,94,4623.1616,30.55,399979900.0,9400,241522,[-0.609 -0.803 -0.858  2.463 -1.249],1160.5538,100,-3.2985992,1291.8088269233704,6.002739,6.4849855e-06,13.68791,4623.1616,125.83211
1589.1184,25.283937,2.0707745e-07,2.2780287,-123.68261880647431,95,40521.133,28.65,132078240000.0,9500,244387,[-0.529 -0.812 -0.873  2.396 -1.314],91446890.0,100,-3.1662445,1306.7931530475616,7.1513214,-2.8991699e-06,231.1028,40521.133,4727.0415
1586.5123,1.3495125,0.007407276,2.4167714,-123.1961558753682,96,2149.9744,28.59,31284940.0,9600,247246,[-0.557 -0.795 -0.908  2.398 -1.295],25.304934,100,-3.1825943,1323.0631413459778,6.932358,2.0599366e-06,3.5834732,2149.9744,40.080505
1502.8507,1.7804878,1.2080876e-05,2.6127565,-124.38644961775155,97,2682.114,30.03,315202240.0,9700,250249,[-0.567 -0.816 -0.9    2.397 -1.3  ],38252.566,100,-3.5033722,1335.2380647659302,7.867264,-3.2806397e-06,11.941427,2682.114,150.81633
1547.5619,1.1900587,0.014105205,2.4140153,-123.90811852991774,98,1843.8428,29.27,7192208.0,9800,253176,[-0.529 -0.862 -0.896  2.454 -1.315],6.0658684,100,-3.020584,1349.4634611606598,6.5372696,-1.04522705e-05,1.7516781,1843.8428,14.975916
1555.1392,1.3588862,0.0028489723,2.5115955,-123.52503880997669,99,2118.2751,29.09,25058586.0,9900,256085,[-0.523 -0.855 -0.91   2.452 -1.333],8.36159,100,-3.2387009,1362.3210072517395,6.890915,-3.4332274e-06,3.2714539,2118.2751,54.41873
1556.955,1.0415212,0.11860059,2.6134605,-123.61256587523168,100,1621.9425,29.08,980171.56,10000,258993,[-0.555 -0.849 -0.917  2.474 -1.302],1.4347448,100,-3.2695236,1376.4830932617188,7.325554,1.1444092e-06,0.64272255,1621.9425,3.6179812
