StdIW,TimeElapsed,InitialReturnMax,Bound,MinIWNorm,MinIW,MaxIW,Iteration,InitialReturnStd,EpRewMean,EmpiricalD2,MaxIWNorm,ESSClassic,EpThisIter,ReturnMeanIW,TimestepsSoFar,InitialBound,EpLenMean,MeanIWNorm,InitialReturnMin,ESSRenyi,StdIWNorm,J_sample_variance,Weights,MeanIW,InitialReturnMean,EpisodesSoFar
5.3653603,23.228647708892822,667.6362,25.589766,5.457029e-07,5.457029e-05,53.968803,11,180.63495,481.9223846180755,27357.072,0.53968805,3.136864,100,25.589766,26972,5.1021576e-05,49.21,0.009655339,-242.062,0.003655362,0.053653605,80479.805,[-0.833  0.364 -1.597 -0.44  -2.13 ],0.96553385,5.1879884e-05,1100
1.2165586,25.75313663482666,717.8373,69.16792,3.061745e-05,0.0030617453,6.2540145,12,213.02687,551.7044357094862,9.710158,0.062540144,38.5625,100,69.16792,32591,-3.0994415e-05,56.19,0.009638264,-541.7237,10.298493,0.0121655855,120457.31,[-0.787  0.406 -1.651 -0.484 -2.122],0.9638264,-3.4179688e-05,1200
306.99884,28.178975105285645,732.13885,4916.578,1.2461774e-05,0.0012461774,3086.2583,13,177.80632,567.6006524060773,4960.123,30.862583,1.0619524,100,4916.578,38369,5.722046e-06,57.78,0.3180589,-317.71643,0.02016079,3.0699885,2502520600.0,[-0.774  0.407 -1.667 -0.545 -2.155],31.80589,6.1035157e-06,1300
2.4770656,31.201810121536255,469.93173,98.746666,7.967702e-12,7.9677026e-10,20.264578,14,171.644,489.6181853216013,4.4954087e+16,0.20264578,9.597508,100,98.746666,43367,-1.0609627e-05,49.98,0.008070985,-359.71396,2.224492e-15,0.024770657,463916.1,[-0.775  0.409 -1.635 -0.443 -2.241],0.80709857,-1.0375977e-05,1400
15.870372,33.98191452026367,549.0536,513.27594,2.107546e-08,2.107546e-06,157.70598,15,147.76003,530.7147312093024,4816899.0,1.5770597,1.7245308,100,513.27594,48776,9.179115e-06,54.09,0.021023255,-270.85318,2.0760244e-05,0.15870371,25346760.0,[-0.766  0.357 -1.678 -0.52  -2.202],2.1023257,1.0070801e-05,1500
4.8711743,36.94826912879944,716.6097,58.042248,3.6974656e-05,0.0036974656,49.10531,16,152.86946,603.087376114892,92.90865,0.49105307,2.63232,100,58.042248,54909,3.194809e-05,61.33,0.008009319,-313.21307,1.076326,0.04871175,332286.0,[-0.727  0.407 -1.752 -0.524 -2.259],0.80093193,3.112793e-05,1600
5.1208553,39.24121332168579,496.6527,118.2136,4.1565434e-07,4.1565436e-05,46.160294,17,175.20164,553.0887149298729,3684.5232,0.46160293,7.320709,100,118.2136,60542,-2.9563904e-05,56.33,0.014392221,-313.25186,0.027140554,0.051208556,494914.06,[-0.734  0.448 -1.753 -0.49  -2.272],1.439222,-2.8991699e-05,1700
5.672535,42.25678539276123,674.2261,122.93491,9.408456e-07,9.4084564e-05,55.952267,18,171.46806,625.4840254716945,284.4326,0.5595226,4.2246366,100,122.93491,66899,1.5258789e-05,63.57,0.011913652,-355.65372,0.35157716,0.05672535,1477562.1,[-0.732  0.426 -1.777 -0.535 -2.196],1.1913652,1.6479493e-05,1800
1.0085523,45.30977487564087,689.288,38.884167,0.00014632317,0.014632318,6.7257895,19,187.90277,680.3780162712484,4.160546,0.067257896,39.95675,100,38.884167,73805,2.0980835e-05,69.06,0.008227375,-400.5865,24.035309,0.010085522,113307.98,[-0.727  0.459 -1.831 -0.606 -2.21 ],0.82273763,2.0751953e-05,1900
0.7864601,47.94566774368286,938.35944,23.227646,0.00015162377,0.015162377,4.59535,20,193.33386,711.4665264290603,2.4640093,0.045953497,54.512287,100,23.227646,81022,3.7789345e-05,72.17,0.008609475,-241.61963,40.584263,0.007864601,51259.99,[-0.723  0.479 -1.851 -0.619 -2.232],0.86094767,3.8452148e-05,2000
2.6570013,50.567423820495605,646.24426,44.208805,6.097936e-05,0.006097936,23.509956,21,196.56958,743.4757972608231,9.112262,0.23509955,13.937846,100,44.208805,88559,8.72612e-05,75.37,0.010692604,-733.4943,10.974224,0.026570013,317241.2,[-0.718  0.492 -1.863 -0.624 -2.254],1.0692605,8.728027e-05,2100
1.1762356,53.037259340286255,623.7891,34.434303,7.514551e-05,0.0075145513,8.909618,22,245.22104,745.9696630854424,5.6951385,0.08909618,31.080965,100,34.434303,96121,4.7683716e-07,75.62,0.007898997,-735.98895,17.558836,0.011762355,123841.414,[-0.7    0.505 -1.856 -0.641 -2.257],0.78989977,-2.4414062e-06,2200
8.266374,55.71456336975098,759.162,278.86118,2.339005e-06,0.0002339005,79.30442,23,240.97778,790.4271540631169,809.6847,0.7930442,3.896718,100,278.86118,104128,3.194809e-05,80.07,0.016645446,-530.61975,0.12350487,0.08266374,5229475.0,[-0.714  0.536 -1.878 -0.652 -2.322],1.6645446,3.234863e-05,2300
1.8109657,59.00192070007324,1520.8744,107.04211,5.618885e-06,0.0005618885,8.826939,24,280.29785,828.430809575566,67.51288,0.08826938,19.786774,100,107.04211,112515,1.5616417e-05,83.87,0.008994451,-688.5763,1.4811989,0.018109653,206781.17,[-0.726  0.578 -1.931 -0.66  -2.36 ],0.8994452,1.953125e-05,2400
3.3877132,61.82512831687927,746.8578,197.16763,9.0868024e-10,9.086803e-08,30.788073,25,243.53976,862.833266811062,6947414.5,0.30788073,7.923789,100,197.16763,121246,2.002716e-05,87.31,0.009938009,-603.062,1.4393844e-05,0.03387713,1391168.6,[-0.703  0.573 -1.937 -0.699 -2.363],0.9938008,1.8310548e-05,2500
5.6367364,64.99160647392273,828.8871,443.12225,1.2738676e-06,0.00012738677,54.37251,26,194.19934,850.8539803551685,1957.2231,0.5437251,3.0984704,100,443.12225,129857,-2.0384789e-05,86.11,0.010079431,-311.1131,0.051092796,0.056367356,19349334.0,[-0.673  0.549 -1.954 -0.779 -2.365],1.0079432,-2.0141602e-05,2600
5.2320304,67.99295377731323,731.5598,223.57632,1.5267929e-09,1.5267929e-07,51.14651,27,225.17636,878.1305830789394,242898.64,0.5114651,1.8560938,100,223.57632,138741,-2.9325485e-05,88.84,0.007195127,-868.14874,0.00041169435,0.052320298,6370579.5,[-0.654  0.566 -1.957 -0.789 -2.35 ],0.71951276,-2.8686523e-05,2700
0.92304385,71.16004991531372,1268.0605,39.980953,0.0006829381,0.06829381,4.540015,28,250.41573,871.7345254390884,2.0173342,0.04540015,56.622017,100,39.980953,147561,9.059906e-05,88.2,0.010545819,-331.94623,49.57037,0.009230438,133818.5,[-0.693  0.56  -1.96  -0.765 -2.385],1.0545819,8.666992e-05,2800
0.29020342,74.23075747489929,978.5924,8.947188,0.0041414346,0.41414344,1.829345,29,250.13428,921.1322643505112,1.092894,0.01829345,92.53522,100,8.947188,156875,6.055832e-05,93.14,0.010217559,-401.42566,91.50018,0.002902034,80507.41,[-0.701  0.58  -1.931 -0.756 -2.413],1.0217559,5.9814454e-05,2900
39.799126,77.0105848312378,814.69324,554.1312,5.4308157e-07,5.430816e-05,400.19843,30,209.69862,895.0440284956653,60728.375,4.001984,1.148922,100,554.1312,165928,-3.9577484e-05,90.53,0.042907,-345.26953,0.0016466767,0.39799124,29149132.0,[-0.708  0.583 -1.933 -0.758 -2.423],4.2906995,-3.967285e-05,3000
3.7400386,80.48434042930603,951.8937,200.3567,2.594313e-07,2.594313e-05,35.61802,31,220.486,927.8347820492013,449.5321,0.3561802,5.5942535,100,200.3567,175309,-5.9962273e-05,93.81,0.009104329,-368.00928,0.22245352,0.037400387,3053668.8,[-0.717  0.629 -1.939 -0.817 -2.395],0.910433,-5.6762696e-05,3100
10.067162,83.79700684547424,920.4617,506.46606,1.6412848e-06,0.00016412849,90.7404,32,234.91121,919.3333505207656,18127.195,0.907404,3.1291094,100,506.46606,184605,9.727478e-05,92.96,0.018093426,-349.55664,0.0055165733,0.10067162,11421453.0,[-0.682  0.612 -1.949 -0.863 -2.384],1.8093425,9.765625e-05,3200
10.895021,86.99254012107849,648.8435,508.94092,8.114012e-06,0.0008114013,101.802185,33,240.41159,950.9143616435218,2868.519,1.0180218,2.7951305,100,508.94092,194217,4.8160553e-05,96.12,0.01847503,-451.20642,0.034861196,0.10895021,29381136.0,[-0.721  0.65  -1.969 -0.79  -2.371],1.847503,5.1879884e-05,3300
0.35129198,90.61360335350037,1394.2441,15.119351,0.0031788184,0.31788185,2.179082,34,251.75618,985.4304358221915,1.1531203,0.02179082,89.291405,100,15.119351,204174,-3.9100647e-05,99.57,0.010143937,-385.7193,86.72122,0.0035129199,70775.234,[-0.696  0.645 -2.007 -0.823 -2.286],1.0143938,-3.90625e-05,3400
11.023114,93.69638657569885,854.3541,181.83699,1.577136e-07,1.577136e-05,109.67299,35,185.38557,975.4370954774022,494.42688,1.0967299,2.26524,100,181.83699,214031,-3.9100647e-05,98.57,0.016781736,-275.83575,0.20225437,0.110231146,2448448.8,[-0.703  0.655 -2.029 -0.825 -2.283],1.6781735,-3.8452148e-05,3500
3.9610167,97.2841408252716,1022.46606,169.82027,1.7911536e-06,0.00017911536,30.24642,36,261.64444,1047.0007852152544,318.52548,0.3024642,9.95233,100,169.82027,224604,6.389618e-05,105.73,0.013168392,-547.27814,0.31394663,0.039610162,2032168.6,[-0.733  0.714 -2.05  -0.817 -2.366],1.3168393,6.347656e-05,3600
1.6496007,100.7271819114685,1095.2477,36.982918,7.104392e-06,0.0007104392,11.927391,37,278.54514,1054.3929522500566,7.42175,0.11927391,29.643621,100,36.982918,235251,1.1444092e-05,106.47,0.010707614,-814.5923,13.473911,0.016496008,143474.12,[-0.719  0.73  -2.062 -0.821 -2.379],1.0707614,1.0986329e-05,3700
30.467604,104.26259541511536,818.19775,690.43604,2.4088829e-09,2.4088828e-07,306.2889,38,225.79912,1071.5253533232853,2766899.0,3.062889,1.0849046,100,690.43604,246069,-3.862381e-05,108.18,0.031908233,-541.84784,3.6141544e-05,0.304676,48842700.0,[-0.71   0.724 -2.075 -0.851 -2.392],3.1908236,-4.0893556e-05,3800
15.995378,107.61209869384766,708.47217,490.30655,8.3945654e-13,8.3945656e-11,160.33858,39,330.6534,921.1833365430388,4528207300000.0,1.6033857,1.4302062,100,490.30655,255384,-1.04904175e-05,93.15,0.019267345,-921.18335,2.2083795e-11,0.15995377,17684764.0,[-0.676  0.732 -2.038 -0.794 -2.396],1.9267344,-1.4038086e-05,3900
27.6312,111.29371070861816,1500.7021,838.7427,8.366047e-10,8.366047e-08,277.24954,40,295.463,1119.0474414602024,165783.8,2.7724953,1.4374098,100,838.7427,266677,6.1035156e-05,112.93,0.033368293,-1109.0663,0.0006031953,0.27631196,84442376.0,[-0.638  0.699 -2.04  -0.858 -2.394],3.3368294,6.7749024e-05,4000
1.6710006,115.08994102478027,990.557,82.0631,1.4777629e-10,1.4777629e-08,10.349949,41,267.62628,1109.0003772316666,8146.2964,0.10349949,19.317644,100,82.0631,277870,5.722046e-06,111.93,0.008176443,-609.31415,0.012275517,0.016710006,304428.6,[-0.693  0.735 -2.06  -0.83  -2.448],0.81764436,4.8828124e-06,4100
2.1473498,118.43698740005493,904.15076,72.48271,1.4690035e-06,0.00014690035,16.90938,42,230.83524,1095.6345681188686,209.64642,0.1690938,9.744559,100,72.48271,288929,-6.9618225e-05,110.59,0.0070558162,-355.96936,0.4769936,0.021473497,460977.16,[-0.687  0.712 -2.065 -0.861 -2.465],0.7055815,-7.019043e-05,4200
0.19992317,121.79531478881836,1101.8215,6.9650455,0.005465347,0.5465347,1.3694222,43,277.2877,1127.9123692186133,1.0503285,0.013694222,96.041374,100,6.9650455,300311,2.2172928e-05,113.82,0.009847348,-618.2698,95.20831,0.0019992318,74764.41,[-0.68   0.731 -2.059 -0.848 -2.489],0.9847348,2.1362304e-05,4300
0.57408243,125.05969262123108,1428.7781,22.292286,0.0008693554,0.08693554,2.9483864,44,324.42685,1180.8251912380433,1.5964988,0.029483864,73.46694,100,22.292286,312222,4.2915344e-06,119.11,0.009552707,-671.21204,62.637062,0.0057408237,165845.27,[-0.68   0.732 -2.064 -0.854 -2.495],0.9552708,2.4414062e-06,4400
3.173955,128.37142825126648,1092.3856,114.07634,8.921585e-06,0.0008921585,28.481617,45,275.9416,1117.3241862734203,57.49548,0.28481618,9.670558,100,114.07634,323498,9.059906e-05,112.76,0.010385129,-587.69293,1.7392671,0.03173955,598562.25,[-0.674  0.727 -2.066 -0.866 -2.486],1.0385127,8.544922e-05,4500
59.53302,131.6167345046997,742.5167,925.0244,6.302332e-09,6.302332e-07,597.6643,46,263.00043,1157.2058516388242,805092.8,5.976643,1.3133581,100,925.0244,335173,3.6239624e-05,116.75,0.068678424,-637.5172,0.00012420928,0.59533024,94763860.0,[-0.671  0.744 -2.099 -0.856 -2.483],6.867843,3.479004e-05,4600
3.0373702,135.35443329811096,858.8402,160.97415,9.585461e-07,9.5854615e-05,21.674534,47,260.01816,1150.925148994619,22212.176,0.21674533,11.724968,100,160.97415,346785,-1.859665e-05,116.12,0.0110696675,-411.37952,0.004502035,0.030373698,1693965.9,[-0.702  0.738 -2.102 -0.841 -2.487],1.1069667,-1.953125e-05,4700
1.1323537,138.9095585346222,1136.4307,78.64854,1.25215465e-05,0.0012521547,7.92692,48,273.39212,1123.2434816495615,72.61137,0.0792692,31.668041,100,78.64854,358120,-0.00015926361,113.35,0.007708692,-393.62817,1.3771949,0.011323536,860366.8,[-0.681  0.718 -2.106 -0.883 -2.433],0.7708692,-0.00016235352,4800
16.304121,142.07615661621094,1086.7963,505.20834,2.685804e-09,2.685804e-07,155.03467,49,266.86484,1142.9121870260358,21649.213,1.5503466,2.3725467,100,505.20834,369652,-4.863739e-05,115.32,0.025416678,-413.29578,0.0046191057,0.16304119,16748800.0,[-0.693  0.748 -2.104 -0.856 -2.434],2.5416677,-5.0048828e-05,4900
1.6183275,145.63649821281433,1140.0721,94.05211,6.0113944e-06,0.00060113944,11.374256,50,267.9961,1089.6246681640628,778.511,0.11374256,17.916739,100,94.05211,380651,4.005432e-05,109.99,0.007560815,-589.96014,0.12845033,0.016183276,1772423.8,[-0.718  0.739 -2.109 -0.86  -2.41 ],0.75608146,3.8452148e-05,5000
3.8940969,148.73451328277588,1267.5967,75.351,2.6107062e-07,2.6107064e-05,38.49113,51,265.3432,1042.099174731977,1204.1273,0.3849113,3.302002,100,75.351,391175,5.2452087e-05,105.24,0.0071959253,-572.4054,0.083047695,0.038940966,934075.94,[-0.763  0.765 -2.157 -0.842 -2.397],0.7195926,5.432129e-05,5100
1.2086161,152.0304400920868,800.53577,52.627,0.0009187247,0.09187247,5.880026,52,260.68234,1079.213155779789,2.165811,0.058800258,41.526928,100,52.627,402070,2.527237e-05,108.95,0.010185335,-819.43524,46.17208,0.0120861605,161614.67,[-0.733  0.763 -2.152 -0.867 -2.407],1.0185336,2.6245118e-05,5200
7.8708444,155.37690997123718,1167.1604,641.2821,3.8516955e-08,3.8516955e-06,53.48827,53,229.35043,1102.5187527583337,473.35544,0.53488266,5.5676637,100,641.2821,413198,-3.528595e-05,111.28,0.019111617,-372.94812,0.21125774,0.07870845,29835248.0,[-0.743  0.766 -2.164 -0.861 -2.445],1.9111618,-3.967285e-05,5300
3.844552,158.99540519714355,1209.691,439.70447,2.6472064e-06,0.00026472064,35.29502,54,282.2969,1070.0194332224958,1909.8124,0.35295022,5.744905,100,439.70447,424001,1.9073486e-05,108.03,0.009491499,-360.38733,0.052361164,0.03844552,18294524.0,[-0.764  0.758 -2.169 -0.867 -2.477],0.9491498,2.1972657e-05,5400
24.431973,162.8241744041443,781.01794,301.79108,2.885034e-08,2.885034e-06,245.43631,55,285.90936,1148.697770377719,368015.53,2.454363,1.3256122,100,301.79108,435591,1.4305115e-05,115.9,0.028318133,-898.8961,0.00027172765,0.24431975,10529056.0,[-0.78   0.797 -2.197 -0.851 -2.475],2.831813,1.7089844e-05,5500
1.5108231,166.0291132926941,1034.641,44.471207,0.0010029712,0.10029712,11.503178,56,237.7568,1075.00802669911,2.9066536,0.11503177,37.94872,100,44.471207,446444,0.0001001358,108.53,0.011815083,-385.31445,34.403824,0.0151082305,229010.33,[-0.795  0.774 -2.206 -0.866 -2.47 ],1.1815084,9.58252e-05,5600
2.2009017,169.45852398872375,734.17834,70.291214,7.401768e-05,0.007401768,19.095676,57,221.55559,1065.521041309407,9.240887,0.19095676,14.482765,100,70.291214,457202,-7.6293945e-05,107.58,0.009057317,-375.8999,10.821472,0.022009017,256814.62,[-0.786  0.774 -2.201 -0.867 -2.428],0.9057317,-7.5683594e-05,5700
1.1275251,173.0604646205902,1100.1824,57.30438,0.00015610082,0.015610083,7.4407763,58,281.4691,1149.627945527035,5.2290173,0.074407764,36.873478,100,57.30438,468801,2.193451e-05,115.99,0.00861742,-399.87646,19.124052,0.01127525,329058.0,[-0.78   0.783 -2.222 -0.889 -2.439],0.8617421,2.0751953e-05,5800
6.534702,176.2640781402588,745.39417,217.57993,1.3317364e-06,0.00013317364,55.708515,59,252.35722,1054.2938524075255,74.42475,0.55708516,7.74548,100,217.57993,479447,2.9563904e-05,106.46,0.0189346,-1044.3118,1.343639,0.065347016,3202257.2,[-0.796  0.795 -2.228 -0.865 -2.435],1.89346,2.9907227e-05,5900
5.226581,179.75159668922424,810.9735,254.861,6.83151e-08,6.8315103e-06,52.58854,60,279.625,1128.8055240780695,81870.37,0.5258854,1.4754324,100,254.861,490838,-2.193451e-05,113.91,0.0063959495,-409.24713,0.0012214432,0.052265815,6947588.0,[-0.781  0.802 -2.249 -0.879 -2.467],0.63959503,-2.1972657e-05,6000
8.108851,183.1794810295105,982.9862,399.0824,2.9760217e-06,0.00029760218,81.20575,61,343.95535,1076.0496855007889,1821.9247,0.8120575,2.5087223,100,399.0824,501702,-2.3841858e-06,108.64,0.013007765,-946.1763,0.05488701,0.08108851,18211288.0,[-0.775  0.827 -2.263 -0.853 -2.479],1.3007767,-4.8828124e-06,6100
2.0609052,187.10304641723633,2025.0338,165.3548,1.0312986e-06,0.00010312986,15.998413,62,391.9773,1144.5755338644076,244.67189,0.15998413,17.975946,100,165.3548,513251,-3.2424927e-05,115.49,0.00964791,-914.7443,0.40871063,0.020609051,2181536.5,[-0.754  0.833 -2.265 -0.875 -2.466],0.9647911,-3.479004e-05,6200
1.6485394,190.89279580116272,1344.3419,161.49371,9.045704e-05,0.009045704,14.445383,63,281.45245,1185.2246170051844,16.920057,0.14445382,17.493523,100,161.49371,525206,0.00013303757,119.55,0.007590912,-345.72546,5.9101453,0.016485395,1845255.1,[-0.743  0.823 -2.277 -0.909 -2.468],0.7590912,0.00013000489,6300
0.72124815,194.79187631607056,1010.593,30.322977,0.00043739227,0.04373923,3.2019644,64,314.18793,1208.885950743112,2.1195686,0.03201964,65.55233,100,30.322977,537398,-4.1007996e-05,121.92,0.009949447,-979.06995,47.179413,0.007212481,133978.48,[-0.743  0.838 -2.277 -0.89  -2.466],0.99494463,-3.6621095e-05,6400
0.5033196,198.23684906959534,683.5741,8.184817,0.0021667695,0.21667695,2.8508177,65,218.5786,1186.2163767339805,1.367725,0.028508177,77.23912,100,8.184817,549363,-5.531311e-05,119.65,0.009271879,-476.7774,73.11411,0.005033196,46756.914,[-0.736  0.833 -2.276 -0.903 -2.48 ],0.927188,-5.493164e-05,6500
4.041719,201.57473421096802,1639.6509,168.27013,5.2697435e-13,5.2697437e-11,31.172642,66,351.1222,1260.1236944416917,1540132500.0,0.31172642,5.1948256,100,168.27013,562067,-8.9645386e-05,127.04,0.009460968,-560.5973,6.492948e-08,0.04041719,2666606.5,[-0.73   0.83  -2.283 -0.907 -2.477],0.9460968,-8.789063e-05,6600
3.702457,205.15270614624023,1284.1641,204.01573,8.225131e-07,8.225131e-05,35.836575,67,294.52365,1195.576950604036,390.70642,0.35836574,4.456856,100,204.01573,574125,4.196167e-05,120.58,0.007996585,-375.9757,0.25594667,0.03702457,3588683.0,[-0.727  0.8   -2.291 -0.948 -2.491],0.79965854,4.1503907e-05,6700
1.8844587,208.7642102241516,1025.1378,68.35048,3.074762e-05,0.003074762,15.365824,68,264.81567,1134.6753531481402,18.517145,0.15365824,15.681125,100,68.35048,585574,-5.5730343e-05,114.49,0.008126675,-354.94757,5.4004006,0.018844588,436554.8,[-0.742  0.789 -2.294 -0.962 -2.502],0.8126675,-5.7983398e-05,6800
1.1252418,212.33207321166992,743.7235,22.428581,0.00014259473,0.014259473,7.736491,69,222.11499,1116.092220979105,6.7550745,0.07736491,34.85392,100,22.428581,596837,5.6266785e-05,112.63,0.008230525,-286.3676,14.803686,0.011252417,73440.055,[-0.724  0.781 -2.299 -0.988 -2.528],0.82305247,5.7373047e-05,6900
1.1121763,215.6290261745453,1187.5957,49.237865,0.00072305236,0.07230524,9.270605,70,289.70172,1152.1918570806258,2.5304544,0.09270605,39.524773,100,49.237865,608461,-4.005432e-05,116.24,0.008991239,-362.4619,39.518593,0.011121763,212633.86,[-0.73   0.773 -2.295 -0.984 -2.537],0.89912397,-3.6621095e-05,7000
12.1165285,218.77972269058228,840.35156,508.23996,1.0946679e-08,1.0946679e-06,102.99705,71,236.85434,1109.4777631058223,8591.433,1.0299704,3.258608,100,508.23996,619658,-1.168251e-05,111.97,0.022237614,-319.88702,0.011639502,0.12116528,24714454.0,[-0.744  0.788 -2.294 -0.961 -2.541],2.223761,-1.586914e-05,7100
4.684699,222.37227272987366,719.50183,172.80846,1.8240526e-06,0.00018240526,30.777298,72,218.45062,1080.2648630738704,713.30273,0.30777296,8.043403,100,172.80846,630563,-0.00014603138,109.05,0.013855116,-300.51624,0.14019293,0.046846986,3499483.5,[-0.764  0.779 -2.293 -0.951 -2.568],1.3855116,-0.00014648438,7200
11.043553,225.79210948944092,1031.395,282.34045,9.356167e-07,9.356167e-05,78.2095,73,282.97867,1138.3861524868992,2241.2515,0.782095,3.3581367,100,282.34045,642049,-7.6293945e-05,114.86,0.020586161,-338.64728,0.04461793,0.11043553,2607213.5,[-0.739  0.771 -2.293 -0.983 -2.552],2.0586162,-7.202148e-05,7300
2.2039373,229.51181411743164,1751.8192,123.14376,2.519455e-05,0.002519455,16.520266,74,290.40366,1157.9657126015402,51.83705,0.16520265,14.175215,100,123.14376,653731,1.2397766e-05,116.82,0.0089569,-398.4574,1.9291221,0.022039372,872104.06,[-0.737  0.798 -2.273 -0.942 -2.563],0.89569,9.155274e-06,7400
0.945468,233.04110956192017,931.04944,31.50049,0.00035282355,0.035282355,6.3119535,75,256.91766,1178.7374711982325,3.014645,0.06311953,48.96862,100,31.50049,665621,4.3153763e-05,118.9,0.009261626,-429.07654,33.171402,0.00945468,171715.73,[-0.745  0.822 -2.285 -0.922 -2.546],0.9261625,4.272461e-05,7500
15.361788,236.58817195892334,1166.4823,615.92303,4.3351784e-09,4.3351787e-07,140.50108,76,311.97137,1253.2760917883709,476680900.0,1.4050108,2.400553,100,615.92303,678256,8.535385e-05,126.35,0.02409205,-423.63776,2.0978395e-07,0.15361787,31977594.0,[-0.737  0.816 -2.29  -0.941 -2.547],2.409205,8.544922e-05,7600
2.337231,240.68947672843933,1007.5333,113.68242,0.00048054362,0.048054364,14.657543,77,344.9953,1232.2854973079675,4.6990743,0.14657544,18.887753,100,113.68242,690682,-1.5258789e-05,124.26,0.011278426,-992.4903,21.280787,0.02337231,1668148.6,[-0.742  0.854 -2.291 -0.912 -2.561],1.1278427,-1.2207031e-05,7700
2.5214944,244.5450403690338,988.1926,184.54347,4.0879326e-07,4.0879328e-05,15.5481,78,315.31296,1201.5006712724157,1422.2484,0.155481,19.25834,100,184.54347,702800,-4.7683716e-05,121.18,0.012314551,-1081.6116,0.0703112,0.025214946,879876.3,[-0.737  0.859 -2.299 -0.918 -2.604],1.2314552,-4.8828126e-05,7800
2.1920757,248.73919415473938,1579.4893,176.7715,4.5884104e-08,4.5884103e-06,16.188738,79,332.2622,1260.2666004871598,40293.863,0.16188738,12.898242,100,176.7715,715505,-4.7683716e-07,127.05,0.008435432,-390.70178,0.0024817674,0.021920757,2763392.0,[-0.72   0.841 -2.298 -0.942 -2.639],0.84354323,3.0517579e-06,7900
