MaxNormIw,MinVanillaIw,MinNormIw,VarNormIw,AvgNormIw,J,VarVanillaIw,AvgVanillaIw,VarJ,VarRet,MaxVanillaIw,ESSClassic,ESSRenyi,eRenyi2,BatchSize,AvgDiscRet,Bound,VarDiscRet,AvgEpLen,AvgRet
0.07142857,,,0.0006204906,0.009999999,78.11484,51.91241,2.8924644,365.32275,35465.75625902683,20.660458,14.000002950203134,6.841016768246934,14.61771,100,1.0004441719502211e-13,35.784462,35465.75625902683,200.0,-3820.295230675237
0.01,1.0,0.01,3.5044917e-18,0.009999998,-7.1525574e-07,,1.0,213.06161,45853.78952848211,1.0,100.0,100.0,1.0,100,6.45741238258779e-13,-18.009396,45853.78952848211,200.0,-3837.8054173154756
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.847744e-06,,1.0,203.19785,41706.42499753634,1.0,100.0,100.0,1.0,100,-4.865796654485166e-13,-17.175644,41706.424997536335,200.0,-3846.2492442859807
0.01,1.0,0.01,3.5044917e-18,0.009999998,-4.7683716e-07,,1.0,211.96948,45384.90794663927,1.0,100.0,100.0,1.0,100,-6.09361450187862e-13,-17.917082,45384.907946639265,200.0,-3858.1085906702297
0.01,1.0,0.01,3.5044917e-18,0.009999998,-7.1525574e-07,,1.0,229.43033,53169.973643901394,1.0,100.0,100.0,1.0,100,-3.54702933691442e-13,-19.392988,53169.973643901394,200.0,-3842.6862203293804
0.01,1.0,0.01,3.5044917e-18,0.009999998,1.9073486e-06,,1.0,216.5369,47361.84380611388,1.0,100.0,100.0,1.0,100,2.1373125491663812e-13,-18.303148,47361.84380611389,200.0,-3844.6234632547666
0.01,1.0,0.01,3.5044917e-18,0.009999998,-9.536743e-07,,1.0,204.66397,42310.445488879224,1.0,100.0,100.0,1.0,100,6.912159733474255e-13,-17.299572,42310.44548887923,200.0,-3826.3811557906347
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.3113022e-06,,1.0,213.24052,45930.826904681875,1.0,100.0,100.0,1.0,100,1.6825651982799172e-13,-18.02452,45930.826904681875,200.0,-3869.2274548801324
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,204.96721,42435.91843808479,1.0,100.0,100.0,1.0,100,6.366462912410497e-13,-17.325203,42435.91843808479,200.0,-3821.1690917076194
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.861023e-06,,1.0,211.03809,44986.94579666174,1.0,100.0,100.0,1.0,100,-5.502442945726216e-13,-17.838352,44986.94579666173,200.0,-3808.3532395213697
0.010101011,5.231297e-15,3.1423036e-17,1.0203039e-06,0.010000003,1.6132007,0.028278217,1.6647967,210.63724,44184.609752537835,1.681613,99.00000704321147,76.30232340471437,1.3105761,100,4.729372449219227e-13,-16.154427,44184.609752537835,200.0,-3819.5855483318815
0.01,1.0,0.01,3.5044917e-18,0.009999998,4.7683716e-07,,1.0,212.43692,45585.30166566154,1.0,100.0,100.0,1.0,100,1.6825651982799172e-13,-17.956593,45585.30166566154,200.0,-3836.60024677294
0.01,1.0,0.01,3.5044917e-18,0.009999998,-9.536743e-07,,1.0,216.69398,47430.59513861529,1.0,100.0,100.0,1.0,100,-1.0004441719502211e-13,-18.31643,47430.59513861528,200.0,-3856.1929608366427
0.01,1.0,0.01,3.5044917e-18,0.009999998,4.7683716e-07,,1.0,197.65,39460.118782502126,1.0,100.0,100.0,1.0,100,-8.185452315956354e-14,-16.706701,39460.11878250213,200.0,-3837.971559271248
0.01,1.0,0.01,3.5044917e-18,0.009999998,-5.722046e-06,,1.0,217.37079,47727.338012336775,1.0,100.0,100.0,1.0,100,-3.183231456205249e-14,-18.373644,47727.33801233676,200.0,-3806.2109690574234
0.01,1.0,0.01,3.5044917e-18,0.009999998,3.5762787e-07,,1.0,198.9187,39968.3299126748,1.0,100.0,100.0,1.0,100,3.8198777474462985e-13,-16.81394,39968.32991267481,200.0,-3832.916806993233
0.01,1.0,0.01,3.5044917e-18,0.009999998,-8.34465e-07,,1.0,224.4288,50877.05470037848,1.0,100.0,100.0,1.0,100,-4.729372449219227e-13,-18.970226,50877.05470037848,200.0,-3842.538205116327
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.3841858e-07,,1.0,214.30948,46392.4799712358,1.0,100.0,100.0,1.0,100,-1.4097167877480388e-13,-18.114874,46392.4799712358,200.0,-3857.511287762025
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.1457672e-06,,1.0,216.47592,47335.17280568494,1.0,100.0,100.0,1.0,100,-6.184563972055912e-13,-18.297997,47335.17280568494,200.0,-3848.426060596117
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.0728836e-06,,1.0,194.83096,38342.52217033983,1.0,100.0,100.0,1.0,100,-4.729372449219227e-13,-16.46842,38342.52217033982,200.0,-3843.857897056386
0.01,1.0,0.01,3.5044917e-18,0.009999998,-9.536743e-07,,1.0,209.00185,44122.997443156026,1.0,100.0,100.0,1.0,100,-2.0008883439004421e-13,-17.666237,44122.99744315602,200.0,-3834.156079927774
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,211.63066,45239.93403789969,1.0,100.0,100.0,1.0,100,-2.0008883439004421e-13,-17.888443,45239.9340378997,200.0,-3859.319230784656
0.01,1.0,0.01,3.5044917e-18,0.009999998,9.536743e-07,,1.0,220.4016,49067.538772495565,1.0,100.0,100.0,1.0,100,-1.4551915228366852e-13,-18.629818,49067.53877249555,200.0,-3831.596237511553
0.01,1.0,0.01,3.5044917e-18,0.009999998,4.7683716e-07,,1.0,222.1355,49842.609881168624,1.0,100.0,100.0,1.0,100,8.594724931754171e-13,-18.776382,49842.60988116864,200.0,-3844.9773766805865
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.3841858e-06,,1.0,193.89336,37974.375563224385,1.0,100.0,100.0,1.0,100,6.184563972055912e-13,-16.389164,37974.375563224385,200.0,-3821.246752164208
0.01,1.0,0.01,3.5044917e-18,0.009999998,9.536743e-07,,1.0,206.78584,43192.304986386596,1.0,100.0,100.0,1.0,100,4.547473508864641e-13,-17.478924,43192.304986386596,200.0,-3856.5919103761453
0.01,1.0,0.01,3.5044917e-18,0.009999998,-4.7683716e-07,,1.0,201.972,41204.73708265571,1.0,100.0,100.0,1.0,100,-2.2282620193436741e-13,-17.072027,41204.737082655716,200.0,-3846.44291163305
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.66893e-06,,1.0,200.31273,40530.498248788215,1.0,100.0,100.0,1.0,100,2.864908310584724e-13,-16.931776,40530.49824878822,200.0,-3864.9688609138884
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.9073486e-06,,1.0,217.37343,47728.49246445219,1.0,100.0,100.0,1.0,100,-6.09361450187862e-13,-18.37386,47728.4924644522,200.0,-3882.621484633353
0.01,1.0,0.01,3.5044917e-18,0.009999998,9.536743e-07,,1.0,215.4433,46884.65948563862,1.0,100.0,100.0,1.0,100,-2.2737367544323206e-13,-18.210709,46884.659485638615,200.0,-3834.0420789265477
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.2649765e-06,,1.0,207.46042,43474.57101242061,1.0,100.0,100.0,1.0,100,-8.640199666842818e-14,-17.535946,43474.57101242061,200.0,-3846.60243381207
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.3841858e-07,,1.0,226.53314,51835.625356330434,1.0,100.0,100.0,1.0,100,-2.41016095969826e-13,-19.1481,51835.62535633044,200.0,-3833.422013109771
0.01,1.0,0.01,3.5044917e-18,0.009999998,,,1.0,205.87315,42811.87245198211,1.0,100.0,100.0,1.0,100,1.4097167877480388e-13,-17.401777,42811.872451982104,200.0,-3861.891468616099
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,218.99774,48444.45130236163,1.0,100.0,100.0,1.0,100,-3.9108272176235914e-13,-18.511156,48444.451302361646,200.0,-3832.396237497332
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.3841858e-07,,1.0,237.37964,56918.284180453935,1.0,100.0,100.0,1.0,100,4.0017766878008843e-13,-20.064919,56918.284180453935,200.0,-3836.0584180852243
0.01,1.0,0.01,3.5044917e-18,0.009999998,-4.7683716e-06,,1.0,214.79655,46603.59391273304,1.0,100.0,100.0,1.0,100,3.4560798667371273e-13,-18.156048,46603.59391273302,200.0,-3840.878957584668
0.01,1.0,0.01,3.5044917e-18,0.009999998,,,1.0,222.65067,50074.05831310198,1.0,100.0,100.0,1.0,100,3.092281986027956e-13,-18.819927,50074.05831310198,200.0,-3836.241572044593
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.3113022e-06,,1.0,207.68933,43570.56172459645,1.0,100.0,100.0,1.0,100,-1.1823431123048067e-13,-17.555296,43570.56172459646,200.0,-3854.5248524700664
0.01,1.0,0.01,3.5044917e-18,0.009999998,5.9604645e-07,,1.0,218.89165,48397.52461487353,1.0,100.0,100.0,1.0,100,3.7289282772690056e-13,-18.502188,48397.52461487353,200.0,-3817.717106951619
0.01,1.0,0.01,3.5044917e-18,0.009999998,-9.536743e-07,,1.0,225.27806,51262.8372054349,1.0,100.0,100.0,1.0,100,1.8644641386345028e-13,-19.042015,51262.83720543489,200.0,-3866.3552543183923
0.01,1.0,0.01,3.5044917e-18,0.009999998,4.7683716e-07,,1.0,219.91743,48852.19949342696,1.0,100.0,100.0,1.0,100,-7.958078640513122e-13,-18.588896,48852.19949342696,200.0,-3871.4203648703347
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.3841858e-06,,1.0,219.81369,48806.12435074319,1.0,100.0,100.0,1.0,100,2.1373125491663812e-13,-18.580124,48806.12435074318,200.0,-3843.0127633234133
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.6226044e-06,,1.0,212.96951,45814.1554409007,1.0,100.0,100.0,1.0,100,-6.002665031701327e-13,-18.001614,45814.15544090069,200.0,-3832.5982510540284
0.01,1.0,0.01,3.5044917e-18,0.009999998,-4.7683716e-07,,1.0,212.09378,45438.15848331969,1.0,100.0,100.0,1.0,100,-3.7289282772690056e-13,-17.927588,45438.15848331969,200.0,-3814.1402954504156
0.01,1.0,0.01,3.5044917e-18,0.009999998,-6.2584877e-07,,1.0,202.00232,41217.112785588484,1.0,100.0,100.0,1.0,100,-1.0004441719502211e-13,-17.07459,41217.112785588484,200.0,-3820.7987347269263
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,229.98007,53425.08263804725,1.0,100.0,100.0,1.0,100,-5.32054400537163e-13,-19.439457,53425.08263804726,200.0,-3867.4405775094133
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.861023e-06,,1.0,221.94781,49758.41801667676,1.0,100.0,100.0,1.0,100,-3.7289282772690056e-13,-18.760517,49758.41801667676,200.0,-3836.7385630127646
0.01,1.0,0.01,3.5044917e-18,0.009999998,4.7683716e-07,,1.0,205.75725,42763.682849880424,1.0,100.0,100.0,1.0,100,-9.322320693172514e-13,-17.391981,42763.682849880424,200.0,-3835.7093370512052
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.3841858e-07,,1.0,193.58607,37854.102121237425,1.0,100.0,100.0,1.0,100,-2.1373125491663812e-13,-16.36319,37854.102121237425,200.0,-3835.8011010718947
0.01,1.0,0.01,3.5044917e-18,0.009999998,1.66893e-06,,1.0,220.45732,49092.36071905949,1.0,100.0,100.0,1.0,100,1.0004441719502211e-13,-18.634527,49092.36071905949,200.0,-3860.744658274932
0.01,1.0,0.01,3.5044917e-18,0.009999998,4.7683716e-07,,1.0,192.44753,37410.15174328471,1.0,100.0,100.0,1.0,100,-3.774403012357652e-13,-16.266953,37410.15174328471,200.0,-3799.351434813116
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.861023e-06,,1.0,209.37885,44282.32781674308,1.0,100.0,100.0,1.0,100,-1.1050360626541079e-12,-17.698105,44282.32781674309,200.0,-3850.6946165740746
0.01,1.0,0.01,3.5044917e-18,0.009999998,,,1.0,223.27791,50356.593234029184,1.0,100.0,100.0,1.0,100,-1.0913936421275138e-13,-18.872946,50356.59323402919,200.0,-3853.62012840885
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.861023e-06,,1.0,191.55984,37065.83165029784,1.0,100.0,100.0,1.0,100,3.637978807091713e-13,-16.191925,37065.83165029784,200.0,-3803.843559072989
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.3841858e-06,,1.0,200.32912,40537.130470701006,1.0,100.0,100.0,1.0,100,3.865352482534945e-13,-16.933163,40537.13047070099,200.0,-3833.865471196712
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.3841858e-06,,1.0,211.44507,45160.62734726832,1.0,100.0,100.0,1.0,100,-4.3655745685100554e-13,-17.872757,45160.627347268324,200.0,-3832.6026426523417
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.026558e-06,,1.0,211.77364,45301.08437541692,1.0,100.0,100.0,1.0,100,-2.091837814077735e-13,-17.900524,45301.08437541692,200.0,-3815.906832757688
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,219.86961,48830.95983630926,1.0,100.0,100.0,1.0,100,-9.549694368615746e-14,-18.584854,48830.95983630926,200.0,-3807.788477710901
0.01,1.0,0.01,3.5044917e-18,0.009999998,,,1.0,227.2013,52141.84650011367,1.0,100.0,100.0,1.0,100,5.32054400537163e-13,-19.204576,52141.846500113665,200.0,-3865.5779095903313
0.01,1.0,0.01,3.5044917e-18,0.009999998,3.33786e-06,,1.0,196.20737,38886.18986745238,1.0,100.0,100.0,1.0,100,4.0017766878008843e-13,-16.584757,38886.189867452376,200.0,-3850.3060178258484
0.01,1.0,0.01,3.5044917e-18,0.009999998,9.536743e-07,,1.0,216.8061,47479.68721792169,1.0,100.0,100.0,1.0,100,-2.0008883439004421e-13,-18.325905,47479.68721792169,200.0,-3847.7010807953834
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.66893e-06,,1.0,204.61606,42290.63724750636,1.0,100.0,100.0,1.0,100,4.18367562815547e-13,-17.295523,42290.63724750636,200.0,-3818.2769117367397
0.01,1.0,0.01,3.5044917e-18,0.009999998,7.1525574e-07,,1.0,217.8182,47924.01471295632,1.0,100.0,100.0,1.0,100,-3.774403012357652e-13,-18.411453,47924.01471295633,200.0,-3821.7845823159487
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,212.42667,45580.90322055786,1.0,100.0,100.0,1.0,100,1.0459189070388675e-13,-17.955727,45580.90322055786,200.0,-3818.9740387799643
0.01,1.0,0.01,3.5044917e-18,0.009999998,,,1.0,197.97217,39588.86924412788,1.0,100.0,100.0,1.0,100,1.8189894035458565e-14,-16.733936,39588.86924412788,200.0,-3817.6515171809456
0.01,1.0,0.01,3.5044917e-18,0.009999998,3.0994415e-06,,1.0,222.04161,49800.479120807075,1.0,100.0,100.0,1.0,100,1.5916157281026243e-13,-18.768442,49800.479120807075,200.0,-3870.658061777647
0.01,1.0,0.01,3.5044917e-18,0.009999998,5.9604645e-07,,1.0,224.4197,50872.93089048289,1.0,100.0,100.0,1.0,100,-3.774403012357652e-13,-18.969458,50872.930890482894,200.0,-3842.693161756395
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.861023e-06,,1.0,207.4389,43465.55671768461,1.0,100.0,100.0,1.0,100,6.866684998385608e-13,-17.53413,43465.556717684594,200.0,-3830.7280713643886
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.3841858e-07,,1.0,217.05008,47586.602428804305,1.0,100.0,100.0,1.0,100,5.911715561524034e-13,-18.346527,47586.60242880431,200.0,-3823.5211347353006
0.01,1.0,0.01,3.5044917e-18,0.009999998,-9.536743e-07,,1.0,220.44696,49087.738891530564,1.0,100.0,100.0,1.0,100,9.049472282640636e-13,-18.633656,49087.738891530564,200.0,-3833.311871411707
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,193.95505,37998.54977518948,1.0,100.0,100.0,1.0,100,-9.094947017729283e-14,-16.394382,37998.54977518947,200.0,-3806.9436270832293
0.01,1.0,0.01,3.5044917e-18,0.009999998,2.3841858e-07,,1.0,232.60469,54651.459309154736,1.0,100.0,100.0,1.0,100,8.640199666842818e-14,-19.661306,54651.459309154736,200.0,-3892.068168381903
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.4305115e-06,,1.0,206.45477,43054.11171791623,1.0,100.0,100.0,1.0,100,6.957634468562901e-13,-17.450943,43054.11171791623,200.0,-3854.5282733491103
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.861023e-06,,1.0,207.92038,43667.5599695386,1.0,100.0,100.0,1.0,100,-2.5465851649641993e-13,-17.574825,43667.559969538604,200.0,-3846.1527834276435
0.01,1.0,0.01,3.5044917e-18,0.009999998,,,1.0,222.10022,49826.777073344754,1.0,100.0,100.0,1.0,100,-5.184119800105691e-13,-18.7734,49826.777073344754,200.0,-3876.389289091364
0.01,1.0,0.01,3.5044917e-18,0.009999998,1.66893e-06,,1.0,221.82169,49701.88776242061,1.0,100.0,100.0,1.0,100,5.002220859751106e-13,-18.749853,49701.88776242061,200.0,-3858.5877819714324
0.01,1.0,0.01,3.5044917e-18,0.009999998,4.2915344e-06,,1.0,220.18385,48970.63449634764,1.0,100.0,100.0,1.0,100,-2.1373125491663812e-13,-18.61141,48970.63449634764,200.0,-3832.938213504476
0.01,1.0,0.01,3.5044917e-18,0.009999998,-4.7683716e-07,,1.0,224.70836,51003.88082074102,1.0,100.0,100.0,1.0,100,4.320099833421409e-13,-18.993856,51003.88082074102,200.0,-3888.6962778579236
0.01,1.0,0.01,3.5044917e-18,0.009999998,-9.536743e-07,,1.0,215.25162,46801.27537345683,1.0,100.0,100.0,1.0,100,3.501554601825774e-13,-18.194511,46801.27537345683,200.0,-3840.1994914305747
0.01,1.0,0.01,3.5044917e-18,0.009999998,1.3113022e-06,,1.0,199.03708,40015.91768792427,1.0,100.0,100.0,1.0,100,-1.1368683772161603e-13,-16.823946,40015.91768792427,200.0,-3809.6053267066163
0.01,1.0,0.01,3.5044917e-18,0.009999998,-4.7683716e-07,,1.0,205.57504,42687.97959738727,1.0,100.0,100.0,1.0,100,7.321432349272073e-13,-17.376581,42687.97959738726,200.0,-3848.0651195792043
0.01,1.0,0.01,3.5044917e-18,0.009999998,-4.7683716e-07,,1.0,220.03519,48904.52774624439,1.0,100.0,100.0,1.0,100,-2.0008883439004421e-13,-18.598848,48904.52774624439,200.0,-3862.452533255124
0.01,1.0,0.01,3.5044917e-18,0.009999998,-1.9073486e-06,,1.0,221.59683,49601.170620479366,1.0,100.0,100.0,1.0,100,-8.640199666842818e-14,-18.730852,49601.17062047935,200.0,-3860.508348170753
0.01,1.0,0.01,3.5044917e-18,0.009999998,1.4305115e-06,,1.0,231.90614,54323.70050540625,1.0,100.0,100.0,1.0,100,-4.0472514228895307e-13,-19.60226,54323.70050540625,200.0,-3853.8762958700117
0.01,1.0,0.01,3.5044917e-18,0.009999998,1.4305115e-06,,1.0,226.13853,51655.1905246955,1.0,100.0,100.0,1.0,100,4.774847184307873e-13,-19.114742,51655.190524695485,200.0,-3870.1197411044386
0.01,1.0,0.01,3.5044917e-18,0.009999998,-2.861023e-06,,1.0,208.092,43739.676878397346,1.0,100.0,100.0,1.0,100,6.821210263296962e-14,-17.589333,43739.676878397346,200.0,-3811.0760691954674
0.01,1.0,0.01,3.5044917e-18,0.009999998,5.00679e-06,,1.0,223.12027,50285.507056793,1.0,100.0,100.0,1.0,100,-5.275069270282983e-13,-18.859612,50285.507056793,200.0,-3850.7021637644093
