EpThisIter,Weights,TimeElapsed,J_sample_variance,InitialReturnMax,TimestepsSoFar,InitialReturnMean,ReturnMeanIW,InitialBound,InitialReturnMin,EpRewMean,StdIW,EpisodesSoFar,InitialReturnStd,Iteration,MeanIW,Bound,MaxIW,MinIW,EmpiricalD2,EpLenMean
100,[ 0.848 -1.04   0.668  1.174 -0.288],215.3813169002533,1135147.2,10.02558,50074,5.531311e-07,389.3067,245.28676,-14.1782,-127.30906176809947,4.2175655,1500,6.0233564,15,1.55886,389.3067,42.77512,0.008114318,200.9492,31.22
100,[ 0.833 -0.946  0.585  0.997 -0.242],229.54239296913147,16831188.0,9.137777,53411,-6.294251e-07,574.6423,211.71674,-15.396676,-129.4786757008406,19.074314,1600,5.743548,16,2.6690307,574.6423,316.95505,1.2972845e-07,2531452000.0,33.37
100,[ 0.943 -0.976  0.713  0.906 -0.203],242.4946801662445,1081740.5,9.755235,56276,-1.7738342e-06,401.68753,272.899,-14.81801,-124.60374540423841,3.73168,1700,5.9993563,17,1.4493091,401.68753,32.90159,0.011252794,5.0682054,28.65
100,[ 0.935 -0.868  0.672  0.906 -0.238],255.9456706047058,1087861400.0,9.286175,59541,-4.005432e-07,3337.2056,225.20044,-14.286915,-127.81953885839897,142.01729,1800,6.9257083,18,14.189519,3337.2056,1726.4583,2.1707671e-17,inf,32.65
100,[ 0.701 -0.67   0.582  1.372 -0.067],272.274338722229,875383100.0,9.004756,63186,-1.0490418e-06,2961.0972,201.07883,-16.298765,-132.4939054471855,151.13647,1900,6.3261156,19,15.058225,2961.0972,1540.4053,,inf,36.45
100,[ 0.829 -0.882  1.053  1.563 -0.105],286.9895164966583,663210900.0,10.033707,66150,2.2888183e-07,2614.908,254.35454,-15.441999,-124.44708438411,105.24645,2000,6.6220827,20,10.621423,2614.908,1072.3387,3.728521e-26,544737660.0,29.64
100,[ 0.731 -1.059  1.055  1.563 -0.463],301.8208372592926,1439320.6,9.626132,68985,-8.869171e-07,376.26416,276.91232,-17.428541,-123.48398212120543,4.2376056,2100,6.818725,21,1.3346753,376.26416,58.719284,0.0015338077,252.12729,28.35
100,[ 0.69  -1.008  1.104  1.635 -0.472],314.4350850582123,36150484.0,11.545417,71653,-1.0299683e-06,770.6248,312.961,-13.792274,-121.90197031115312,18.939245,2200,6.7441316,22,2.41607,770.6248,348.4536,7.534859e-07,44909.51,26.68
100,[ 0.731 -1.099  1.099  1.537 -0.633],327.53595089912415,7387920.0,11.302612,74322,-5.531311e-07,561.7696,313.11557,-12.581081,-121.969430863712,8.578182,2300,6.6663947,23,1.7797211,561.7696,83.173355,2.719872e-07,4683.847,26.69
100,[ 0.722 -1.069  1.166  1.524 -0.718],340.10873198509216,2387582.2,10.99703,76838,-4.196167e-07,487.5729,341.2786,-12.51449,-120.36626680407306,4.5163846,2400,6.247651,24,1.4213656,487.5729,108.55032,0.0017530321,40.099686,25.16
100,[ 0.746 -0.998  1.143  1.515 -0.739],351.82633543014526,433255.22,11.017697,79433,4.196167e-07,397.14297,326.65268,-14.276155,-120.73302070987144,1.9729546,2500,7.095952,25,1.2109234,397.14297,21.00637,0.011419976,8.1484785,25.95
100,[ 0.814 -1.049  1.134  1.543 -0.753],364.0402321815491,19359976.0,10.942729,82155,-6.294251e-07,627.3274,298.53006,-14.672066,-121.88959887359242,14.242821,2600,6.93505,26,2.050241,627.3274,202.23909,9.817158e-08,181031.1,27.22
100,[ 0.825 -1.101  1.202  1.482 -0.782],376.3175673484802,21742922000.0,13.018382,84473,-2.2888183e-07,14788.158,415.3562,-12.399628,-118.2349311752976,358.016,2700,7.2403374,27,35.53117,14788.158,3656.4412,9.702367e-14,1314077500000.0,23.18
100,[ 0.878 -0.996  1.22   1.544 -0.823],391.248991727829,695571.9,11.317677,86992,2.2888183e-07,456.8591,340.5959,-12.078342,-120.00517496756241,2.4066105,2800,6.520698,28,1.3340316,456.8591,19.374178,0.0043999325,17.83854,25.19
100,[ 0.862 -1.011  1.282  1.595 -0.802],402.98196959495544,14601193.0,12.573396,89460,-1.9836425e-06,700.3594,358.889,-14.414232,-119.30844441774637,10.512799,2900,7.062827,29,1.9396985,700.3594,101.09,0.000306896,1112.4292,24.68
100,[ 0.865 -1.05   1.236  1.571 -0.813],415.5950758457184,1785168900.0,10.691429,92095,2.861023e-07,4533.764,316.7339,-13.547026,-120.9263755462005,130.5878,3000,7.08172,30,13.700917,4533.764,1934.6133,7.376145e-07,960260.8,26.35
100,[ 0.964 -1.066  1.155  1.535 -0.869],429.52635312080383,2762311.0,11.331234,94737,-8.5830686e-07,640.6055,319.47284,-16.25602,-121.3452608614981,5.172059,3100,7.007613,31,1.9858433,640.6055,58.840733,2.996617e-05,117.88987,26.42
100,[ 0.984 -1.021  1.148  1.569 -0.956],443.0281250476837,1477373.1,10.754795,97526,6.67572e-08,405.34195,286.69687,-14.943834,-122.35988931488531,4.105332,3200,7.1255765,32,1.3944738,405.34195,46.01426,0.0062764334,8.640839,27.89
100,[ 1.011 -1.019  1.115  1.566 -1.015],455.83960604667664,389799.84,11.761131,100193,3.9100647e-07,398.49573,316.45926,-15.329065,-121.54915676225437,1.9744313,3300,6.9860663,33,1.2611852,398.49573,16.841625,0.032011636,4.590141,26.67
100,[ 1.011 -0.984  1.088  1.503 -0.985],469.60674571990967,156179940.0,11.09618,102863,-1.2969971e-06,1549.3511,314.71967,-16.207783,-121.41960388766212,38.649734,3400,7.17303,34,4.7483935,1549.3511,474.72488,3.848679e-07,13434.938,26.7
100,[ 0.974 -0.985  1.15   1.515 -1.047],484.0888695716858,2859545.8,10.414655,105474,1.5830993e-06,502.69815,326.45743,-14.748276,-120.72899934434815,5.050336,3500,7.3120933,35,1.5279169,502.69815,97.44002,0.000434365,138.80313,26.11
100,[ 0.977 -0.987  1.176  1.466 -1.037],495.4329993724823,4037223700.0,12.729609,107950,-9.3460085e-07,6482.429,360.8808,-13.284061,-119.57442266245823,176.04295,3600,6.96578,36,17.754322,6482.429,1801.7812,9.623082e-10,71464300.0,24.76
100,[ 0.938 -1.042  1.139  1.502 -1.093],509.42060565948486,652839900.0,9.625896,110602,-4.863739e-07,2668.1519,305.1345,-14.562944,-121.32642879035228,83.19787,3700,6.313709,37,8.549984,2668.1519,3560.1636,9.2719154e-07,468768800000.0,26.52
100,[ 0.897 -1.034  1.132  1.636 -0.998],522.992604970932,88328024.0,11.626282,113285,-2.479553e-07,1425.9952,305.60815,-15.604332,-121.86563338812498,29.85624,3800,6.540904,38,4.5064597,1425.9952,280.12762,2.5635134e-09,361985.8,26.83
100,[ 0.966 -1.069  1.122  1.742 -1.108],536.6596391201019,2711719500000.0,11.100065,116093,5.1498415e-07,165141.47,289.8608,-15.680765,-122.85898863125338,5752.347,3900,7.249363,39,569.9337,165141.47,58812.574,6.2677585e-11,7.480055e+28,28.08
100,[ 1.034 -1.041  1.18   1.639 -0.966],551.9395089149475,463433.25,11.879547,118699,1.4209747e-06,431.91992,322.55536,-13.246422,-120.89515298235568,2.1107378,4000,6.428361,40,1.3368838,431.91992,23.599962,0.0020982558,7.19649,26.06
100,[ 0.967 -1.015  1.143  1.643 -0.977],563.5451488494873,524402.25,11.1532955,121291,-3.9100647e-07,423.28705,332.21375,-14.055672,-120.87168692624718,2.1260946,4100,7.008903,41,1.2626781,423.28705,16.20401,0.00085251697,7.1887803,25.92
100,[ 0.911 -0.98   1.153  1.632 -1.018],574.846111536026,8758510.0,11.203942,123920,3.4332277e-07,536.74335,329.34955,-12.85519,-120.88370707945548,8.851195,4200,7.569477,42,1.5992309,536.74335,136.61069,8.384143e-05,1132.9208,26.29
100,[ 0.914 -0.929  1.162  1.609 -1.027],586.6192154884338,13070619.0,11.857929,126463,-6.8664554e-07,734.8884,342.3904,-14.9914,-120.0717491316127,10.340647,4300,6.960505,43,2.1167438,734.8884,110.00772,1.4600667e-07,2101376.0,25.43
100,[ 0.877 -0.948  1.194  1.535 -1.082],600.6553566455841,10566052.0,11.669003,128994,-8.201599e-07,658.04504,344.2975,-13.6382885,-119.936099241284,9.575076,4400,7.140647,44,1.8975941,658.04504,254.83105,2.2327404e-05,1775143.4,25.31
100,[ 0.927 -0.905  1.112  1.451 -1.087],613.8934509754181,4300346.0,12.06247,131618,-7.6293946e-07,554.2904,324.47314,-14.977749,-120.65971066577524,6.2007174,4500,7.319845,45,1.677595,554.2904,57.382744,2.2752272e-05,27872.457,26.24
100,[ 0.896 -0.888  1.094  1.534 -1.08 ],626.2897326946259,214500770.0,11.2257805,134092,5.722046e-07,1511.3889,361.5375,-13.5283375,-119.63304845308915,40.4072,4600,6.7316914,46,4.1278815,1511.3889,414.42584,2.713434e-07,5542376.5,24.74
100,[ 0.953 -0.905  1.184  1.549 -1.116],639.3213157653809,658623170.0,10.337536,136847,3.9100647e-07,2686.8804,285.90573,-13.81431,-121.4929212800393,87.90222,4700,6.8472652,47,9.15557,2686.8804,1596.1138,1.468927e-07,60671784.0,27.55
100,[ 0.975 -0.937  1.213  1.459 -1.139],652.0424928665161,399552.7,13.24291,139311,1.5926361e-06,421.49115,365.3208,-14.298307,-118.68864816389929,1.730414,4800,7.45263,48,1.1519223,421.49115,14.5855465,0.024291914,5.7620363,24.64
100,[ 0.985 -0.912  1.214  1.443 -1.146],663.090048789978,19249574.0,13.274317,141691,4.7683717e-08,908.96075,379.6512,-15.041594,-118.4784664827715,11.338029,4900,6.333267,49,2.3616178,908.96075,187.25645,2.9536297e-05,707.2239,23.8
100,[ 0.983 -0.883  1.199  1.35  -1.103],675.5512742996216,33801096.0,11.463375,144071,-1.4877319e-06,845.3776,377.4392,-13.87495,-118.46784629221663,14.976702,5000,6.2905016,50,2.1923594,845.3776,175.37029,0.00012628482,2676.9485,23.8
100,[ 0.985 -0.855  1.162  1.399 -1.126],688.2808911800385,48792924.0,13.327216,146483,-1.4019013e-06,1113.1936,368.2698,-13.869867,-118.75439001458119,19.050343,5100,6.2635727,51,3.0412722,1113.1936,146.1224,1.169239e-11,7.4159895e+19,24.12
100,[ 1.011 -0.791  1.033  1.352 -1.195],702.105791091919,2088958.2,11.707222,149114,3.8146972e-08,430.9511,323.1681,-14.343731,-120.67506532678094,4.350088,5200,7.178992,52,1.3112252,430.9511,45.174274,0.0028963455,23.863459,26.31
100,[ 1.019 -0.786  1.048  1.412 -1.204],714.3643071651459,85833660.0,12.083774,151659,1.6021728e-06,1193.709,345.36584,-15.17341,-119.87248704837587,25.983622,5300,7.2298565,53,3.3691957,1193.709,335.7056,7.7213224e-07,206891.4,25.45
100,[ 1.019 -0.795  1.087  1.362 -1.203],726.8739173412323,711517.8,13.435058,154068,-5.0544736e-07,465.00684,384.81436,-13.466793,-118.56173569272964,2.2008085,5400,7.295301,54,1.1968697,465.00684,78.05966,0.0033026838,4.3740864,24.09
100,[ 1.034 -0.83   1.097  1.361 -1.239],738.8147239685059,1436434.0,11.863992,156716,-4.4822693e-07,399.0935,318.88614,-15.737673,-120.4764798444255,3.712958,5500,7.8000503,55,1.2368596,399.0935,28.097584,0.0020110998,57.40398,26.48
100,[ 1.048 -0.797  1.093  1.367 -1.229],749.2404029369354,226070690.0,12.080086,159178,6.67572e-07,2079.1648,361.39487,-15.32542,-118.90957508896633,42.602173,5600,7.053699,56,5.835917,2079.1648,403.84915,1.9849901e-07,939.0557,24.62
100,[ 1.003 -0.795  1.05   1.324 -1.409],761.2148356437683,745047400.0,13.311632,161417,3.8146972e-08,2848.075,438.038,-11.944262,-117.02257768269031,61.6052,5700,6.8248253,57,6.2752514,2848.075,641.20874,1.9081974e-06,58286.055,22.39
100,[ 1.023 -0.765  1.071  1.31  -1.415],774.1163647174835,7360273.5,12.78837,163812,-7.2479247e-07,583.236,381.59885,-14.758701,-118.35468658524684,6.9683547,5800,6.8310676,58,1.5138669,583.236,70.53589,1.1003078e-05,3609.0254,23.95
100,[ 1.015 -0.755  1.103  1.3   -1.435],786.0467166900635,450841950.0,10.959701,166330,1.7166138e-07,2143.667,334.59125,-15.485382,-119.40057880339917,65.04655,5900,6.371829,59,6.541488,2143.667,739.7377,7.9897265e-13,1.1355979e+20,25.18
100,[ 0.991 -0.74   1.013  1.282 -1.348],799.8017945289612,21346810.0,12.575071,168695,9.536743e-07,864.7755,397.84433,-15.716438,-118.15102247647947,11.46933,6000,7.331008,60,2.1357138,864.7755,112.366196,0.00018452336,862.16907,23.65
100,[ 0.971 -0.743  0.975  1.281 -1.344],812.046669960022,6713280.0,10.767486,171241,-1.2397766e-06,565.70056,337.65628,-14.224073,-119.8942067032328,7.937639,6100,6.775645,61,1.6967477,565.70056,174.82649,0.0014432148,202.04779,25.46
100,[ 0.975 -0.768  0.981  1.241 -1.318],823.6433229446411,1493603.4,11.754269,173682,1.1253356e-06,472.193,370.21945,-15.241716,-119.0715308019631,3.3465188,6200,7.120126,62,1.278769,472.193,31.316504,0.004380324,25.626884,24.41
100,[ 0.994 -0.754  0.996  1.26  -1.326],835.3768229484558,22292848.0,13.241653,176222,-3.6239624e-07,946.3849,350.43222,-16.083244,-119.78653575544398,13.86329,6300,7.573517,63,2.7445118,946.3849,256.593,1.0544932e-08,6367461500000.0,25.4
100,[ 1.014 -0.808  1.07   1.27  -1.252],848.6637887954712,203788940.0,10.123984,178836,-4.7683716e-07,1534.0729,317.43234,-15.742872,-120.37830674110558,44.196987,6400,6.8686204,64,4.6295104,1534.0729,461.71365,7.307693e-06,10936.517,26.14
100,[ 1.012 -0.767  1.091  1.278 -1.27 ],861.5047676563263,399679.6,12.038616,181322,1.7547608e-06,431.69147,357.28293,-14.26951,-119.02145054336707,1.7474344,6500,7.371844,65,1.2081826,431.69147,22.330505,0.013864201,9.026347,24.86
100,[ 1.005 -0.768  1.069  1.29  -1.268],871.4218487739563,50758410.0,12.6222725,183606,4.2915343e-07,1058.3864,418.34628,-12.472862,-117.71437818390314,16.778122,6600,6.571012,66,2.4826279,1058.3864,170.68831,7.3867154e-06,22429580.0,22.84
100,[ 1.041 -0.742  1.05   1.354 -1.298],885.3253653049469,88295750.0,11.80121,186095,8.6784365e-07,1600.2544,356.6062,-15.728321,-119.41332158158775,25.949343,6700,6.987015,67,4.407312,1600.2544,351.52197,1.391097e-07,11964908.0,24.89
100,[ 1.024 -0.725  0.999  1.381 -1.236],899.0752041339874,753501500.0,12.128347,188790,6.8664554e-07,2794.3218,304.2333,-12.441597,-121.48404581953095,92.34023,6800,6.5617933,68,9.336872,2794.3218,1715.3992,1.0746094e-10,201248690000.0,26.95
100,[ 1.024 -0.787  0.977  1.387 -1.249],913.0322160720825,121323590.0,11.642518,191406,4.196167e-07,1508.9052,327.20377,-13.630888,-120.8907819935595,33.188602,6900,6.806349,69,4.4994354,1508.9052,979.7189,0.00010781449,387076.72,26.16
100,[ 1.016 -0.736  0.979  1.336 -1.202],926.5885145664215,2903784000.0,13.218302,193800,-2.0980835e-07,5612.243,398.6187,-12.914646,-118.66269162316885,131.93648,7000,7.381934,70,13.611857,5612.243,2618.3716,1.2873592e-17,6.3391304e+18,23.94
100,[ 0.989 -0.761  1.056  1.296 -1.228],940.7397718429565,839579700.0,11.200999,196293,1.3446808e-06,2995.5461,347.20187,-13.390808,-119.49125268723803,82.97758,7100,6.372141,71,8.49209,2995.5461,850.8451,5.199667e-10,5.973512e+20,24.93
100,[ 0.944 -0.834  1.15   1.309 -1.207],953.027202129364,839269.75,12.685598,198635,-1.0681152e-06,595.9166,407.19028,-13.31451,-117.75197467262097,2.2345316,7200,7.756457,72,1.4563987,595.9166,23.824787,8.788073e-05,10.407771,23.42
100,[ 0.942 -0.833  1.134  1.253 -1.252],964.3126494884491,181508500000.0,11.500128,200953,3.4332277e-07,42902.266,396.54666,-17.16517,-117.60761965847853,1059.7504,7300,6.4753404,73,105.21477,42902.266,13220.916,4.2369954e-13,550863630000.0,23.18
100,[ 0.942 -0.774  1.123  1.118 -1.303],978.967574596405,208980.77,10.887623,203261,-9.536743e-07,423.30722,396.66623,-17.693993,-117.26539681912274,1.1626363,7400,6.5147314,74,1.0688492,423.30722,9.063424,0.08173734,2.212108,23.08
100,[ 0.919 -0.782  1.128  1.107 -1.302],989.7494621276855,32750428000.0,13.060569,205586,1.5449524e-06,18655.756,394.423,-15.117542,-117.29685350519063,449.86252,7500,6.849793,75,45.82359,18655.756,13399.18,5.484636e-10,59332916.0,23.25
100,[ 0.9   -0.783  1.166  1.052 -1.339],1004.3658058643341,1409735700.0,13.507977,207717,1.0490418e-06,3860.6216,471.9385,-13.836828,-115.91263151273778,80.895065,7600,6.499824,76,8.287783,3860.6216,1082.445,2.818219e-17,1.4125947e+19,21.31
100,[ 0.917 -0.703  1.016  0.944 -1.45 ],1018.5595252513885,225012.75,11.925904,210058,-1.0108947e-06,413.69128,387.27783,-14.14135,-117.01789795358874,1.1940755,7700,7.13942,77,1.0653894,413.69128,12.032299,0.07375907,1.7220623,23.41
100,[ 0.935 -0.695  0.997  0.931 -1.452],1028.8345494270325,575329.9,11.816693,212151,-1.4877319e-06,560.86115,485.08975,-12.396885,-115.63609737289504,1.5614777,7800,6.0239134,78,1.1548625,560.86115,31.040178,0.031340558,4.03316,20.93
100,[ 0.919 -0.713  1.013  0.923 -1.432],1040.0001780986786,38133.15,10.55836,214347,5.912781e-07,472.2905,440.55457,-14.387674,-116.2798338487581,0.44255054,7900,6.604009,79,1.0715262,472.2905,3.4607348,0.29994556,1.254902,21.96
100,[ 0.931 -0.723  1.01   0.915 -1.435],1049.726266860962,1551907.9,11.805612,216683,1.14440915e-07,504.48865,391.19055,-14.21854,-117.39407806488822,3.169236,8000,6.9201674,80,1.2798346,504.48865,22.46387,0.00404054,31.615965,23.36
100,[ 0.905 -0.747  1.016  0.932 -1.438],1060.7127673625946,664110340.0,12.698183,218958,4.6730042e-07,2762.1753,413.4769,-13.007854,-117.0494436393396,63.224846,8100,6.8506503,81,6.768513,2762.1753,661.964,8.226114e-10,567127400000.0,22.75
100,[ 0.908 -0.727  0.998  0.813 -1.459],1073.2276074886322,33182900.0,13.538696,221119,-8.9645386e-07,1224.3741,461.16107,-14.466162,-115.65017341990618,12.320928,8200,7.324245,82,2.6191268,1224.3741,102.67062,5.191247e-05,4033.449,21.61
100,[ 0.924 -0.7    1.001  0.773 -1.447],1085.963731765747,652918.25,12.044956,223351,-1.6117096e-06,492.47467,423.77557,-17.100391,-116.23668856742147,1.8678527,8300,6.8043017,83,1.1615088,492.47467,29.133415,0.0042205304,4.591682,22.32
100,[ 0.917 -0.698  0.994  0.738 -1.452],1097.5144481658936,49430916.0,12.5235195,225583,-1.66893e-06,1191.7684,420.62912,-12.8078785,-116.24434101874094,16.492392,8400,6.671865,84,2.8112662,1191.7684,178.3486,3.1216114e-06,448048.56,22.32
100,[ 0.898 -0.686  1.017  0.699 -1.46 ],1108.8831889629364,15900040000.0,12.196342,227660,-6.294251e-07,12834.368,483.79108,-13.789375,-115.0037792011958,264.40833,8500,6.023948,85,26.687824,12834.368,2695.4634,1.6507074e-18,537841980000000.0,20.77
100,[ 0.606 -0.617  1.053  0.702 -1.643],1120.3858513832092,5655114.5,12.637516,229695,4.2915343e-07,654.13086,507.6941,-13.9676,-114.23037734183134,4.573772,8600,6.828302,86,1.2773758,654.13086,54.443153,0.0023775955,24.721228,20.35
100,[ 0.616 -0.602  1.033  0.716 -1.649],1130.8010594844818,19082912.0,13.004207,231806,4.5776366e-07,978.4382,467.85922,-14.437695,-114.9361492602156,9.279058,8700,6.3804655,87,2.062142,978.4382,179.91515,1.3405177e-05,3798.325,21.11
100,[ 0.638 -0.589  1.035  0.75  -1.641],1142.1840693950653,56910070.0,13.340304,233827,3.2901764e-06,1083.9194,510.03857,-12.697029,-114.35388394431153,14.551365,8800,5.796978,88,2.0779815,1083.9194,151.2462,0.001320489,156.93283,20.21
100,[ 0.642 -0.592  1.004  0.751 -1.661],1154.5037801265717,108321686000.0,12.8401165,235949,-2.670288e-07,33260.715,469.211,-14.540302,-115.27877197409764,696.3174,8900,6.5280986,89,69.38574,33260.715,7152.113,8.899387e-10,739071900000000.0,21.22
100,[ 0.64  -0.565  0.988  0.82  -1.665],1168.3013997077942,63800.367,11.98897,238187,-8.010864e-07,444.71722,415.18588,-14.071926,-116.28707240617173,0.59919566,9000,6.4176683,90,1.0695734,444.71722,3.9674635,0.118070915,1.394451,22.38
100,[ 0.636 -0.557  0.976  0.82  -1.678],1179.7515332698822,5202175500.0,12.353549,240355,-1.5735626e-06,7723.976,451.05566,-16.006767,-115.49467997205743,159.52835,9100,6.9576826,91,16.81166,7723.976,4658.8135,6.023988e-08,41737420.0,21.68
100,[ 0.639 -0.543  1.016  0.827 -1.672],1192.8761429786682,533188160.0,12.398792,242485,-8.010864e-07,3095.1863,462.63034,-15.415823,-115.32053510741872,49.39047,9200,6.5119214,92,6.5242863,3095.1863,490.69006,3.4506343e-07,37237588.0,21.3
100,[ 0.633 -0.557  0.994  0.774 -1.672],1205.5059232711792,32008786.0,13.082365,244651,-9.155273e-07,815.83734,447.09946,-13.000984,-115.42453406066915,12.568294,9300,6.596826,93,1.8150977,815.83734,127.53229,1.8575842e-06,21682.127,21.66
100,[ 0.613 -0.579  0.991  0.807 -1.67 ],1217.6776111125946,18155920.0,11.8973875,246825,-7.2479247e-07,1020.445,440.21167,-12.291222,-115.80839741405116,9.58426,9400,6.147226,94,2.270519,1020.445,78.61061,2.0054047e-05,337.81766,21.74
100,[ 0.562 -0.597  1.008  0.806 -1.687],1229.184975862503,552381800.0,11.527765,249055,1.8692017e-06,2453.034,419.83768,-12.743052,-116.38186715595423,55.37222,9500,6.231425,95,5.6802387,2453.034,571.95215,3.0492383e-06,38358.504,22.3
100,[ 0.549 -0.621  0.994  0.813 -1.681],1241.6466772556305,512811.75,13.176265,251224,-3.8146973e-07,522.0853,448.82666,-14.2178135,-115.88425536412632,1.5767349,9600,6.5821757,96,1.1589112,522.0853,11.747898,0.03856816,3.8151987,21.69
100,[ 0.518 -0.607  1.002  0.838 -1.699],1252.8441932201385,11133161.0,11.638397,253448,-9.3460085e-07,753.7994,421.2873,-15.520094,-116.21952647877075,7.857639,9700,6.445628,97,1.7631928,753.7994,65.699165,9.341509e-05,483.5584,22.24
100,[ 0.486 -0.631  1.021  0.834 -1.706],1265.621289730072,2529248.2,11.322191,255787,-1.4019013e-06,631.06934,382.67313,-16.418543,-117.25734489618313,4.129617,9800,7.0312724,98,1.6375009,631.06934,23.961939,0.00021863742,69.21675,23.39
100,[ 0.507 -0.612  1.016  0.815 -1.705],1277.3462209701538,62989590000.0,11.4081745,258021,9.059906e-07,25139.877,416.68234,-14.4076805,-116.26083867873709,598.57733,9900,6.404855,99,58.911404,25139.877,6157.216,3.5311717e-10,150144130.0,22.34
100,[ 0.515 -0.575  1.033  0.832 -1.702],1292.0659382343292,78429060.0,11.335999,260231,1.2207031e-06,1011.6925,424.813,-14.588364,-116.02760027632146,21.110094,10000,6.19433,100,2.4042275,1011.6925,372.15967,1.2548388e-07,1786983.6,22.1
100,[ 0.53  -0.566  1.07   0.866 -1.708],1304.5793170928955,108098560.0,11.2395,262395,2.8610229e-08,1151.8132,440.4905,-13.698803,-115.51886787843907,23.737694,10100,6.0084977,101,2.6130521,1151.8132,242.62997,2.346335e-06,596156.94,21.64
100,[ 0.536 -0.527  1.069  0.848 -1.682],1317.2274146080017,179035760.0,12.443129,264511,1.335144e-07,1833.3103,468.47983,-14.017227,-114.9702408995821,29.173653,10200,6.4723887,102,3.9203887,1833.3103,843.85675,4.894239e-07,2003761.1,21.16
100,[ 0.503 -0.491  1.084  0.894 -1.674],1329.5751414299011,240797860.0,12.163886,266706,-1.039505e-06,2454.2166,428.02597,-13.495054,-115.74468089132472,36.564877,10300,5.8194437,103,5.7151036,2454.2166,468.9184,2.738098e-05,33540.78,21.95
