Weights,MinIW,ReturnStepMaxmin,StdD2w0t,TimeElapsed,Iteration,MeanIW,Bound,ReturnMeanIW,EntropyCoefficient,J_sample_variance,InitialReturnStd,ReturnStepMax,MinD2w0t,StdIW,MeanD2w0t,EpThisIter,InitialReturnMean,MaxIW,EmpiricalD2,TimestepsSoFar,EpLenMean,EpRewMean,InitialReturnMin,InitialBound,InitialReturnMax,MeanEntropy,MaxD2w0t,EpisodesSoFar
[-0.349 -0.687 -0.475 -0.664  0.285  0.214  0.579 -0.498  0.157  0.155
 -0.064 -0.018],0.76799715,9.150785,0.24676439,88.55565857887268,6,0.98815423,-1465.1078,-658.3123,10.0,7176.0024,60.816467,9.359598,,0.08474188,0.06481495,100,-2.029419e-05,1.2323806,1.0078301,19535,32.27,298.6650464836242,-78.2227,-1470.0522,239.14336,1.4066178,1.020995,600
[-0.344 -0.703 -0.47  -0.664  0.291  0.216  0.574 -0.493  0.157  0.155
 -0.064 -0.012],0.6252164,9.15233,0.2468779,102.3322958946228,7,0.9759723,-1483.1915,-652.3982,10.0,12240.588,59.23439,9.359531,,0.12544295,0.06461716,100,1.7242432e-05,1.2336304,1.0133823,22741,32.06,296.74514327123353,-76.40517,-1492.1475,280.74017,1.3971101,1.0401151,700
[-0.35  -0.686 -0.471 -0.673  0.289  0.219  0.582 -0.497  0.157  0.155
 -0.064 -0.022],0.25681037,9.149603,0.2519339,116.4602632522583,8,0.95658326,-1468.9026,-640.5383,10.0,46393.02,58.20971,9.359705,,0.29125154,0.06556282,100,1.4801026e-05,1.965187,1.1123847,25917,31.76,293.92784788900286,-83.63951,-1482.069,258.61276,1.384737,1.257869,800
[-0.338 -0.69  -0.463 -0.678  0.284  0.207  0.588 -0.474  0.157  0.155
 -0.064 -0.034],0.49487895,9.146799,0.2505699,130.80227184295654,9,0.93708795,-1421.4178,-628.91547,10.0,26737.742,50.161858,9.359625,,0.23354061,0.06436529,100,-2.4414062e-06,1.661026,1.077751,29014,30.97,286.5719999980869,-87.04669,-1445.5017,188.74225,1.4057949,1.1523668,900
[-0.33  -0.684 -0.465 -0.66   0.301  0.21   0.586 -0.476  0.157  0.155
 -0.064 -0.013],0.48654062,9.144756,0.24870074,146.2356288433075,10,0.9702149,-1476.179,-643.8312,10.0,16741.64,62.186844,9.359976,,0.1886912,0.06530414,100,-1.3732911e-06,1.7024803,1.0317928,32240,32.26,298.48129591256924,-85.10939,-1488.9884,274.62213,1.4095433,1.1503017,1000
[-0.324 -0.692 -0.463 -0.647  0.306  0.197  0.587 -0.463  0.157  0.155
 -0.064 -0.009],0.46018732,9.141597,0.2454478,160.21942043304443,11,0.9537622,-1431.0498,-640.5829,10.0,21729.838,57.237022,9.359603,,0.19973569,0.063216016,100,-2.8991699e-06,1.5843985,1.0457274,35352,31.12,287.878641463236,-78.64369,-1450.6968,200.48244,1.396506,1.2920355,1100
[-0.288 -0.693 -0.458 -0.658  0.311  0.217  0.625 -0.45   0.157  0.155
 -0.064 -0.022],0.093256414,9.144604,0.27117074,174.5334951877594,12,0.8602492,-1436.7823,-565.4794,10.0,96418.22,59.200478,9.359974,,0.46563694,0.06934602,100,-5.9509275e-06,2.9312031,1.5596205,38485,31.33,289.8742295589284,-80.70262,-1489.0664,268.70416,1.38858,2.0728953,1200
[-0.246 -0.709 -0.471 -0.644  0.326  0.201  0.569 -0.505  0.157  0.155
 -0.064 -0.03 ],0.6933745,9.14312,0.24489915,190.03577256202698,13,0.9829432,-1458.1481,-658.255,10.0,10145.887,52.33285,9.359329,,0.12091946,0.063523576,100,-1.0070801e-05,1.2991805,1.020062,41637,31.52,291.5985590677545,-89.591385,-1464.2866,224.28188,1.3914924,1.0567188,1300
[-0.245 -0.71  -0.474 -0.634  0.331  0.187  0.545 -0.51   0.157  0.155
 -0.064 -0.028],0.71606314,9.1472645,0.2499718,205.03647184371948,14,0.9791494,-1453.9938,-648.60034,10.0,9909.159,57.830833,9.35998,,0.10702702,0.06625179,100,-1.9378662e-05,1.3185121,1.0176407,44919,32.82,303.7038736416839,-74.62042,-1461.1937,222.92386,1.4056362,1.0409801,1400
[-0.237 -0.697 -0.474 -0.63   0.336  0.191  0.554 -0.501  0.157  0.155
 -0.064 -0.013],0.5167564,9.154508,0.25259346,220.23919796943665,15,0.9734779,-1514.7947,-641.79663,10.0,12490.098,64.73289,9.359977,,0.12714642,0.067687996,100,-9.002685e-06,1.3062407,1.0181078,48269,33.5,310.1176136412926,-94.33746,-1524.2772,374.03424,1.3935546,1.0512273,1500
[-0.244 -0.703 -0.478 -0.636  0.326  0.182  0.54  -0.507  0.157  0.155
 -0.064 -0.025],0.3155485,9.1615715,0.25775096,235.34982299804688,16,0.92397565,-1397.1353,-612.4535,10.0,51526.652,52.480797,9.359615,,0.31259218,0.06816181,100,7.6293946e-07,1.9476798,1.1205479,51541,32.72,303.0066117532869,-91.21759,-1424.6711,164.12463,1.367702,1.2201414,1600
[-0.256 -0.707 -0.481 -0.643  0.313  0.177  0.51  -0.537  0.157  0.155
 -0.064 -0.051],0.5371549,9.143736,0.25172836,251.13270235061646,17,0.95644623,-1433.7102,-633.20575,10.0,21193.389,58.547653,9.359943,,0.2061525,0.06626187,100,-1.8615723e-05,1.6879685,1.0433271,54782,32.41,299.852143430074,-80.0717,-1451.19,205.71788,1.3641406,1.1032174,1700
[-0.251 -0.703 -0.489 -0.635  0.325  0.178  0.496 -0.525  0.157  0.155
 -0.064 -0.055],0.31189466,9.144755,0.25516647,265.12024784088135,18,0.9552119,-1441.4424,-630.0726,10.0,50147.938,54.15395,9.359792,,0.3247451,0.067085505,100,3.0517579e-06,2.4159932,1.1392001,58021,32.39,299.681150935209,-87.274506,-1458.9613,213.10852,1.364793,1.3317524,1800
[-0.257 -0.711 -0.489 -0.62   0.339  0.19   0.48  -0.541  0.157  0.155
 -0.064 -0.054],0.34415758,9.148292,0.25498492,279.7864534854889,19,0.9545024,-1394.3507,-629.4532,10.0,31288.955,53.480503,9.359929,,0.23849902,0.0679382,100,1.0375977e-05,1.4665112,1.059017,61336,33.15,306.77375829303185,-92.79816,-1411.4297,142.99118,1.3441298,1.1085184,1900
[-0.262 -0.704 -0.486 -0.628  0.333  0.195  0.501 -0.537  0.157  0.155
 -0.064 -0.075],0.45880163,9.148859,0.2523283,295.5422158241272,20,0.9595581,-1442.1277,-633.08875,10.0,23330.094,55.684322,9.359756,,0.20371,0.06726994,100,-9.307862e-06,2.0573351,1.0426139,64655,33.19,307.1504463901255,-78.63022,-1456.5878,216.5141,1.3329848,1.2335768,2000
[-0.264 -0.708 -0.485 -0.629  0.34   0.183  0.502 -0.526  0.157  0.155
 -0.064 -0.086],0.25550872,9.154591,0.26812053,311.25260043144226,21,0.93253124,-1439.7672,-592.0336,10.0,55640.938,80.089165,9.359829,,0.35894024,0.074623875,100,-4.577637e-06,2.154028,1.1610115,68256,36.01,333.35213031228426,-100.55797,-1469.3809,258.35153,1.3153085,1.2986505,2100
[-0.261 -0.714 -0.496 -0.628  0.348  0.173  0.465 -0.553  0.157  0.155
 -0.064 -0.104],0.6641105,9.153197,0.25355378,327.55891466140747,22,0.983425,-1496.9939,-644.97217,10.0,9699.442,64.95763,9.359801,,0.09121363,0.068597175,100,-1.8920899e-05,1.216739,1.0097451,71666,34.1,315.6466554206184,-90.62512,-1502.5281,321.63516,1.3130139,1.0407126,2200
[-0.274 -0.717 -0.499 -0.635  0.34   0.168  0.457 -0.565  0.157  0.155
 -0.064 -0.106],0.41980743,9.15333,0.26173943,343.09500551223755,23,0.95417655,-1433.3054,-615.697,10.0,30939.664,72.956764,9.359579,,0.23442356,0.0723259,100,-3.0517579e-06,1.8064301,1.0840845,75216,35.5,328.6040856683316,-98.694,-1453.346,221.23267,1.3169894,1.3318806,2300
[-0.249 -0.728 -0.486 -0.631  0.345  0.164  0.48  -0.541  0.157  0.155
 -0.064 -0.102],0.34534374,9.152015,0.25272653,358.79251194000244,24,0.9741367,-1501.2526,-640.43066,10.0,22086.158,57.439987,9.3595915,,0.21753168,0.06715754,100,1.2512207e-05,1.7726609,1.0632458,78516,33.0,305.4415220691752,-69.14902,-1511.6272,334.10138,1.3115306,1.2383649,2400
[-0.252 -0.717 -0.489 -0.623  0.354  0.178  0.476 -0.547  0.157  0.155
 -0.064 -0.107],0.31510916,9.154925,0.25734347,374.1082670688629,25,0.9395501,-1464.2756,-615.1841,10.0,55280.86,59.633545,9.359458,,0.37371022,0.067728624,100,1.6784668e-06,2.4559758,1.1851938,81766,32.5,300.8587465288431,-72.99736,-1492.0792,282.97113,1.3066158,1.3734822,2500
[-0.242 -0.701 -0.496 -0.612  0.366  0.181  0.452 -0.566  0.157  0.155
 -0.064 -0.112],0.386327,9.158961,0.27818486,391.4606487751007,26,0.92008716,-1440.6783,-573.3883,10.0,32679.316,81.84695,9.359607,,0.2712328,0.0804113,100,-1.0375977e-05,1.967122,1.1412928,85629,38.63,357.6861040291986,-101.69182,-1470.1942,274.19568,1.3276232,1.4210839,2600
[-0.255 -0.702 -0.5   -0.612  0.366  0.19   0.434 -0.589  0.157  0.155
 -0.064 -0.091],0.3006633,9.153659,0.27187136,407.8459324836731,27,0.95095843,-1421.7614,-595.7216,10.0,21465.17,72.725296,9.359845,,0.21955118,0.078068264,100,1.5563965e-05,1.5925925,1.0450605,89439,38.1,352.68231164184954,-100.24191,-1440.8403,213.97403,1.3052045,1.1206036,2700
[-0.26  -0.694 -0.496 -0.605  0.369  0.201  0.447 -0.584  0.157  0.155
 -0.064 -0.114],0.3898496,9.161848,0.26211032,423.96360445022583,28,0.95403963,-1452.3623,-613.1644,10.0,28671.83,65.588684,9.359953,,0.23237866,0.07262407,100,2.2583008e-05,1.6767286,1.0766091,93006,35.67,330.3363306591621,-91.886566,-1472.1794,258.4127,1.3080752,1.232298,2800
[-0.27  -0.707 -0.502 -0.612  0.363  0.193  0.418 -0.614  0.157  0.155
 -0.064 -0.111],0.27422246,9.158483,0.27466482,439.9508442878723,29,0.9174842,-1395.4442,-581.3571,10.0,47080.668,69.23387,9.359473,,0.31070885,0.07768292,100,-9.460449e-06,1.9841092,1.1410409,96719,37.13,343.7858623925966,-87.615906,-1425.2368,181.34201,1.2905569,1.5214444,2900
[-0.276 -0.723 -0.493 -0.626  0.349  0.181  0.427 -0.611  0.157  0.155
 -0.064 -0.128],0.40958378,9.168678,0.26201442,456.72414898872375,30,0.96214604,-1397.2441,-620.7592,10.0,26855.344,56.143337,9.359968,,0.22221906,0.07251144,100,1.0681152e-05,1.7046499,1.0516567,100277,35.58,329.6246378501894,-78.74426,-1410.737,150.18536,1.2757596,1.1316458,3000
[-0.265 -0.72  -0.492 -0.624  0.352  0.169  0.436 -0.607  0.157  0.155
 -0.064 -0.143],0.4847772,9.150604,0.2646207,472.02471137046814,31,0.9746717,-1480.6971,-619.11285,10.0,33827.047,75.58882,9.359829,,0.27040234,0.07415367,100,1.3732911e-06,1.9233732,1.0846481,103920,36.43,337.16758636661257,-89.5238,-1492.9832,319.08704,1.2783144,1.230336,3100
[-0.272 -0.726 -0.498 -0.616  0.358  0.173  0.417 -0.622  0.157  0.155
 -0.064 -0.141],0.47406572,9.163241,0.2592593,488.20333218574524,32,0.9845164,-1464.5641,-632.1483,10.0,16892.13,68.495995,9.359649,,0.21501286,0.07122142,100,5.9509275e-06,1.7357353,1.0617325,107430,35.1,325.0767559528771,-87.94452,-1472.8832,257.41507,1.2813511,1.1840227,3200
[-0.273 -0.714 -0.505 -0.61   0.364  0.177  0.402 -0.631  0.157  0.155
 -0.064 -0.138],0.43178898,9.153159,0.26040727,504.29656434059143,33,0.9747628,-1445.315,-627.25616,10.0,16906.99,62.43787,9.359742,,0.1819252,0.07195169,100,-2.8991699e-06,1.5779039,1.0318882,110977,35.47,328.32632011012794,-106.772934,-1454.8916,221.9296,1.2686568,1.0661689,3300
[-0.273 -0.712 -0.51  -0.602  0.371  0.178  0.398 -0.638  0.157  0.155
 -0.064 -0.15 ],0.44272584,9.167761,0.2635558,519.656464099884,34,0.94706595,-1439.1844,-609.06067,10.0,22549.182,60.8481,9.359993,,0.1971439,0.0733415,100,7.171631e-06,1.3738127,1.0483999,114572,35.95,333.036406975377,-94.684875,-1458.7277,232.57803,1.2547557,1.1985748,3400
[-0.257 -0.723 -0.51  -0.608  0.367  0.159  0.395 -0.642  0.157  0.155
 -0.064 -0.164],0.41499263,9.174548,0.2629116,535.3565320968628,35,0.9748743,-1495.491,-624.30524,10.0,21982.566,71.922226,9.359855,,0.1917226,0.07365839,100,-1.083374e-05,1.4696717,1.047532,118212,36.4,337.32617262029163,-88.9194,-1505.4329,351.30533,1.2510786,1.1407456,3500
[-0.258 -0.725 -0.514 -0.611  0.362  0.157  0.377 -0.663  0.157  0.155
 -0.064 -0.168],0.3735894,9.170077,0.26354343,549.544008731842,36,0.95716786,-1437.3606,-612.7338,10.0,21499.965,69.17817,9.35974,,0.1964477,0.07382312,100,9.765625e-06,1.794481,1.0327164,121851,36.39,337.15004749512417,-82.71533,-1454.9078,228.74768,1.238152,1.1611376,3600
[-0.246 -0.73  -0.51  -0.616  0.357  0.166  0.379 -0.665  0.157  0.155
 -0.064 -0.181],0.55294466,9.172915,0.26855054,565.9362761974335,37,0.95767206,-1407.5449,-607.81903,10.0,25797.184,64.31744,9.359775,,0.21604697,0.0762653,100,-7.93457e-06,1.9887003,1.0594244,125584,37.33,345.9126464782473,-88.50632,-1421.9232,171.40271,1.25012,1.1412665,3700
[-0.244 -0.732 -0.508 -0.617  0.355  0.167  0.361 -0.665  0.157  0.155
 -0.064 -0.169],0.25489867,9.166649,0.2712597,582.5081844329834,38,0.93691486,-1436.0708,-591.7724,10.0,56058.637,72.22622,9.359501,,0.33592224,0.076912254,100,-1.6784668e-06,2.2060347,1.155964,129314,37.3,345.5127198788839,-87.50922,-1461.3921,248.16608,1.2413337,1.4455247,3800
[-0.239 -0.736 -0.513 -0.611  0.357  0.171  0.336 -0.688  0.157  0.155
 -0.064 -0.178],0.27251258,9.170463,0.26557472,598.5802652835846,39,0.93676263,-1417.0784,-600.4594,10.0,28867.45,63.42818,9.359838,,0.22880009,0.07420694,100,1.4190674e-05,1.5480208,1.046227,132936,36.22,335.583785046617,-89.06091,-1444.2114,204.34216,1.2276673,1.1297975,3900
[-0.241 -0.746 -0.518 -0.621  0.347  0.16   0.319 -0.711  0.157  0.155
 -0.064 -0.191],0.11486928,9.16673,0.27871054,615.8332686424255,40,0.861189,-1428.1636,-548.5618,10.0,99545.22,66.016754,9.359729,,0.44150162,0.078600675,100,2.0904541e-05,4.072027,1.2832892,136646,37.1,343.6658359495406,-117.883316,-1483.1105,293.87592,1.2177484,1.725519,4000
[-0.236 -0.737 -0.512 -0.633  0.338  0.155  0.352 -0.69   0.157  0.155
 -0.064 -0.201],0.13766225,9.17528,0.26338917,633.1846697330475,41,0.90517795,-1430.6274,-584.2557,10.0,31509.586,62.680603,9.359457,,0.27060074,0.072053455,100,1.0986329e-05,1.8806934,1.1088102,140131,34.85,322.967757436397,-80.03487,-1474.8132,261.26376,1.2279052,1.323878,4100
[-0.223 -0.719 -0.505 -0.625  0.348  0.17   0.398 -0.674  0.157  0.155
 -0.064 -0.191],0.41727528,9.181608,0.25967452,649.7937817573547,42,0.9548787,-1402.9188,-620.89795,10.0,28469.57,49.296227,9.359905,,0.23402418,0.07086199,100,-2.1972657e-05,1.6256726,1.0677388,143598,34.67,321.4171244429183,-81.86984,-1420.3717,161.34201,1.2152268,1.1542271,4200
[-0.217 -0.708 -0.503 -0.636  0.344  0.189  0.433 -0.664  0.157  0.155
 -0.064 -0.204],0.57242143,9.156549,0.25984398,665.9007132053375,43,0.96313125,-1439.1154,-622.4657,10.0,22449.111,58.600388,9.359518,,0.21075673,0.07126943,100,-9.155274e-06,1.7596035,1.0588007,147097,34.99,323.9386139311662,-80.52194,-1453.7893,218.00314,1.2262043,1.1202129,4300
[-0.202 -0.729 -0.506 -0.631  0.349  0.189  0.418 -0.665  0.157  0.155
 -0.064 -0.193],0.60685635,9.169523,0.26550624,682.1087925434113,44,0.97103846,-1472.3652,-616.2079,10.0,13851.392,77.02803,9.359848,,0.16536853,0.07499686,100,-1.0528564e-05,1.4876019,1.0317215,150792,36.95,342.3300995039494,-92.46008,-1484.1937,290.36188,1.211813,1.0756725,4400
[-0.19  -0.733 -0.503 -0.629  0.353  0.187  0.43  -0.663  0.157  0.155
 -0.064 -0.207],0.2934615,9.16788,0.26280716,697.8077721595764,45,0.95317006,-1402.9175,-615.12976,10.0,20254.623,58.01449,9.359801,,0.19388586,0.07253183,100,-4.7302246e-06,1.48886,1.0492532,154332,35.4,327.93996011940567,-83.66426,-1419.2083,158.18066,1.1888387,1.1511052,4500
[-0.21  -0.712 -0.504 -0.627  0.36   0.191  0.437 -0.657  0.157  0.155
 -0.064 -0.23 ],0.52571017,9.173202,0.26449838,713.7068316936493,46,0.957211,-1444.36,-614.69275,10.0,20236.404,57.54293,9.359656,,0.21397799,0.07301908,100,3.3569337e-05,2.2458568,1.0565343,157874,35.42,328.21685900130484,-76.29649,-1460.6438,232.95071,1.1827508,1.1201915,4600
[-0.196 -0.72  -0.5   -0.611  0.377  0.198  0.445 -0.656  0.157  0.155
 -0.064 -0.236],0.4255857,9.1622,0.26924652,731.2264513969421,47,0.9325264,-1453.4377,-597.52435,10.0,37582.945,67.39964,9.359517,,0.25632852,0.07542874,100,-1.0375977e-05,1.8256619,1.1058205,161516,36.42,337.28046080901635,-82.90634,-1475.7494,274.71185,1.1958014,1.3451923,4700
[-0.21  -0.709 -0.498 -0.624  0.366  0.2    0.46  -0.645  0.157  0.155
 -0.064 -0.223],0.6119883,9.171296,0.26496756,747.3511412143707,48,0.96247804,-1462.5067,-615.9641,10.0,23584.816,69.52626,9.359639,,0.19225882,0.07456899,100,1.5258789e-07,1.755515,1.0496633,165186,36.7,340.04265838097206,-77.355835,-1476.0662,273.7722,1.2031188,1.0765808,4800
[-0.22  -0.697 -0.496 -0.631  0.365  0.207  0.473 -0.626  0.157  0.155
 -0.064 -0.216],0.2533572,9.172465,0.28213474,762.9888010025024,49,0.8530605,-1370.6154,-547.015,10.0,50478.168,57.521038,9.359941,,0.31354612,0.07800119,100,-4.119873e-06,1.9531366,1.3129004,168762,35.76,331.3594502978114,-87.76004,-1420.1193,163.4743,1.2309508,1.6423006,4900
[-0.23  -0.688 -0.486 -0.647  0.355  0.207  0.502 -0.606  0.157  0.155
 -0.064 -0.188],0.5297669,9.164831,0.25599968,778.8905999660492,50,0.9635758,-1471.2883,-629.2088,10.0,21773.732,59.017117,9.359859,,0.21151103,0.069113664,100,6.5612794e-06,1.8652178,1.0452954,172160,33.98,314.7344856684921,-81.74393,-1486.9137,282.39035,1.2211832,1.1269673,5000
[-0.24  -0.669 -0.49  -0.641  0.363  0.221  0.501 -0.603  0.157  0.155
 -0.064 -0.198],0.7010206,9.170185,0.2568235,794.511878490448,51,0.9468395,-1457.3252,-617.9868,10.0,8844.585,54.446945,9.359985,,0.15537241,0.068819866,100,2.4414063e-05,1.8475678,1.0464327,175511,33.51,310.4730057768449,-78.94974,-1478.768,256.71326,1.2241191,1.1373402,5100
[-0.231 -0.644 -0.487 -0.626  0.377  0.235  0.513 -0.584  0.157  0.155
 -0.064 -0.195],0.5145828,9.151178,0.26341385,810.7615859508514,52,0.9733997,-1502.1808,-621.1875,10.0,15159.85,77.37875,9.359894,,0.14244467,0.074386366,100,-1.7547607e-05,1.4948921,1.0248142,179204,36.93,341.8068655394425,-82.642136,-1513.4319,376.37112,1.2252277,1.1106775,5200
[-0.223 -0.653 -0.489 -0.625  0.377  0.232  0.497 -0.587  0.157  0.155
 -0.064 -0.194],0.26561698,9.159545,0.26766136,825.8114123344421,53,0.91148704,-1376.2198,-576.5485,10.0,63039.305,55.460117,9.359864,,0.39532325,0.074397735,100,-1.3122559e-05,2.7813492,1.177634,182800,35.96,332.9789601369768,-96.4769,-1420.9427,166.85968,1.2203394,1.4928133,5300
[-0.221 -0.659 -0.499 -0.625  0.373  0.233  0.469 -0.618  0.157  0.155
 -0.064 -0.199],0.46619767,9.187603,0.2719458,841.6768741607666,54,0.905272,-1407.3492,-579.09467,10.0,32774.473,63.65564,9.359758,,0.23828049,0.07645859,100,-2.7160644e-05,2.0374184,1.0794445,186466,36.66,339.97307501693814,-77.85872,-1442.1736,204.44754,1.249145,1.1968336,5400
[-0.237 -0.651 -0.504 -0.626  0.37   0.228  0.456 -0.617  0.157  0.155
 -0.064 -0.17 ],0.51406616,9.169589,0.26821724,857.9233026504517,55,0.9377381,-1429.9934,-598.41895,10.0,27931.291,68.17865,9.359864,,0.2145319,0.07586116,100,1.4801026e-05,1.6647154,1.0498811,190171,37.05,343.2581093767063,-101.234955,-1452.6835,228.28018,1.2430611,1.1203909,5500
[-0.239 -0.656 -0.508 -0.634  0.363  0.223  0.433 -0.617  0.157  0.155
 -0.064 -0.176],0.5473088,9.165928,0.25898045,873.5224237442017,56,0.97049576,-1457.47,-627.9807,10.0,17029.668,62.690136,9.359922,,0.16513681,0.07127887,100,-1.9836425e-06,1.4037956,1.0328248,193692,35.21,326.14758431982676,-82.679855,-1468.0078,246.7107,1.2303452,1.1023036,5600
[-0.243 -0.654 -0.516 -0.635  0.361  0.224  0.42  -0.62   0.157  0.155
 -0.064 -0.189],0.24789464,9.169658,0.27172524,888.6781656742096,57,0.9176582,-1470.0258,-589.11346,10.0,81590.89,74.38175,9.359946,,0.38922614,0.07602291,100,-1.0070801e-05,2.3517754,1.2424027,197341,36.49,338.07267488008785,-89.102264,-1499.6221,333.346,1.2275457,1.5872054,5700
[-0.245 -0.641 -0.506 -0.641  0.358  0.223  0.456 -0.592  0.157  0.155
 -0.064 -0.191],0.5225524,9.162671,0.2612822,904.3351032733917,58,0.956209,-1424.6646,-618.9836,10.0,18645.68,58.854893,9.359708,,0.22473496,0.07071989,100,-1.953125e-05,2.079258,1.0712364,200756,34.15,316.26958599201384,-90.291534,-1441.7341,195.15976,1.2314193,1.1472185,5800
[-0.234 -0.645 -0.506 -0.625  0.373  0.226  0.46  -0.601  0.157  0.155
 -0.064 -0.188],0.09899989,9.165364,0.29141018,920.7410998344421,59,0.8426716,-1411.7211,-539.04767,10.0,91998.99,57.74349,9.359868,,0.44325522,0.07878334,100,3.967285e-06,3.8394496,1.6359069,204305,35.49,328.7302162282875,-76.89186,-1461.6675,240.38895,1.2318281,3.5778265,5900
[-0.24  -0.635 -0.499 -0.623  0.376  0.214  0.506 -0.556  0.157  0.155
 -0.064 -0.187],0.44326007,9.14429,0.25472033,935.744359254837,60,0.95351,-1485.3267,-626.74884,10.0,19856.99,56.75848,9.359954,,0.21112555,0.06755472,100,9.002685e-06,1.7715403,1.0520835,207592,32.87,304.1172703807449,-73.93405,-1503.1774,307.5805,1.2178,1.1167035,6000
[-0.233 -0.633 -0.499 -0.61   0.384  0.219  0.515 -0.562  0.157  0.155
 -0.064 -0.201],0.64490986,9.156623,0.26427597,951.5455322265625,61,0.9769472,-1447.3417,-622.65137,10.0,12462.116,65.93671,9.359878,,0.11903608,0.07468153,100,1.8310546e-06,1.3011069,1.0176431,211290,36.98,342.37006118793573,-109.20502,-1454.774,230.73013,1.2177427,1.0780945,6100
[-0.246 -0.639 -0.498 -0.619  0.378  0.219  0.518 -0.572  0.157  0.155
 -0.064 -0.201],0.29488426,9.167183,0.26890638,966.6847457885742,62,0.9251552,-1406.5472,-589.94556,10.0,40873.855,68.51537,9.359871,,0.3014904,0.07491769,100,5.9509275e-06,1.9021242,1.1009613,214896,36.06,334.04276007794346,-95.2881,-1438.4835,196.11456,1.1978604,1.352566,6200
[-0.252 -0.614 -0.499 -0.606  0.388  0.229  0.51  -0.574  0.157  0.155
 -0.064 -0.221],0.67274094,9.164001,0.25576702,982.3043215274811,63,0.9915975,-1483.4474,-643.36926,10.0,5934.789,55.832005,9.359867,,0.09001194,0.069900274,100,1.6784668e-05,1.276387,1.0121437,218371,34.75,321.8522221840057,-66.243484,-1486.9045,287.87555,1.1993256,1.0476766,6300
[-0.249 -0.612 -0.493 -0.602  0.394  0.239  0.52  -0.574  0.157  0.155
 -0.064 -0.22 ],0.20575881,9.175845,0.26701427,996.8594670295715,64,0.9112275,-1418.7413,-587.892,10.0,76533.61,66.76716,9.359918,,0.36906022,0.07421865,100,-1.0223389e-05,2.9998746,1.1745111,221968,35.97,333.3656609886799,-88.17636,-1455.9092,229.39734,1.2020154,1.5418835,6400
[-0.257 -0.585 -0.488 -0.603  0.402  0.231  0.543 -0.55   0.157  0.155
 -0.064 -0.217],0.14446479,9.171354,0.2730119,1012.0125119686127,65,0.91628397,-1427.9612,-583.33136,10.0,59307.414,59.85135,9.359756,,0.36741143,0.07572024,100,5.1879883e-06,2.3643365,1.223794,225558,35.9,332.633449842471,-110.60898,-1457.5812,230.7233,1.187609,1.7777053,6500
[-0.25  -0.597 -0.487 -0.589  0.411  0.241  0.524 -0.569  0.157  0.155
 -0.064 -0.231],0.09745355,9.182737,0.27869353,1027.1970889568329,66,0.8875086,-1403.2778,-565.1195,10.0,67174.41,56.03652,9.359829,,0.38607076,0.076968536,100,2.2277833e-05,2.5864046,1.3005171,229146,35.88,332.6536355742982,-95.52612,-1446.5546,211.2136,1.2031249,2.1842067,6600
