Weights,InitialBound,InitialReturnMean,EpLenMean,MaxIW,InitialReturnStd,TimeElapsed,EmpiricalD2,MinIW,MaxD2w0t,StdD2w0t,InitialReturnMin,MeanEntropy,J_sample_variance,Iteration,ReturnStepMaxmin,EpisodesSoFar,TimestepsSoFar,EpRewMean,ReturnMeanIW,MeanIW,MeanD2w0t,ReturnStepMax,Bound,MinD2w0t,StdIW,InitialReturnMax,EntropyCoefficient,EpThisIter
[-0.226 -0.257 -0.283 -0.137 -0.248 -0.054 -0.175  0.44   0.046  0.055
 -0.111  0.14 ],-45.88375,72.70115,8.37,1.9054697,14.1022,268.8544728755951,1.0127897,0.83047485,1.0201669,0.12924138,52.2808,1.5855355,348.8129,35,9.359599,3500,29330,75.50674431649203,73.69452,1.0072861,0.016863422,9.359599,-45.309822,,0.1411825,112.530014,10.0,100
[-0.225 -0.238 -0.28  -0.138 -0.251 -0.047 -0.173  0.437  0.046  0.055
 -0.111  0.167],-61.079315,73.57603,8.48,1.3927915,15.800516,276.8281042575836,1.0075117,0.7951783,1.0121142,0.1296795,52.332695,1.5888467,250.17937,36,9.358703,3600,30178,76.48811739825322,74.38671,1.0191532,0.017033288,9.358703,-60.659775,,0.09906012,144.51369,10.0,100
[-0.226 -0.227 -0.277 -0.148 -0.258 -0.055 -0.166  0.455  0.046  0.055
 -0.111  0.17 ],-60.67601,73.96555,8.53,1.1697142,14.260619,284.38053798675537,1.0009854,0.87354034,1.0041635,0.12955956,52.37558,1.5882919,206.88983,37,9.359904,3700,31031,76.88394561747847,74.14111,1.0044429,0.017068945,9.359904,-60.555634,,0.038893756,143.26709,10.0,100
[-0.227 -0.215 -0.277 -0.142 -0.253 -0.054 -0.169  0.455  0.046  0.055
 -0.111  0.169],-47.676476,75.01177,8.65,1.4625096,15.156436,292.7399482727051,1.0102177,0.8489284,1.0180638,0.13110507,52.3005,1.6083039,291.67465,38,9.359492,3800,31896,78.03025914458769,75.974045,1.0104549,0.01739483,9.359492,-47.05966,,0.10372309,120.36107,10.0,100
[-0.225 -0.206 -0.273 -0.137 -0.247 -0.038 -0.174  0.44   0.046  0.055
 -0.111  0.189],-48.16494,74.33017,8.56,1.1423804,13.452455,300.0335040092468,1.0015552,0.9086668,1.0045853,0.12980466,52.22585,1.6122801,205.54332,39,9.359963,3900,32752,77.25702417595033,74.527985,0.9995537,0.017131988,9.359963,-48.009125,,0.039958917,119.980774,10.0,100
[-0.225 -0.202 -0.269 -0.137 -0.247 -0.028 -0.185  0.422  0.046  0.055
 -0.111  0.193],-48.752716,73.68545,8.49,1.1795647,14.512456,308.3389205932617,1.0086434,0.6567764,1.0148112,0.12977028,52.28714,1.5943488,242.96022,40,9.358803,4000,33601,76.58073422392121,74.79176,1.0283844,0.017055633,9.358803,-48.279564,,0.08922255,119.98833,10.0,100
[-0.226 -0.2   -0.27  -0.133 -0.243 -0.03  -0.195  0.421  0.046  0.055
 -0.111  0.175],-53.185753,73.554565,8.48,1.1646167,14.130068,315.2217662334442,1.0012467,0.9314178,1.0021846,0.12920962,52.308846,1.6001875,219.6259,41,9.3552685,4100,34449,76.43674746846335,73.70141,1.0032482,0.016970903,9.3552685,-53.044106,,0.041314032,126.98173,10.0,100
[-0.225 -0.19  -0.271 -0.132 -0.242 -0.027 -0.197  0.416  0.046  0.055
 -0.111  0.181],-47.96649,70.21182,8.08,1.0626429,12.595431,324.053099155426,1.0006214,0.93922013,1.001104,0.1261328,52.29568,1.5999343,165.00352,42,9.359856,4200,35257,72.79880308899862,70.28428,1.0009744,0.016165424,9.359856,-47.925545,,0.02492011,112.45032,10.0,100
[-0.225 -0.189 -0.27  -0.13  -0.239 -0.018 -0.195  0.41   0.046  0.055
 -0.111  0.181],-56.86667,73.8528,8.51,1.8403211,15.188662,330.4011929035187,1.0176897,0.80387074,1.0293674,0.1306698,52.343575,1.6268733,443.9403,43,9.358999,4300,36108,76.77578663334192,76.00446,1.0368242,0.017193781,9.358999,-55.59735,,0.1681805,136.16641,10.0,100
[-0.224 -0.184 -0.268 -0.123 -0.233 -0.009 -0.198  0.396  0.046  0.055
 -0.111  0.208],-53.80941,72.66666,8.37,1.1185426,13.797322,338.126177072525,1.0014881,0.9258758,1.002963,0.12841354,52.24611,1.6304668,209.24133,44,9.359267,4400,36945,75.4674638606456,72.85398,1.0026705,0.016754888,9.359267,-53.687588,,0.039509226,127.96683,10.0,100
[-0.224 -0.184 -0.268 -0.115 -0.225 -0.009 -0.2    0.394  0.046  0.055
 -0.111  0.211],-52.260456,74.182556,8.55,1.5944173,15.431184,343.45797419548035,1.008419,0.82644236,1.018795,0.13016003,52.314358,1.6455075,361.00555,45,9.359456,4500,37800,77.13727620143936,75.08685,1.0031989,0.017167512,9.359456,-51.659946,,0.094366364,127.76131,10.0,100
[-0.224 -0.169 -0.265 -0.121 -0.227  0.013 -0.209  0.371  0.046  0.055
 -0.111  0.227],-61.427372,76.272675,8.8,1.3574417,16.084118,351.46195673942566,1.0087559,0.8060782,1.0164493,0.13211115,52.23535,1.6474795,379.71808,46,9.359579,4600,38680,79.41702369914535,77.2451,1.0096682,0.017682664,9.359579,-60.9277,,0.101667844,150.99934,10.0,100
[-0.221 -0.173 -0.259 -0.12  -0.228  0.041 -0.211  0.343  0.046  0.055
 -0.111  0.229],-44.871387,72.83425,8.39,1.2225995,14.339542,359.4177055358887,1.0043069,0.859497,1.0066531,0.1287521,52.291695,1.6572254,239.7774,47,9.359873,4700,39519,75.65760863337272,73.15102,0.9991519,0.016820198,9.359873,-44.66772,,0.068524845,111.69671,10.0,100
[-0.222 -0.164 -0.26  -0.111 -0.217  0.041 -0.207  0.346  0.046  0.055
 -0.111  0.238],-50.45268,75.68465,8.73,1.0756269,13.871795,367.4557569026947,1.0010251,0.945046,1.002626,0.13104135,52.276157,1.6598479,215.04015,48,9.356957,4800,40392,78.73735113905398,75.93086,1.0019865,0.017468475,9.356957,-50.229843,,0.026724685,126.77133,10.0,100
[-0.224 -0.135 -0.261 -0.113 -0.216  0.044 -0.221  0.33   0.046  0.055
 -0.111  0.241],-58.552742,75.37937,8.69,1.1136873,15.426136,375.5439898967743,1.0007478,0.94522065,1.0022578,0.13074787,52.303658,1.6608199,242.10144,49,9.35994,4900,41261,78.4336757878438,75.55825,1.0044464,0.017388206,9.35994,-58.428474,,0.03044284,142.98488,10.0,100
[-0.224 -0.131 -0.261 -0.106 -0.21   0.044 -0.224  0.328  0.046  0.055
 -0.111  0.242],-57.483284,76.4365,8.81,1.3302515,16.73809,384.3909821510315,1.006042,0.83888805,1.0109941,0.13202503,52.26667,1.6657225,347.20877,50,9.359777,5000,42142,79.60169638407226,77.212006,1.0116626,0.017681362,9.359777,-56.985214,,0.07915328,144.72217,10.0,100
[-0.222 -0.132 -0.257 -0.094 -0.197  0.054 -0.223  0.318  0.046  0.055
 -0.111  0.247],-45.965546,75.94429,8.75,1.24975,14.021754,391.79578018188477,1.0055988,0.8477394,1.0115498,0.13151312,52.333805,1.6705157,259.075,51,9.359216,5100,43017,79.01659925813118,76.598076,1.0064462,0.017552143,9.359216,-45.526695,,0.07532384,119.01989,10.0,100
[-0.219 -0.126 -0.25  -0.092 -0.194  0.077 -0.226  0.294  0.046  0.055
 -0.111  0.251],-46.032066,75.82705,8.74,1.3576517,15.106025,400.7573688030243,1.0072207,0.8639177,1.0124203,0.1315839,52.273125,1.6864289,286.61633,52,9.359027,5200,43891,78.9108173421418,76.45916,1.0122217,0.017551381,9.359027,-45.61904,,0.08565705,119.03897,10.0,100
[-0.219 -0.126 -0.249 -0.083 -0.184  0.076 -0.23   0.288  0.046  0.055
 -0.111  0.267],-46.67861,75.02618,8.65,1.1830804,13.819743,408.3276767730713,1.0033746,0.8881234,1.0050042,0.13057108,52.26741,1.6841947,216.93567,53,9.359351,5300,44756,78.02246894453685,75.31808,1.0037724,0.017324822,9.359351,-46.544884,,0.050064888,120.19946,10.0,100
[-0.219 -0.126 -0.25  -0.081 -0.182  0.077 -0.228  0.284  0.046  0.055
 -0.111  0.265],-60.266685,77.02647,8.89,1.2328013,16.659792,412.21979236602783,1.0033411,0.89183027,1.0067313,0.1324215,52.349686,1.694935,277.1515,54,9.358364,5400,45645,80.24749788734626,77.47281,1.0136199,0.017815946,9.358364,-59.97654,,0.069161065,152.34454,10.0,100
[-0.22  -0.123 -0.249 -0.09  -0.19   0.074 -0.229  0.284  0.046  0.055
 -0.111  0.276],-73.85768,76.42234,8.81,1.1438851,17.438675,419.59687423706055,1.001088,0.941112,1.0025691,0.13163309,52.251026,1.6985263,321.94025,55,9.358597,5500,46526,79.60617403308585,76.69864,1.0073279,0.017628882,9.358597,-73.619156,,0.030907122,182.72446,10.0,100
[-0.218 -0.123 -0.246 -0.092 -0.192  0.085 -0.23   0.275  0.046  0.055
 -0.111  0.28 ],-40.56511,76.620255,8.83,1.60925,13.822027,427.7791693210602,1.0208466,0.6452846,1.044506,0.13316812,52.22821,1.7020599,338.5788,56,9.359188,5600,47409,79.7468816476329,78.52742,1.0314704,0.017853672,9.359188,-39.54457,,0.15901798,110.95787,10.0,100
[-0.214 -0.116 -0.239 -0.081 -0.178  0.105 -0.223  0.254  0.046  0.055
 -0.111  0.283],-56.722275,76.78604,8.85,1.1273148,16.90786,435.40274953842163,1.0018445,0.89583254,1.0066355,0.13193373,52.327103,1.6982244,296.54764,57,9.359836,5700,48294,79.9852822127292,77.12298,1.0073164,0.017710427,9.359836,-56.51277,,0.03919437,143.62312,10.0,100
[-0.215 -0.102 -0.239 -0.083 -0.177  0.11  -0.244  0.234  0.046  0.055
 -0.111  0.279],-57.67215,75.873314,8.75,1.2695875,15.1402025,443.25603461265564,1.0046911,0.8014653,1.009195,0.13140424,52.24443,1.7005,275.85892,58,9.35976,5800,49169,78.9634342590159,76.46314,1.0133624,0.01753751,9.35976,-57.35423,,0.06875078,144.4453,10.0,100
[-0.214 -0.098 -0.237 -0.075 -0.168  0.11  -0.241  0.232  0.046  0.055
 -0.111  0.282],-38.98273,78.193146,9.01,1.3412967,14.161944,449.2493200302124,1.0111259,0.7597378,1.0292524,0.13370107,52.385395,1.6943178,277.39752,59,9.359903,5900,50070,81.457402885859,79.35635,1.0277913,0.018111626,9.359903,-38.356262,,0.09902327,112.23775,10.0,100
[-0.207 -0.101 -0.225 -0.076 -0.165  0.154 -0.227  0.21   0.046  0.055
 -0.111  0.275],-58.509445,78.7035,9.08,1.1956463,16.649477,456.88220834732056,1.0064366,0.803433,1.014341,0.1340107,52.5409,1.7011541,381.17563,60,9.359639,6000,50978,82.06679798917223,79.49242,1.0062025,0.018224617,9.359639,-57.978325,,0.07596536,152.22505,10.0,100
[-0.207 -0.095 -0.224 -0.064 -0.152  0.158 -0.229  0.2    0.046  0.055
 -0.111  0.282],-46.603554,74.96137,8.63,1.6587296,15.07265,464.75801706314087,1.0176342,0.83166045,1.0305899,0.13157102,52.246666,1.7284405,364.31726,61,9.35985,6100,51841,77.96827110996306,76.79396,1.0302883,0.017435914,9.35985,-45.51964,,0.14685564,120.56807,10.0,100
[-0.204 -0.083 -0.217 -0.077 -0.167  0.165 -0.231  0.193  0.046  0.055
 -0.111  0.309],-52.777233,76.66571,8.84,1.3021125,15.212889,472.8818476200104,1.0087111,0.7944674,1.019783,0.13234188,52.35156,1.7366952,313.23184,62,9.359544,6200,52725,79.82342414767514,77.58586,1.0135481,0.017754825,9.359544,-52.196693,,0.08629826,135.3829,10.0,100
[-0.204 -0.08  -0.217 -0.062 -0.151  0.158 -0.227  0.197  0.046  0.055
 -0.111  0.318],-49.65278,79.70898,9.2,1.8468037,17.168364,480.64007592201233,1.0149158,0.82963544,1.0259701,0.13542987,52.318954,1.7568175,489.66672,63,9.35963,6300,53645,83.1723729703777,81.26252,1.0167137,0.018541886,9.35963,-48.753716,,0.12800324,135.97824,10.0,100
[-0.202 -0.078 -0.214 -0.065 -0.153  0.166 -0.219  0.19   0.046  0.055
 -0.111  0.338],-50.568985,78.58711,9.06,1.4178813,17.232445,489.32425022125244,1.0098308,0.7811333,1.033702,0.13407804,52.39549,1.7587935,435.3361,64,9.359348,6400,54551,81.9481105536668,79.70452,1.0103121,0.01821466,9.359348,-49.954826,,0.10053545,135.85974,10.0,100
[-0.2   -0.079 -0.212 -0.067 -0.155  0.186 -0.22   0.165  0.046  0.055
 -0.111  0.34 ],-63.14039,80.229416,9.26,1.4352071,18.71643,497.2595520019531,1.0094199,0.86135304,1.0238738,0.13553216,52.375065,1.7704175,537.4937,65,9.359088,6500,55477,83.7744326314452,81.28029,1.007998,0.018617958,9.359088,-62.559437,,0.10063996,167.16487,10.0,100
[-0.199 -0.07  -0.215 -0.058 -0.148  0.203 -0.231  0.137  0.046  0.055
 -0.111  0.351],-53.729588,82.72162,9.56,1.4598627,19.754648,505.7357687950134,1.0120035,0.7360847,1.0435884,0.13786657,52.339767,1.7681928,547.4852,66,9.359595,6600,56433,86.5227273423342,84.27314,1.0160799,0.019247346,9.359595,-52.915707,,0.09709982,151.23871,10.0,100
[-0.193 -0.071 -0.204 -0.071 -0.158  0.233 -0.231  0.106  0.046  0.055
 -0.111  0.349],-50.670567,82.16739,9.49,1.3213706,19.21238,513.2167551517487,1.009932,0.8033265,1.0236841,0.13717952,52.257595,1.7772537,511.6238,67,9.359274,6700,57382,85.90085880563076,83.345436,1.0069102,0.019080436,9.359274,-50.00434,,0.09597118,144.41708,10.0,100
[-0.19  -0.079 -0.191 -0.069 -0.15   0.25  -0.224  0.09   0.046  0.055
 -0.111  0.358],-49.999878,78.95549,9.1,1.3329802,16.929829,521.0955111980438,1.0083382,0.8602402,1.0153278,0.13434845,52.268826,1.788174,373.63028,68,9.359579,6800,58292,82.3415021188967,80.132675,1.015461,0.018291377,9.359579,-49.27419,,0.102578044,136.24832,10.0,100
[-0.189 -0.077 -0.19  -0.051 -0.131  0.252 -0.224  0.087  0.046  0.055
