Weights,TimeElapsed,EpisodesSoFar,InitialReturnMax,InitialBound,ReturnMeanIW,MinD2w0t,MaxD2w0t,MeanD2w0t,MeanEntropy,Iteration,EpLenMean,MeanIW,Bound,InitialReturnMin,ReturnStepMaxmin,MaxIW,J_sample_variance,InitialReturnMean,InitialReturnStd,StdIW,StdD2w0t,EpRewMean,MinIW,EpThisIter,EmpiricalD2,TimestepsSoFar,ReturnStepMax
[-0.231 -0.437 -0.304 -0.17  -0.285 -0.136 -0.126  0.546  0.046  0.055
 -0.111 -0.035],92.61767864227295,1000,119.506615,-65.12659,73.51621,,1.0024087,0.016925693,1.3880699,10,8.46,1.0021286,-65.093575,52.29283,9.359438,1.1638601,171.71445,73.44377,12.807362,0.032239527,0.12901935,76.28968696933524,0.9487085,100,1.0007175,8285,9.359438
[-0.232 -0.434 -0.304 -0.169 -0.283 -0.133 -0.128  0.543  0.046  0.055
 -0.111 -0.031],103.7273600101471,1100,119.66785,-64.01051,74.747604,,1.0022078,0.017210655,1.380888,11,8.6,1.0021662,-63.888107,52.245647,9.359594,1.0879091,209.57394,74.562164,14.090924,0.035712667,0.13009977,77.52496982349633,0.89510375,100,1.0011973,9145,9.359594
[-0.232 -0.431 -0.304 -0.17  -0.284 -0.133 -0.125  0.545  0.046  0.055
 -0.111 -0.038],113.80089354515076,1200,111.91672,-60.622047,73.85357,,1.00631,0.016958926,1.3769255,12,8.47,1.0069602,-60.41239,52.230423,9.357045,1.1833497,187.96248,73.517845,13.263497,0.05290136,0.12919274,76.37737638459727,0.81636596,100,1.0025698,9992,9.357045
[-0.232 -0.421 -0.305 -0.173 -0.288 -0.129 -0.129  0.542  0.046  0.055
 -0.111 -0.042],123.49253749847412,1300,102.46099,-58.425026,71.759415,,1.0077745,0.01642471,1.3931183,13,8.19,1.010525,-57.99414,52.227013,9.357834,1.352794,175.18379,71.08752,12.18392,0.08443496,0.1272755,73.73996752009452,0.8940308,100,1.0048366,10811,9.357834
[-0.232 -0.419 -0.305 -0.171 -0.287 -0.128 -0.13   0.542  0.046  0.055
 -0.111 -0.026],133.88253355026245,1400,118.82451,-65.44033,73.87705,,1.011152,0.01689625,1.4066821,14,8.42,1.0192223,-65.035255,52.259148,9.358147,1.3072933,217.38751,73.11091,13.931072,0.084553435,0.12909816,75.94741049789931,0.8594315,100,1.0060872,11653,9.358147
[-0.231 -0.421 -0.304 -0.165 -0.281 -0.13  -0.131  0.539  0.046  0.055
 -0.111 -0.012],144.69021797180176,1500,103.61337,-59.39483,70.35738,,1.0018853,0.016152075,1.3983463,15,8.07,1.0051643,-59.233803,52.28736,9.358844,1.0668467,140.04742,70.13169,11.704857,0.033182908,0.12610458,72.69849829694236,0.90754867,100,1.0013174,12460,9.358844
[-0.232 -0.421 -0.305 -0.165 -0.281 -0.135 -0.135  0.54   0.046  0.055
 -0.111 -0.021],154.49237990379333,1600,112.27985,-63.440712,71.20965,,1.006849,0.016320687,1.3978261,16,8.14,1.0122054,-63.167854,52.337685,9.358712,1.2043855,171.98883,70.7231,12.263594,0.0674755,0.12686875,73.34413814253217,0.85357696,100,1.0039684,13274,9.358712
[-0.231 -0.416 -0.304 -0.154 -0.269 -0.126 -0.134  0.535  0.046  0.055
 -0.111 -0.021],163.9849977493286,1700,104.154335,-59.375404,70.88714,,1.0148093,0.016186725,1.3978275,17,8.07,1.0090002,-58.912514,52.222374,9.359864,1.3784863,137.44478,70.16524,10.78768,0.06383615,0.12637693,72.7199613507184,0.925104,100,1.0045749,14081,9.359864
[-0.232 -0.418 -0.305 -0.141 -0.256 -0.133 -0.139  0.538  0.046  0.055
 -0.111 -0.021],172.5781102180481,1800,136.80263,-74.50883,73.74514,,1.0292286,0.016791927,1.4018927,18,8.32,1.0190511,-73.740456,52.24796,9.358084,1.4901958,375.3199,72.19563,15.5312395,0.14496556,0.12909092,74.99215053080432,0.7328861,100,1.0160774,14913,9.358084
[-0.231 -0.414 -0.301 -0.133 -0.247 -0.109 -0.14   0.514  0.046  0.055
 -0.111 -0.017],181.2222602367401,1900,102.26024,-58.486748,72.261284,,1.0443467,0.016477467,1.4101493,19,8.18,1.0367212,-57.85009,52.385612,9.357759,1.4524419,199.17738,71.02475,12.343812,0.12023119,0.12777552,73.6723249562787,0.70301074,100,1.0150365,15731,9.357759
[-0.23  -0.415 -0.301 -0.147 -0.26  -0.11  -0.134  0.511  0.046  0.055
 -0.111 -0.009],191.42934894561768,2000,127.93705,-70.26637,73.58922,,1.015131,0.016798465,1.4086305,20,8.35,1.0209237,-69.67973,52.263767,9.358377,1.3132589,258.79425,72.46486,13.723636,0.099981576,0.12890211,75.24960756117652,0.7645765,100,1.0112418,16566,9.358377
[-0.227 -0.415 -0.298 -0.147 -0.26  -0.095 -0.127  0.498  0.046  0.055
 -0.111 -0.01 ],200.74791264533997,2100,111.929214,-62.735947,72.263794,,1.0119306,0.01649828,1.3906178,21,8.22,1.015703,-62.260025,52.32587,9.359224,1.1909806,180.50122,71.435196,12.107073,0.078596786,0.12761334,74.10812033192992,0.7929064,100,1.006309,17388,9.359224
[-0.227 -0.413 -0.298 -0.142 -0.256 -0.094 -0.127  0.5    0.046  0.055
 -0.111 -0.028],210.47298789024353,2200,128.32787,-70.78425,72.38276,,1.0068146,0.016590819,1.3843101,22,8.28,1.0050966,-70.53483,52.383755,9.356979,1.1201873,180.10889,71.92567,12.773323,0.049622357,0.12785143,74.64974644256145,0.88008314,100,1.0030121,18216,9.356979
[-0.228 -0.404 -0.3   -0.134 -0.246 -0.095 -0.129  0.5    0.046  0.055
 -0.111 -0.035],219.593909740448,2300,127.91581,-69.176834,73.79835,,1.0018014,0.016970845,1.3774666,23,8.48,1.0040251,-69.015434,52.33837,9.359384,1.0620161,238.66653,73.56975,15.318484,0.033377357,0.12920463,76.47190412452484,0.893703,100,1.0011501,19064,9.359384
[-0.229 -0.404 -0.301 -0.134 -0.247 -0.101 -0.132  0.503  0.046  0.055
 -0.111 -0.041],229.62353086471558,2400,136.44836,-73.06926,75.407524,,1.1174945,0.01710032,1.3862025,24,8.48,1.036574,-72.12261,52.229027,9.359529,1.5175707,336.44864,73.65785,14.576727,0.1574242,0.13019189,76.54737303157376,0.72210896,100,1.02019,19912,9.359529
[-0.231 -0.398 -0.299 -0.129 -0.243 -0.072 -0.172  0.445  0.046  0.055
 -0.111 -0.033],238.14552974700928,2500,118.53537,-68.11681,70.64845,,1.0042952,0.016227493,1.3828106,25,8.11,1.0074172,-68.01732,52.293488,9.359892,1.0980862,178.64452,70.460266,13.201269,0.045033965,0.12638369,73.07570744599582,0.7764281,100,1.0014437,20723,9.359892
[-0.231 -0.405 -0.301 -0.127 -0.246 -0.083 -0.178  0.444  0.046  0.055
 -0.111 -0.036],247.85383129119873,2600,120.51822,-65.482025,73.461586,,1.0046775,0.016863761,1.3716052,26,8.42,1.0101479,-65.24566,52.339783,9.359021,1.1051513,214.8312,73.08216,14.171974,0.041784693,0.12885223,75.92188144708882,0.8950393,100,1.0024712,21565,9.359021
[-0.23  -0.406 -0.299 -0.129 -0.248 -0.08  -0.177  0.442  0.046  0.055
 -0.111 -0.047],257.4819014072418,2700,119.178314,-64.71598,73.94046,,1.0015252,0.017025098,1.3704948,27,8.51,1.0034039,-64.66235,52.233585,9.3597355,1.0621849,201.91725,73.85879,14.05309,0.020732246,0.12938473,76.75889405909174,0.904679,100,1.0004866,22416,9.3597355
[-0.23  -0.407 -0.299 -0.132 -0.252 -0.079 -0.177  0.439  0.046  0.055
 -0.111 -0.048],267.92590618133545,2800,128.18872,-72.657295,71.14367,,1.0116317,0.016201496,1.3568877,28,8.06,1.0202236,-72.08376,52.26909,9.358241,1.2074914,172.73114,70.07186,11.998118,0.089282,0.12657127,72.63805204359068,0.77180433,100,1.0082953,23222,9.358241
[-0.231 -0.41  -0.299 -0.144 -0.264 -0.082 -0.175  0.444  0.046  0.055
 -0.111 -0.062],277.46579027175903,2900,136.81277,-72.53384,75.56799,,1.0199018,0.017220052,1.3486608,29,8.55,1.0286461,-71.77211,52.30766,9.359936,1.2942097,273.21112,74.19965,14.599876,0.10538343,0.1305582,77.1376531081773,0.6728065,100,1.012608,24077,9.359936
[-0.227 -0.399 -0.292 -0.138 -0.258 -0.056 -0.174  0.424  0.046  0.055
 -0.111 -0.07 ],287.11228489875793,3000,120.33234,-64.43026,74.640915,,1.0068576,0.017112235,1.3377995,30,8.54,1.0102832,-64.114655,52.322937,9.359884,1.09849,199.38438,74.146706,13.743541,0.056569226,0.12981151,77.06386304923483,0.7740165,100,1.0033958,24931,9.359884
[-0.227 -0.388 -0.291 -0.141 -0.26  -0.048 -0.177  0.413  0.046  0.055
 -0.111 -0.081],296.3932328224182,3100,128.48134,-68.33749,75.03255,,1.0071193,0.017206093,1.345822,31,8.58,1.0103538,-67.950485,52.25837,9.359712,1.2005923,290.57956,74.4141,15.386369,0.064841144,0.13022004,77.38700091400804,0.870519,100,1.0045413,25789,9.359712
[-0.226 -0.383 -0.29  -0.134 -0.252 -0.041 -0.176  0.408  0.046  0.055
 -0.111 -0.073],306.6041383743286,3200,119.95679,-65.812744,72.97148,,1.002972,0.016772822,1.3534861,32,8.38,1.004391,-65.685104,52.225567,9.359748,1.1343853,217.88397,72.762215,14.210681,0.04028471,0.12847117,75.57578646818243,0.9441819,100,1.0014086,26627,9.359748
[-0.226 -0.381 -0.29  -0.137 -0.254 -0.041 -0.175  0.407  0.046  0.055
 -0.111 -0.066],316.59768748283386,3300,120.00093,-62.794724,76.207535,,1.0041342,0.01750201,1.3477677,33,8.74,1.0061098,-62.480804,52.259956,9.359354,1.1057689,218.25894,75.77439,14.122272,0.042290136,0.13121374,78.83689419239168,0.8940774,100,1.0022097,27501,9.359354
[-0.225 -0.382 -0.288 -0.131 -0.248 -0.034 -0.175  0.402  0.046  0.055
 -0.111 -0.071],327.01874327659607,3400,111.7687,-61.15914,73.58477,,1.009492,0.016871922,1.3564161,34,8.41,1.0129375,-60.852165,52.404175,9.359955,1.2671878,222.29468,73.02247,13.774634,0.07787821,0.1289918,75.84964435021595,0.8730347,100,1.0056301,28342,9.359955
[-0.223 -0.382 -0.284 -0.135 -0.249 -0.021 -0.171  0.392  0.046  0.055
 -0.111 -0.063],337.0745177268982,3500,151.66101,-81.44194,73.24466,,1.0067564,0.016801417,1.3636336,35,8.38,1.0125821,-81.143845,52.23948,9.359787,1.2092854,192.36807,72.7166,14.324915,0.0656677,0.12868842,75.53299406689113,0.87771344,100,1.0044942,29180,9.359787
[-0.224 -0.384 -0.286 -0.14  -0.254 -0.026 -0.172  0.397  0.046  0.055
 -0.111 -0.055],347.4119107723236,3600,104.29524,-58.32081,71.60026,,1.0065601,0.016423658,1.3726918,36,8.2,1.0105036,-58.080406,52.22174,9.359685,1.2205381,199.50061,71.217354,13.361466,0.0564922,0.12718832,73.89525614754933,0.87846243,100,1.0032121,30000,9.359685
[-0.223 -0.382 -0.283 -0.143 -0.256 -0.014 -0.173  0.389  0.046  0.055
 -0.111 -0.046],357.7598352432251,3700,119.54968,-63.817284,75.160934,,1.0113013,0.017259685,1.3681928,37,8.62,1.0122175,-63.554993,52.258575,9.358388,1.2052342,215.80635,74.737526,14.160472,0.06463097,0.130312,77.71641695583011,0.82516325,100,1.0034215,30862,9.358388
[-0.222 -0.379 -0.28  -0.148 -0.259 -0.002 -0.175  0.379  0.046  0.055
 -0.111 -0.051],367.1538190841675,3800,118.72786,-64.47989,74.34136,,1.0063289,0.01709425,1.3672976,38,8.54,1.0069565,-64.31611,52.386036,9.358773,1.1442606,210.82265,74.08063,13.604648,0.046381965,0.1296759,76.99365758004681,0.90034974,100,1.0019953,31716,9.358773
[-0.223 -0.374 -0.279 -0.142 -0.254  0.005 -0.184  0.368  0.046  0.055
 -0.111 -0.052],377.34088253974915,3900,120.11592,-64.62091,74.10646,,1.0016866,0.0170702,1.3652107,39,8.53,1.0027013,-64.499725,52.268967,9.358248,1.0664859,208.52567,73.93182,14.258001,0.029895008,0.12956893,76.84786466595328,0.9347374,100,1.0009301,32569,9.358248
[-0.222 -0.373 -0.279 -0.138 -0.248  0.008 -0.183  0.367  0.046  0.055
 -0.111 -0.054],387.39683175086975,4000,136.1229,-72.788956,74.74614,,1.0121194,0.017093973,1.3490834,40,8.52,1.018711,-72.370575,52.250885,9.359396,1.1322677,257.289,73.936066,15.044927,0.069557264,0.12982862,76.86140746748855,0.8039043,100,1.0056212,33421,9.359396
[-0.222 -0.375 -0.279 -0.143 -0.252  0.016 -0.185  0.357  0.046  0.055
 -0.111 -0.07 ],396.9034731388092,4100,119.750854,-65.633,73.19866,,1.0039202,0.016814508,1.3549353,41,8.4,1.0018257,-65.46012,52.25423,9.358667,1.1662093,138.72787,72.92594,11.044826,0.04310819,0.1286309,75.70550952997242,0.94063854,100,1.0014211,34261,9.358667
[-0.222 -0.361 -0.28  -0.138 -0.247  0.016 -0.184  0.361  0.046  0.055
 -0.111 -0.064],406.75740146636963,4200,120.16445,-65.69039,74.59664,,1.0249286,0.016949043,1.3682587,42,8.39,1.0264628,-64.92213,52.251213,9.359637,1.6487756,332.6751,72.88291,13.267609,0.15356591,0.12974653,75.68870527132755,0.7757338,100,1.0186758,35100,9.359637
[-0.217 -0.366 -0.266 -0.135 -0.246  0.029 -0.18   0.346  0.046  0.055
 -0.111 -0.051],416.93244075775146,4300,110.83049,-62.666023,72.82953,,1.0311393,0.016590089,1.3837671,43,8.23,1.028085,-61.993546,52.2931,9.358565,1.5347421,207.01318,71.49568,12.5318,0.1236445,0.12824227,74.18053304623908,0.7977315,100,1.0131339,35923,9.358565
[-0.217 -0.364 -0.265 -0.119 -0.228  0.029 -0.181  0.348  0.046  0.055
 -0.111 -0.035],423.9663259983063,4400,120.263504,-65.26136,74.02983,,1.0125872,0.01692392,1.3945367,44,8.44,1.0059055,-64.75023,52.236412,9.355606,1.3384691,238.03268,73.25227,13.312783,0.07400695,0.12916166,76.09195711042781,0.9095588,100,1.0042416,36767,9.355606
[-0.218 -0.331 -0.267 -0.111 -0.221  0.035 -0.178  0.351  0.046  0.055
 -0.111 -0.024],433.4757447242737,4500,111.65422,-62.135017,72.68462,,1.0131376,0.016624363,1.3838816,45,8.29,1.0109056,-61.743523,52.373474,9.35943,1.237978,185.07898,72.03907,12.408934,0.062888555,0.12802918,74.76360551719924,0.8840828,100,1.0045402,37596,9.35943
[-0.218 -0.325 -0.268 -0.103 -0.212  0.034 -0.181  0.353  0.046  0.055
 -0.111 -0.035],443.57401061058044,4600,136.28122,-70.91671,76.85802,,1.0116354,0.017552799,1.3998485,46,8.74,1.0208126,-70.33115,52.262726,9.359588,1.3186828,265.1549,75.81132,15.428736,0.09425827,0.13159463,78.89961213175056,0.88126034,100,1.0073211,38470,9.359588
[-0.218 -0.326 -0.268 -0.11  -0.219  0.034 -0.182  0.353  0.046  0.055
 -0.111 -0.019],453.27945280075073,4700,120.40282,-61.399826,77.5532,,1.0100505,0.017833134,1.3934617,47,8.9,1.0043635,-61.184883,52.33288,9.359231,1.2376492,215.55127,77.167465,14.218171,0.0600838,0.13247247,80.34798220302324,0.81104684,100,1.0035152,39360,9.359231
[-0.219 -0.325 -0.268 -0.101 -0.212  0.036 -0.194  0.342  0.046  0.055
 -0.111 -0.026],463.5465295314789,4800,150.55179,-79.75439,74.509514,,1.0012699,0.017144296,1.3930358,48,8.57,1.0036037,-79.66375,52.279335,9.359218,1.0766144,240.50606,74.39478,15.514999,0.021907767,0.12983046,77.36503945168016,0.9447533,100,1.0005853,40217,9.359218
[-0.22  -0.321 -0.27  -0.102 -0.212  0.029 -0.198  0.345  0.046  0.055
 -0.111 -0.026],473.5232307910919,4900,120.05435,-62.955544,76.26873,,1.0103891,0.017474435,1.4033486,49,8.71,1.0113482,-62.62731,52.321724,9.359188,1.2098752,176.25592,75.61111,12.296529,0.0772116,0.13123883,78.62615588020715,0.8622615,100,1.0060902,41088,9.359188
[-0.218 -0.314 -0.267 -0.097 -0.204  0.03  -0.199  0.339  0.046  0.055
 -0.111 -0.016],483.47317028045654,5000,152.19554,-80.167015,74.50532,,1.0081927,0.017065998,1.4004138,50,8.52,1.0115743,-79.8202,52.354637,9.357838,1.165497,279.24408,73.95943,15.810641,0.058528956,0.12961474,76.90049516716579,0.87099755,100,1.0029634,41940,9.357838
[-0.218 -0.315 -0.265 -0.089 -0.196  0.038 -0.202  0.333  0.046  0.055
 -0.111 -0.018],492.99910068511963,5100,103.4819,-54.253998,76.29114,,1.0210366,0.017465647,1.3973678,51,8.68,1.0156934,-53.689804,52.287254,9.359449,1.3796684,230.0292,75.2809,13.231836,0.102552876,0.13140635,78.28663000569823,0.73060596,100,1.0112332,42808,9.359449
[-0.216 -0.306 -0.263 -0.078 -0.183  0.046 -0.201  0.323  0.046  0.055
 -0.111 -0.022],503.45408606529236,5200,120.54239,-64.4742,74.26672,,1.0019622,0.017065866,1.3974377,52,8.53,1.002063,-64.33954,52.32713,9.359397,1.0764062,250.03914,74.09555,15.390421,0.02862207,0.12953638,77.03618446536917,0.9125208,100,1.000796,43661,9.359397
[-0.215 -0.307 -0.261 -0.08  -0.186  0.053 -0.203  0.315  0.046  0.055
 -0.111 -0.022],513.6867866516113,5300,111.143936,-61.419304,73.83103,,1.0205194,0.016844302,1.407573,53,8.38,1.022017,-60.79476,52.222923,9.3599825,1.4872421,220.36023,72.76272,12.880281,0.09937441,0.12901454,75.55497201384051,0.82503945,100,1.0093455,44499,9.3599825
[-0.214 -0.297 -0.259 -0.071 -0.175  0.059 -0.201  0.309  0.046  0.055
 -0.111 -0.011],523.7168691158295,5400,119.67161,-64.00868,75.65647,,1.0154082,0.017269189,1.412132,54,8.59,1.0223305,-63.35372,52.260483,9.359906,1.5055397,219.54948,74.5686,14.461456,0.10338683,0.13061523,77.53372454314392,0.8656229,100,1.0089116,45358,9.359906
[-0.215 -0.294 -0.26  -0.084 -0.189  0.056 -0.202  0.312  0.046  0.055
 -0.111 -0.007],533.0694041252136,5500,112.25375,-59.82012,74.54363,,1.0052491,0.017138237,1.4097307,55,8.56,1.0046723,-59.733955,52.362274,9.359487,1.1451087,187.93623,74.35478,13.469937,0.04243076,0.12985119,77.28246030619961,0.9059243,100,1.001958,46214,9.359487
[-0.214 -0.281 -0.259 -0.09  -0.194  0.057 -0.207  0.31   0.046  0.055
 -0.111 -0.009],544.6570248603821,5600,143.54083,-74.03266,76.79955,,1.003103,0.017656753,1.4189236,56,8.82,1.0048734,-73.84292,52.304,9.359532,1.2836542,241.13138,76.49139,14.373239,0.04805983,0.13176636,79.6193999616521,0.93755937,100,1.0017514,47096,9.359532
[-2.142e-01 -2.783e-01 -2.582e-01 -8.921e-02 -1.942e-01  5.620e-02
 -2.073e-01  3.091e-01  4.605e-02  5.528e-02 -1.106e-01 -6.902e-05],554.6909778118134,5700,112.010025,-59.790375,75.61203,,1.0359654,0.017265813,1.4067982,57,8.57,1.0211697,-59.16832,52.313442,9.359315,1.3140635,206.6916,74.38207,13.023879,0.09287034,0.13074857,77.30819427297152,0.73842525,100,1.0137314,47953,9.359315
[-0.213 -0.278 -0.256 -0.101 -0.207  0.063 -0.205  0.297  0.046  0.055
 -0.111 -0.012],564.6491289138794,5800,128.67865,-70.652084,72.3288,,1.0083106,0.016612442,1.4075946,58,8.3,1.0111468,-70.52286,52.290165,9.359336,1.192362,190.281,72.09377,13.575681,0.054290697,0.12785977,74.84313928397683,0.89271736,100,1.0030342,48783,9.359336
[-0.214 -0.271 -0.26  -0.101 -0.207  0.05  -0.203  0.307  0.046  0.055
 -0.111 -0.011],574.3234193325043,5900,112.09129,-57.646614,76.841675,,1.0045694,0.01767759,1.4004982,59,8.83,1.0051186,-57.429688,52.247433,9.359923,1.110685,186.91223,76.53455,13.129936,0.040044982,0.13184437,79.64570578499952,0.8880684,100,1.0019107,49666,9.359923
[-0.214 -0.253 -0.259 -0.103 -0.212  0.061 -0.203  0.3    0.046  0.055
 -0.111 -0.018],584.6168911457062,6000,127.99089,-69.37919,73.78822,,1.0085539,0.016926363,1.4003963,60,8.45,1.0058876,-69.12416,52.22812,9.359136,1.1921766,239.93286,73.36361,13.865072,0.05474267,0.12910216,76.22107152626644,0.8077847,100,1.0027611,50511,9.359136
[-0.213 -0.253 -0.256 -0.107 -0.216  0.071 -0.206  0.286  0.046  0.055
 -0.111 -0.019],594.6760723590851,6100,128.58781,-69.08255,74.464935,,1.0137769,0.017018141,1.4163561,61,8.48,1.0102714,-68.66582,52.326225,9.359297,1.2728868,259.7705,73.662704,14.3669815,0.0856629,0.1295655,76.55043119703313,0.83866775,100,1.00681,51359,9.359297
[-0.212 -0.26  -0.25  -0.108 -0.215  0.085 -0.206  0.275  0.046  0.055
 -0.111 -0.003],604.4320335388184,6200,150.5866,-79.20745,75.0869,,1.001643,0.017287236,1.4209899,62,8.64,1.002608,-79.11336,52.291054,9.359025,1.0974888,269.1407,74.938545,16.016172,0.030128967,0.13036409,77.96760512033981,0.9513803,100,1.0007777,52223,9.359025
[-0.212 -0.258 -0.249 -0.105 -0.212  0.088 -0.205  0.276  0.046  0.055
 -0.111  0.002],615.0281324386597,6300,143.0024,-76.16559,75.26112,,1.0100121,0.017202407,1.4325266,63,8.57,1.0091922,-75.693726,52.242912,9.359989,1.3220515,264.8813,74.3658,14.388715,0.08085887,0.13026989,77.31518501607228,0.8764924,100,1.0063229,53080,9.359989
[-0.214 -0.25  -0.252 -0.095 -0.201  0.086 -0.212  0.27   0.046  0.055
 -0.111  0.014],625.3210842609406,6400,135.80194,-70.61552,76.38102,,1.0049932,0.01756208,1.43653,64,8.77,1.0033798,-70.44442,52.26245,9.357913,1.1269876,260.05414,76.08627,15.03028,0.044576615,0.13143337,79.1892088333172,0.90973234,100,1.0023266,53957,9.357913
[-0.212 -0.251 -0.249 -0.096 -0.203  0.093 -0.21   0.263  0.046  0.055
 -0.111  0.018],635.2199013233185,6500,151.76309,-80.929794,73.81534,,1.0066357,0.016892752,1.4232168,65,8.43,1.0129712,-80.61252,52.361805,9.359916,1.1273034,287.16086,73.23087,15.867057,0.060474493,0.12899385,76.11287763812973,0.7391593,100,1.0037845,54800,9.359916
[-0.212 -0.252 -0.25  -0.098 -0.205  0.085 -0.212  0.264  0.046  0.055
 -0.111  0.004],644.5726544857025,6600,151.46075,-77.2749,77.246284,,1.0026865,0.017752819,1.4300511,66,8.87,1.0077193,-77.009834,52.32721,9.359654,1.1389399,277.75546,76.88146,16.126875,0.038364265,0.13209802,80.07766308223744,0.92181295,100,1.0016882,55687,9.359654
[-0.213 -0.238 -0.252 -0.098 -0.203  0.082 -0.216  0.262  0.046  0.055
 -0.111  0.011],654.4622628688812,6700,127.56683,-68.462425,74.431046,,1.0020564,0.017111603,1.4232744,67,8.55,1.0060197,-68.346695,52.327583,9.356527,1.072853,228.93326,74.24059,15.085924,0.032234497,0.12972954,77.19012506224503,0.86401695,100,1.0011575,56542,9.356527
[-0.213 -0.236 -0.252 -0.102 -0.207  0.083 -0.218  0.26   0.046  0.055
 -0.111  0.004],664.3544826507568,6800,127.21764,-69.811615,73.38756,,1.0142344,0.01683486,1.4237214,68,8.4,1.0105823,-69.550156,52.32258,9.359726,1.1371698,157.13649,72.94019,12.347884,0.051990222,0.1287861,75.73885472646639,0.8277277,100,1.0034949,57382,9.359726
[-0.212 -0.232 -0.25  -0.111 -0.216  0.094 -0.211  0.254  0.046  0.055
 -0.111  0.005],674.3219754695892,6900,136.52907,-72.17693,75.968254,,1.0466261,0.017286941,1.418952,69,8.59,1.033876,-71.455025,52.43756,9.359158,1.7067302,299.28955,74.544365,14.780252,0.13999198,0.13074917,77.51431520972946,0.80223763,100,1.0132964,58241,9.359158
[-2.102e-01 -2.291e-01 -2.458e-01 -9.622e-02 -2.010e-01  1.176e-01
